condition,outer_building,k,family,selected,status,validation_images,inner_losses
manual,x8F5xyUWy9e,4,selected_context,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9263779923586617, ""seed_person_t025"": 0.920278292995145, ""seed_context_t01"": 0.9285453900850001, ""seed_context_t025"": 0.9230227222501852, ""seed_context_t05"": 0.9239610159037284}"
manual,x8F5xyUWy9e,4,selected_type,seed_equal,training_inner_building_selected,70,"{""seed_equal"": 0.9263779923586617, ""seed_type2"": 0.9309369179690171, ""seed_type3"": 0.9307556058840599, ""seed_type4"": 0.9350145075440446}"
manual,x8F5xyUWy9e,4,selected_mixture,joint_model25,training_inner_building_selected,70,"{""seed_equal"": 0.9263779923586617, ""seed_model_uniform10"": 0.8972570234072362, ""seed_model_uniform25"": 0.8799107107396562, ""joint_model10"": 0.8935286817979927, ""joint_model25"": 0.8756736425182222}"
manual,x8F5xyUWy9e,6,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8902243882378673, ""seed_person_t01"": 0.8964786676404265, ""seed_person_t025"": 0.8857464174278904, ""seed_person_t05"": 0.8867097672176362}"
manual,x8F5xyUWy9e,6,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8902243882378673, ""seed_person_t025"": 0.8857464174278904, ""seed_context_t01"": 0.8891160502683249, ""seed_context_t025"": 0.8867971103849033, ""seed_context_t05"": 0.8879893195098535}"
manual,x8F5xyUWy9e,6,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8902243882378673, ""seed_type2"": 0.8927717236462904, ""seed_type3"": 0.8948505836007633, ""seed_type4"": 0.8971635019045825}"
manual,x8F5xyUWy9e,6,selected_mixture,joint_model25,training_inner_building_selected,45,"{""seed_equal"": 0.8902243882378673, ""seed_model_uniform10"": 0.8697025524158041, ""seed_model_uniform25"": 0.8611792026580238, ""joint_model10"": 0.8660973826989269, ""joint_model25"": 0.857356721710407}"
manual,x8F5xyUWy9e,8,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8513114518969003, ""seed_person_t01"": 0.8461601810427856, ""seed_person_t025"": 0.8441224880681037, ""seed_person_t05"": 0.8468158835231149}"
manual,x8F5xyUWy9e,8,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8513114518969003, ""seed_person_t025"": 0.8441224880681037, ""seed_context_t01"": 0.8449831139776887, ""seed_context_t025"": 0.8465147162056236, ""seed_context_t05"": 0.8485252812721017}"
manual,x8F5xyUWy9e,8,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8513114518969003, ""seed_type2"": 0.8521923821972683, ""seed_type3"": 0.8521674740990215, ""seed_type4"": 0.854341978541211}"
manual,x8F5xyUWy9e,8,selected_mixture,joint_model10,training_inner_building_selected,45,"{""seed_equal"": 0.8513114518969003, ""seed_model_uniform10"": 0.838138081620609, ""seed_model_uniform25"": 0.8391906217931876, ""joint_model10"": 0.8335490107189539, ""joint_model25"": 0.8348773632405594}"
manual,yqstnuAEVhm,2,selected_person,seed_person_t05,training_inner_building_selected,119,"{""seed_equal"": 1.1325368884820441, ""seed_person_t01"": 1.1500178223675661, ""seed_person_t025"": 1.1294159731567197, ""seed_person_t05"": 1.1285066275293048}"
manual,yqstnuAEVhm,2,selected_context,seed_context_t025,training_inner_building_selected,119,"{""seed_equal"": 1.1325368884820441, ""seed_person_t025"": 1.1294159731567197, ""seed_context_t01"": 1.1360293294675647, ""seed_context_t025"": 1.1290349364049461, ""seed_context_t05"": 1.1298171152982759}"
manual,yqstnuAEVhm,2,selected_type,seed_equal,training_inner_building_selected,119,"{""seed_equal"": 1.1325368884820441, ""seed_type2"": 1.138779496176598, ""seed_type3"": 1.1391377002684984, ""seed_type4"": 1.14699322550785}"
manual,yqstnuAEVhm,2,selected_mixture,joint_model25,training_inner_building_selected,119,"{""seed_equal"": 1.1325368884820441, ""seed_model_uniform10"": 1.0646225438028984, ""seed_model_uniform25"": 0.9982084341881485, ""joint_model10"": 1.06116819356014, ""joint_model25"": 0.9946195422458506}"
manual,yqstnuAEVhm,4,selected_person,seed_person_t025,training_inner_building_selected,62,"{""seed_equal"": 0.9219000732239981, ""seed_person_t01"": 0.932823424829638, ""seed_person_t025"": 0.9175946549588618, ""seed_person_t05"": 0.918046059814768}"
manual,yqstnuAEVhm,4,selected_context,seed_person_t025,training_inner_building_selected,62,"{""seed_equal"": 0.9219000732239981, ""seed_person_t025"": 0.9175946549588618, ""seed_context_t01"": 0.9270048697023049, ""seed_context_t025"": 0.9199733070303955, ""seed_context_t05"": 0.9202192230225338}"
manual,yqstnuAEVhm,4,selected_type,seed_equal,training_inner_building_selected,62,"{""seed_equal"": 0.9219000732239981, ""seed_type2"": 0.9244872736258406, ""seed_type3"": 0.9277044633678994, ""seed_type4"": 0.9288724808982471}"
manual,yqstnuAEVhm,4,selected_mixture,joint_model25,training_inner_building_selected,62,"{""seed_equal"": 0.9219000732239981, ""seed_model_uniform10"": 0.8930743443361543, ""seed_model_uniform25"": 0.8766554192561028, ""joint_model10"": 0.8906703170568819, ""joint_model25"": 0.8735530003957908}"
manual,yqstnuAEVhm,6,selected_person,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8833405769212721, ""seed_person_t01"": 0.890303519608745, ""seed_person_t025"": 0.87918203282598, ""seed_person_t05"": 0.8799447046273634}"
manual,yqstnuAEVhm,6,selected_context,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8833405769212721, ""seed_person_t025"": 0.87918203282598, ""seed_context_t01"": 0.8818698609616629, ""seed_context_t025"": 0.8797908255205134, ""seed_context_t05"": 0.8810424936054455}"
manual,yqstnuAEVhm,6,selected_type,seed_equal,training_inner_building_selected,40,"{""seed_equal"": 0.8833405769212721, ""seed_type2"": 0.8847098713346156, ""seed_type3"": 0.8858054417182256, ""seed_type4"": 0.8897565005211596}"
manual,yqstnuAEVhm,6,selected_mixture,joint_model25,training_inner_building_selected,40,"{""seed_equal"": 0.8833405769212721, ""seed_model_uniform10"": 0.8627517606144929, ""seed_model_uniform25"": 0.854747124685111, ""joint_model10"": 0.8590209048007942, ""joint_model25"": 0.8507375727345506}"
manual,yqstnuAEVhm,8,selected_person,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8440402105568335, ""seed_person_t01"": 0.8427881282592568, ""seed_person_t025"": 0.8378974710416831, ""seed_person_t05"": 0.8399458394701711}"
manual,yqstnuAEVhm,8,selected_context,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8440402105568335, ""seed_person_t025"": 0.8378974710416831, ""seed_context_t01"": 0.8382378270365847, ""seed_context_t025"": 0.8393870959458368, ""seed_context_t05"": 0.8413094968402651}"
manual,yqstnuAEVhm,8,selected_type,seed_equal,training_inner_building_selected,40,"{""seed_equal"": 0.8440402105568335, ""seed_type2"": 0.8443112851302466, ""seed_type3"": 0.8448087621890862, ""seed_type4"": 0.8450455496167522}"
manual,yqstnuAEVhm,8,selected_mixture,joint_model10,training_inner_building_selected,40,"{""seed_equal"": 0.8440402105568335, ""seed_model_uniform10"": 0.8307738653292024, ""seed_model_uniform25"": 0.8322683336116192, ""joint_model10"": 0.8263560316907157, ""joint_model25"": 0.828090903502388}"
manual,zsNo4HB9uLZ,2,selected_person,seed_person_t05,training_inner_building_selected,130,"{""seed_equal"": 1.1322855560540326, ""seed_person_t01"": 1.1460760238366272, ""seed_person_t025"": 1.1273005709594224, ""seed_person_t05"": 1.1272320180508246}"
manual,zsNo4HB9uLZ,2,selected_context,seed_person_t025,training_inner_building_selected,130,"{""seed_equal"": 1.1322855560540326, ""seed_person_t025"": 1.1273005709594224, ""seed_context_t01"": 1.1333144850970243, ""seed_context_t025"": 1.1273870586684631, ""seed_context_t05"": 1.1287906252086501}"
manual,zsNo4HB9uLZ,2,selected_type,seed_equal,training_inner_building_selected,130,"{""seed_equal"": 1.1322855560540326, ""seed_type2"": 1.1372284191882132, ""seed_type3"": 1.1379991922379213, ""seed_type4"": 1.1466304757435974}"
manual,zsNo4HB9uLZ,2,selected_mixture,joint_model25,training_inner_building_selected,130,"{""seed_equal"": 1.1322855560540326, ""seed_model_uniform10"": 1.0645156866122574, ""seed_model_uniform25"": 0.9979657031198295, ""joint_model10"": 1.0599091040318624, ""joint_model25"": 0.9935538462628773}"
manual,zsNo4HB9uLZ,4,selected_person,seed_person_t025,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_person_t01"": 0.9332135614933023, ""seed_person_t025"": 0.9192951433075948, ""seed_person_t05"": 0.9202337624816945}"
manual,zsNo4HB9uLZ,4,selected_context,seed_person_t025,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_person_t025"": 0.9192951433075948, ""seed_context_t01"": 0.928117859804209, ""seed_context_t025"": 0.9217802364400307, ""seed_context_t05"": 0.9224270728569305}"
manual,zsNo4HB9uLZ,4,selected_type,seed_equal,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_type2"": 0.926949320821386, ""seed_type3"": 0.929685620748939, ""seed_type4"": 0.9323575306612043}"
manual,zsNo4HB9uLZ,4,selected_mixture,joint_model25,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_model_uniform10"": 0.8954960809992765, ""seed_model_uniform25"": 0.8784537880253379, ""joint_model10"": 0.892315206399084, ""joint_model25"": 0.8746954189893799}"
manual,zsNo4HB9uLZ,6,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t01"": 0.8937450191346336, ""seed_person_t025"": 0.8827225481646436, ""seed_person_t05"": 0.8836165902176505}"
manual,zsNo4HB9uLZ,6,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t025"": 0.8827225481646436, ""seed_context_t01"": 0.8851460090045739, ""seed_context_t025"": 0.8833983467577413, ""seed_context_t05"": 0.8847559279630899}"
manual,zsNo4HB9uLZ,6,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_type2"": 0.8883268228118694, ""seed_type3"": 0.8900752277965884, ""seed_type4"": 0.8957669294499009}"
manual,zsNo4HB9uLZ,6,selected_mixture,joint_model25,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_model_uniform10"": 0.8666743533677839, ""seed_model_uniform25"": 0.8585993749564113, ""joint_model10"": 0.8627771983386507, ""joint_model25"": 0.854541300732785}"
manual,zsNo4HB9uLZ,8,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t01"": 0.8467894123932583, ""seed_person_t025"": 0.8425537270796496, ""seed_person_t05"": 0.8447361272817588}"
manual,zsNo4HB9uLZ,8,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t025"": 0.8425537270796496, ""seed_context_t01"": 0.842834614945478, ""seed_context_t025"": 0.8441605255983496, ""seed_context_t05"": 0.846095698469094}"
manual,zsNo4HB9uLZ,8,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_type2"": 0.8491280351763891, ""seed_type3"": 0.8497316926773111, ""seed_type4"": 0.8514142618513757}"
manual,zsNo4HB9uLZ,8,selected_mixture,joint_model10,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_model_uniform10"": 0.8357013300374213, ""seed_model_uniform25"": 0.8372233582539432, ""joint_model10"": 0.8312875907396851, ""joint_model25"": 0.8330909970650804}"
semi,7y3sRwLe3Va,2,selected_person,seed_person_t025,training_inner_building_selected,39,"{""seed_equal"": 0.8893519200125246, ""seed_person_t01"": 0.8832159300990784, ""seed_person_t025"": 0.8770209066777256, ""seed_person_t05"": 0.8808577708503844}"
semi,7y3sRwLe3Va,2,selected_context,seed_person_t025,training_inner_building_selected,39,"{""seed_equal"": 0.8893519200125246, ""seed_person_t025"": 0.8770209066777256, ""seed_context_t01"": 0.8784708681414688, ""seed_context_t025"": 0.8829852464789787, ""seed_context_t05"": 0.88582228415034}"
semi,7y3sRwLe3Va,2,selected_type,seed_type2,training_inner_building_selected,39,"{""seed_equal"": 0.8893519200125246, ""seed_type2"": 0.8867950798125622, ""seed_type3"": 0.895347173401112, ""seed_type4"": 0.8877726761265148}"
semi,7y3sRwLe3Va,2,selected_mixture,joint_model25,training_inner_building_selected,39,"{""seed_equal"": 0.8893519200125246, ""seed_model_uniform10"": 0.8401360347716668, ""seed_model_uniform25"": 0.7931937180429284, ""joint_model10"": 0.8336134281376237, ""joint_model25"": 0.7860679285755146}"
semi,7y3sRwLe3Va,4,selected_person,seed_person_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6740035227697289, ""seed_person_t01"": 0.6584902774842448, ""seed_person_t025"": 0.6603375190228927, ""seed_person_t05"": 0.6654401254768022}"
semi,7y3sRwLe3Va,4,selected_context,seed_context_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6740035227697289, ""seed_person_t025"": 0.6603375190228927, ""seed_context_t01"": 0.656108011872542, ""seed_context_t025"": 0.6646929629010007, ""seed_context_t05"": 0.6689079205853081}"
semi,7y3sRwLe3Va,4,selected_type,seed_type4,training_inner_building_selected,17,"{""seed_equal"": 0.6740035227697289, ""seed_type2"": 0.6637764197677589, ""seed_type3"": 0.6610894639781204, ""seed_type4"": 0.6601328825282161}"
semi,7y3sRwLe3Va,4,selected_mixture,joint_model25,training_inner_building_selected,17,"{""seed_equal"": 0.6740035227697289, ""seed_model_uniform10"": 0.649731091828005, ""seed_model_uniform25"": 0.6261674028695926, ""joint_model10"": 0.6406009218930407, ""joint_model25"": 0.6171601577805148}"
semi,7y3sRwLe3Va,6,selected_person,seed_person_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6314654894717395, ""seed_person_t01"": 0.6093177072745904, ""seed_person_t025"": 0.6174954893713521, ""seed_person_t05"": 0.623367009463622}"
semi,7y3sRwLe3Va,6,selected_context,seed_context_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6314654894717395, ""seed_person_t025"": 0.6174954893713521, ""seed_context_t01"": 0.6151627402702387, ""seed_context_t025"": 0.6236864349673962, ""seed_context_t05"": 0.6273255561235977}"
semi,7y3sRwLe3Va,6,selected_type,seed_type3,training_inner_building_selected,17,"{""seed_equal"": 0.6314654894717395, ""seed_type2"": 0.6242457612323743, ""seed_type3"": 0.6220589167250297, ""seed_type4"": 0.6238653184576529}"
semi,7y3sRwLe3Va,6,selected_mixture,joint_model25,training_inner_building_selected,17,"{""seed_equal"": 0.6314654894717395, ""seed_model_uniform10"": 0.6181100748188858, ""seed_model_uniform25"": 0.6087656245819463, ""joint_model10"": 0.6110662768162854, ""joint_model25"": 0.6024523153249645}"
semi,7y3sRwLe3Va,8,selected_person,seed_person_t01,training_inner_building_selected,17,"{""seed_equal"": 0.631755672163174, ""seed_person_t01"": 0.6218131012194675, ""seed_person_t025"": 0.6235840813443659, ""seed_person_t05"": 0.6267297816816559}"
semi,7y3sRwLe3Va,8,selected_context,seed_context_t01,training_inner_building_selected,17,"{""seed_equal"": 0.631755672163174, ""seed_person_t025"": 0.6235840813443659, ""seed_context_t01"": 0.621111965321976, ""seed_context_t025"": 0.6267673721682855, ""seed_context_t05"": 0.6291081237521088}"
semi,7y3sRwLe3Va,8,selected_type,seed_type4,training_inner_building_selected,17,"{""seed_equal"": 0.631755672163174, ""seed_type2"": 0.6282858803075394, ""seed_type3"": 0.6277144234512472, ""seed_type4"": 0.6269711561630202}"
semi,7y3sRwLe3Va,8,selected_mixture,joint_model25,training_inner_building_selected,17,"{""seed_equal"": 0.631755672163174, ""seed_model_uniform10"": 0.6250647243883425, ""seed_model_uniform25"": 0.6241181203648564, ""joint_model10"": 0.6200325498813933, ""joint_model25"": 0.6188417227263507}"
semi,B6ByNegPMKs,2,selected_person,seed_person_t025,training_inner_building_selected,37,"{""seed_equal"": 0.8841482902524124, ""seed_person_t01"": 0.8800725446969466, ""seed_person_t025"": 0.8738819023046339, ""seed_person_t05"": 0.8770880816791946}"
semi,B6ByNegPMKs,2,selected_context,seed_context_t01,training_inner_building_selected,37,"{""seed_equal"": 0.8841482902524124, ""seed_person_t025"": 0.8738819023046339, ""seed_context_t01"": 0.8733112791866552, ""seed_context_t025"": 0.8780616512299796, ""seed_context_t05"": 0.8808059134724928}"
semi,B6ByNegPMKs,2,selected_type,seed_type2,training_inner_building_selected,37,"{""seed_equal"": 0.8841482902524124, ""seed_type2"": 0.8832356967077528, ""seed_type3"": 0.8915097537167224, ""seed_type4"": 0.8857455508550492}"
semi,B6ByNegPMKs,2,selected_mixture,joint_model25,training_inner_building_selected,37,"{""seed_equal"": 0.8841482902524124, ""seed_model_uniform10"": 0.8332998234424043, ""seed_model_uniform25"": 0.7829442678136446, ""joint_model10"": 0.8270756002689049, ""joint_model25"": 0.7760840668929987}"
semi,B6ByNegPMKs,4,selected_person,seed_person_t025,training_inner_building_selected,16,"{""seed_equal"": 0.6770493661839947, ""seed_person_t01"": 0.6675825881153294, ""seed_person_t025"": 0.6663308939465731, ""seed_person_t05"": 0.6700734634933845}"
semi,B6ByNegPMKs,4,selected_context,seed_context_t01,training_inner_building_selected,16,"{""seed_equal"": 0.6770493661839947, ""seed_person_t025"": 0.6663308939465731, ""seed_context_t01"": 0.661423694132789, ""seed_context_t025"": 0.6684787184429173, ""seed_context_t05"": 0.6722742292296668}"
semi,B6ByNegPMKs,4,selected_type,seed_type2,training_inner_building_selected,16,"{""seed_equal"": 0.6770493661839947, ""seed_type2"": 0.6665823968363889, ""seed_type3"": 0.6676504354491422, ""seed_type4"": 0.6687848576579432}"
semi,B6ByNegPMKs,4,selected_mixture,joint_model25,training_inner_building_selected,16,"{""seed_equal"": 0.6770493661839947, ""seed_model_uniform10"": 0.651539533786076, ""seed_model_uniform25"": 0.6259341591896188, ""joint_model10"": 0.643326281754176, ""joint_model25"": 0.6178626066141653}"
semi,B6ByNegPMKs,6,selected_person,seed_person_t01,training_inner_building_selected,16,"{""seed_equal"": 0.6353137215022979, ""seed_person_t01"": 0.6184137734496822, ""seed_person_t025"": 0.6239101032707767, ""seed_person_t05"": 0.6285515915132511}"
semi,B6ByNegPMKs,6,selected_context,seed_context_t01,training_inner_building_selected,16,"{""seed_equal"": 0.6353137215022979, ""seed_person_t025"": 0.6239101032707767, ""seed_context_t01"": 0.6201102687609019, ""seed_context_t025"": 0.6278711749364945, ""seed_context_t05"": 0.6313195285563123}"
semi,B6ByNegPMKs,6,selected_type,seed_type2,training_inner_building_selected,16,"{""seed_equal"": 0.6353137215022979, ""seed_type2"": 0.6276427602479725, ""seed_type3"": 0.6298369365446732, ""seed_type4"": 0.6314018677952524}"
semi,B6ByNegPMKs,6,selected_mixture,joint_model25,training_inner_building_selected,16,"{""seed_equal"": 0.6353137215022979, ""seed_model_uniform10"": 0.6215651258136559, ""seed_model_uniform25"": 0.6112488255232856, ""joint_model10"": 0.6144831495281459, ""joint_model25"": 0.6042792333728122}"
semi,B6ByNegPMKs,8,selected_person,seed_person_t01,training_inner_building_selected,16,"{""seed_equal"": 0.6312005197073032, ""seed_person_t01"": 0.6197232401829984, ""seed_person_t025"": 0.6225115260304691, ""seed_person_t05"": 0.6259729426287464}"
semi,B6ByNegPMKs,8,selected_context,seed_context_t01,training_inner_building_selected,16,"{""seed_equal"": 0.6312005197073032, ""seed_person_t025"": 0.6225115260304691, ""seed_context_t01"": 0.6197131120476618, ""seed_context_t025"": 0.6258514319847162, ""seed_context_t05"": 0.6283672708111305}"
semi,B6ByNegPMKs,8,selected_type,seed_type2,training_inner_building_selected,16,"{""seed_equal"": 0.6312005197073032, ""seed_type2"": 0.6251432399354566, ""seed_type3"": 0.6257223267488976, ""seed_type4"": 0.6265504048134635}"
semi,B6ByNegPMKs,8,selected_mixture,joint_model25,training_inner_building_selected,16,"{""seed_equal"": 0.6312005197073032, ""seed_model_uniform10"": 0.6250190743319104, ""seed_model_uniform25"": 0.6242306677410867, ""joint_model10"": 0.6190224178263747, ""joint_model25"": 0.6170915044966907}"
semi,UwV83HsGsw3,2,selected_person,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8630090295676031, ""seed_person_t01"": 0.8656661674285878, ""seed_person_t025"": 0.8542382064361217, ""seed_person_t05"": 0.8563781519312134}"
semi,UwV83HsGsw3,2,selected_context,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8630090295676031, ""seed_person_t025"": 0.8542382064361217, ""seed_context_t01"": 0.8552202594806978, ""seed_context_t025"": 0.8578655466964282, ""seed_context_t05"": 0.8600837131946107}"
semi,UwV83HsGsw3,2,selected_type,seed_type4,training_inner_building_selected,40,"{""seed_equal"": 0.8630090295676031, ""seed_type2"": 0.865739999653583, ""seed_type3"": 0.8637500686270545, ""seed_type4"": 0.8566552648549386}"
semi,UwV83HsGsw3,2,selected_mixture,joint_model25,training_inner_building_selected,40,"{""seed_equal"": 0.8630090295676031, ""seed_model_uniform10"": 0.8160927643811047, ""seed_model_uniform25"": 0.7709772921237088, ""joint_model10"": 0.8107630516239703, ""joint_model25"": 0.7648039366444624}"
semi,UwV83HsGsw3,4,selected_person,seed_person_t01,training_inner_building_selected,18,"{""seed_equal"": 0.6891455134601127, ""seed_person_t01"": 0.6703442975810814, ""seed_person_t025"": 0.674297317069816, ""seed_person_t05"": 0.6800148977938467}"
semi,UwV83HsGsw3,4,selected_context,seed_context_t01,training_inner_building_selected,18,"{""seed_equal"": 0.6891455134601127, ""seed_person_t025"": 0.674297317069816, ""seed_context_t01"": 0.6700422835504608, ""seed_context_t025"": 0.6793170124271808, ""seed_context_t05"": 0.6837732104489569}"
semi,UwV83HsGsw3,4,selected_type,seed_type4,training_inner_building_selected,18,"{""seed_equal"": 0.6891455134601127, ""seed_type2"": 0.6794718281275052, ""seed_type3"": 0.6761726038461724, ""seed_type4"": 0.676090060738424}"
semi,UwV83HsGsw3,4,selected_mixture,joint_model25,training_inner_building_selected,18,"{""seed_equal"": 0.6891455134601127, ""seed_model_uniform10"": 0.664199981933407, ""seed_model_uniform25"": 0.6399459100131537, ""joint_model10"": 0.6547044028316207, ""joint_model25"": 0.6305738251315116}"
semi,UwV83HsGsw3,6,selected_person,seed_person_t01,training_inner_building_selected,18,"{""seed_equal"": 0.6442843959502632, ""seed_person_t01"": 0.6249557500731169, ""seed_person_t025"": 0.6319634013720586, ""seed_person_t05"": 0.6370625460385047}"
semi,UwV83HsGsw3,6,selected_context,seed_context_t01,training_inner_building_selected,18,"{""seed_equal"": 0.6442843959502632, ""seed_person_t025"": 0.6319634013720586, ""seed_context_t01"": 0.6285341462919707, ""seed_context_t025"": 0.6366715352068185, ""seed_context_t05"": 0.640211039402431}"
semi,UwV83HsGsw3,6,selected_type,seed_type3,training_inner_building_selected,18,"{""seed_equal"": 0.6442843959502632, ""seed_type2"": 0.6370798575847398, ""seed_type3"": 0.6356004853097236, ""seed_type4"": 0.6398762057055186}"
semi,UwV83HsGsw3,6,selected_mixture,joint_model25,training_inner_building_selected,18,"{""seed_equal"": 0.6442843959502632, ""seed_model_uniform10"": 0.6302888509240341, ""seed_model_uniform25"": 0.6203142586512612, ""joint_model10"": 0.6233793512705131, ""joint_model25"": 0.6139043292803313}"
semi,UwV83HsGsw3,8,selected_person,seed_person_t01,training_inner_building_selected,18,"{""seed_equal"": 0.6414788127079784, ""seed_person_t01"": 0.6280081439655801, ""seed_person_t025"": 0.6319777310389865, ""seed_person_t05"": 0.6357633172968571}"
semi,UwV83HsGsw3,8,selected_context,seed_context_t01,training_inner_building_selected,18,"{""seed_equal"": 0.6414788127079784, ""seed_person_t025"": 0.6319777310389865, ""seed_context_t01"": 0.6294331976787679, ""seed_context_t025"": 0.6358466816519448, ""seed_context_t05"": 0.6384871661185927}"
semi,UwV83HsGsw3,8,selected_type,seed_type4,training_inner_building_selected,18,"{""seed_equal"": 0.6414788127079784, ""seed_type2"": 0.6398545070100101, ""seed_type3"": 0.6376066518101781, ""seed_type4"": 0.6373273443921881}"
semi,UwV83HsGsw3,8,selected_mixture,joint_model25,training_inner_building_selected,18,"{""seed_equal"": 0.6414788127079784, ""seed_model_uniform10"": 0.6344810147920448, ""seed_model_uniform25"": 0.6332828331263927, ""joint_model10"": 0.6284482825101035, ""joint_model25"": 0.6264168526893409}"
semi,X7HyMhZNoso,2,selected_person,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8954572960312372, ""seed_person_t01"": 0.8948304008184648, ""seed_person_t025"": 0.8872458278264981, ""seed_person_t05"": 0.8895347101088518}"
semi,X7HyMhZNoso,2,selected_context,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8954572960312372, ""seed_person_t025"": 0.8872458278264981, ""seed_context_t01"": 0.8886937318234367, ""seed_context_t025"": 0.8910244574693003, ""seed_context_t05"": 0.8929400655211766}"
semi,X7HyMhZNoso,2,selected_type,seed_type2,training_inner_building_selected,40,"{""seed_equal"": 0.8954572960312372, ""seed_type2"": 0.8946202611689114, ""seed_type3"": 0.8956236594959307, ""seed_type4"": 0.8959840986108535}"
semi,X7HyMhZNoso,2,selected_mixture,joint_model25,training_inner_building_selected,40,"{""seed_equal"": 0.8954572960312372, ""seed_model_uniform10"": 0.844205255472222, ""seed_model_uniform25"": 0.7939580358157114, ""joint_model10"": 0.8394617422100353, ""joint_model25"": 0.7882429165395648}"
semi,X7HyMhZNoso,4,selected_person,seed_person_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6949701413364888, ""seed_person_t01"": 0.6802430113482076, ""seed_person_t025"": 0.6821162626806947, ""seed_person_t05"": 0.686881875184848}"
semi,X7HyMhZNoso,4,selected_context,seed_context_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6949701413364888, ""seed_person_t025"": 0.6821162626806947, ""seed_context_t01"": 0.6769221974841974, ""seed_context_t025"": 0.6855426218599378, ""seed_context_t05"": 0.6897929948635294}"
semi,X7HyMhZNoso,4,selected_type,seed_type4,training_inner_building_selected,17,"{""seed_equal"": 0.6949701413364888, ""seed_type2"": 0.684743038334519, ""seed_type3"": 0.6863754126607569, ""seed_type4"": 0.6796965764592521}"
semi,X7HyMhZNoso,4,selected_mixture,joint_model25,training_inner_building_selected,17,"{""seed_equal"": 0.6949701413364888, ""seed_model_uniform10"": 0.6717131923192404, ""seed_model_uniform25"": 0.6498204574375708, ""joint_model10"": 0.6625429534040655, ""joint_model25"": 0.6406986584751174}"
semi,X7HyMhZNoso,6,selected_person,seed_person_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6555228321069957, ""seed_person_t01"": 0.639139415134831, ""seed_person_t025"": 0.6446572375169589, ""seed_person_t05"": 0.6490447551399643}"
semi,X7HyMhZNoso,6,selected_context,seed_context_t01,training_inner_building_selected,17,"{""seed_equal"": 0.6555228321069957, ""seed_person_t025"": 0.6446572375169589, ""seed_context_t01"": 0.6407112193109383, ""seed_context_t025"": 0.6483014839765281, ""seed_context_t05"": 0.6516453134662604}"
semi,X7HyMhZNoso,6,selected_type,seed_type4,training_inner_building_selected,17,"{""seed_equal"": 0.6555228321069957, ""seed_type2"": 0.6475373797030716, ""seed_type3"": 0.6517260813979671, ""seed_type4"": 0.6475100561045494}"
semi,X7HyMhZNoso,6,selected_mixture,joint_model25,training_inner_building_selected,17,"{""seed_equal"": 0.6555228321069957, ""seed_model_uniform10"": 0.6412003039376967, ""seed_model_uniform25"": 0.6310014726567424, ""joint_model10"": 0.6346445995140253, ""joint_model25"": 0.6249142994507259}"
