base_task_id,building_id,condition,condition_zh,partition_status,partition_status_zh,task_crowd_structure_status,task_crowd_structure_status_zh,cluster_count,largest_cluster_support,second_cluster_support,supported_cluster_count,singleton_cluster_count,largest_cluster_median_iou,best_cluster_rank,best_cluster_support,best_cluster_median_iou,crowd_gt_gap_best_minus_largest,crowd_gt_relationship,task_final_scope,geometry_reference_status,display_thresholds,comparison_cluster_rank,comparison_cluster_support,largest_cluster_n_pairs_median,comparison_cluster_n_pairs_median,n_pair_difference,top_boundary_difference_px,bottom_boundary_difference_px,room_height_difference_px,wall_x_circular_rmse_px,seam_pair_count_difference,observed_meta_codes,observable_geometric_difference_codes,manual_review_priority,image_reference,interpretation_boundary_zh
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.820429392311649,1.0,4.0,0.820429392311649,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,5.0,1.0,28.305802060210482,26.516258322908982,54.82206038311945,,0.0,in_scope;low_image_quality;low_texture;occlusion;oos_geometry;oos_open_or_ambiguous_boundary;reflection_transparency;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,3,1,1.0,2.0,0.9460098627278978,1.0,3.0,0.9460098627278978,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,10.0,4.0,6.0,20.339108014572474,14.48946883688609,33.07656201215784,,0.0,in_scope;low_texture;occlusion;oos_open_or_ambiguous_boundary;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,20,1,1.0,2.0,0.9802082384198753,1.0,20.0,0.9802082384198753,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,4.0,0.0,22.076167510762502,20.68016194715767,42.64408748337064,40.54477516298212,0.0,in_scope;low_texture;occlusion;reflection_transparency;trivial,ceiling_boundary_interpretation;room_height_or_vertical_extent;horizontal_wall_boundary_placement;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.9350375138201084,1.0,4.0,0.9350375138201084,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,6.0,2.0,2.6069731914633962,13.424964359176442,14.101786556926328,,1.0,in_scope;low_texture;occlusion;trivial,different_wall_count_or_topology;panorama_seam_boundary;floor_boundary_interpretation;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9455276326943586,1.0,5.0,0.9455276326943586,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion;oos_open_or_ambiguous_boundary,scope_or_adjacent_space_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,acceptable;in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9507381372619036,1.0,5.0,0.9507381372619036,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion;oos_open_or_ambiguous_boundary;seam,scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,acceptable;in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9148327464788732,1.0,5.0,0.9148327464788732,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.9596837318523213,1.0,4.0,0.9596837318523213,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,6.0,4.0,2.0,14.89290614490119,14.946044588579014,29.956125843150204,,0.0,in_scope;occlusion;trivial,different_wall_count_or_topology;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9338308115179088,1.0,5.0,0.9338308115179088,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.8631223502044798,1.0,5.0,0.8631223502044798,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion;oos_geometry;oos_split_or_multi_level;seam;trivial,scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9587371206645184,1.0,5.0,0.9587371206645184,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,3,1,1.0,2.0,0.9423779468227864,1.0,3.0,0.9423779468227864,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,6.0,2.0,29.599810345600815,19.773323614006017,45.789422939477305,,0.0,in_scope;occlusion;reflection_transparency;seam;trivial,different_wall_count_or_topology;panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.8388546884635775,1.0,5.0,0.8388546884635775,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_image_quality;occlusion,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.8997193310723892,1.0,5.0,0.8997193310723892,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.9296001566054672,1.0,4.0,0.9296001566054672,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,5.0,1.0,6.549977222525797,5.067362919180766,0.1887589282001585,,1.0,in_scope;low_texture;occlusion;oos_open_or_ambiguous_boundary;reflection_transparency;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,3,0,1.0,0.0,0.946974317712862,1.0,3.0,0.946974317712862,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,acceptable;corner_issue;in_scope;occlusion;topology_issue;trivial,scope_or_adjacent_space_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.9256432290388314,1.0,4.0,0.9256432290388314,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,6.0,2.0,4.357249987520447,3.1114531551670552,8.69228856589882,,1.0,in_scope;low_texture;occlusion;oos_geometry;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.96326396658462,1.0,5.0,0.96326396658462,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_4350d36797324601adba7351d09602d2.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,21,1,1.0,1.0,0.9668113490051512,1.0,21.0,0.9668113490051512,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,6.0,2.0,34.14651640866876,41.9496951315632,75.88818787828069,,0.0,in_scope;low_image_quality;occlusion;reflection_transparency;trivial,different_wall_count_or_topology;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,21,1,1.0,1.0,0.9593982867887736,1.0,21.0,0.9593982867887736,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,4.0,0.0,37.49452525540721,13.750865546744421,50.90622634767982,4.905277079385367,0.0,in_scope;low_texture;occlusion;reflection_transparency;trivial,ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,3,1,1.0,2.0,0.926580474934037,1.0,3.0,0.926580474934037,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,8.0,5.0,3.0,22.894867582590564,29.821469937200675,52.71633751979124,,0.0,in_scope;occlusion;oos_split_or_multi_level;reflection_transparency;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,3,1,1.0,2.0,0.9058153979098592,1.0,3.0,0.9058153979098592,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,6.0,4.0,2.0,4.790210210956843,15.941378470378822,19.08271347413711,,1.0,in_scope;low_texture;occlusion;oos_geometry;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,semi,模型预标注辅助,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,3,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,6.0,4.0,2.0,10.365000000000009,9.079999999999927,19.444999999999936,,2.0,acceptable;in_scope;low_image_quality;low_texture;reflection_transparency;trivial,different_wall_count_or_topology;panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9561991118767568,1.0,5.0,0.9561991118767568,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion;reflection_transparency;seam;trivial,panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.8797242350501584,1.0,5.0,0.8797242350501584,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;trivial,mixed_or_not_identifiable_from_available_geometry,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,0.8832454795665703,1.0,4.0,0.8832454795665703,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,8.0,,,,,,,,acceptable;corner_issue;in_scope;low_texture;oos_open_or_ambiguous_boundary;overextension;seam;trivial,scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,模型预标注辅助,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,3,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,6.0,4.0,2.0,8.219051957180511,4.441171066550339,12.66022302373085,,3.0,acceptable;in_scope;occlusion;overextension;topology_issue;trivial;underextension,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9780580002255684,1.0,5.0,0.9780580002255684,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_image_quality;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.9302903841211804,1.0,4.0,0.9302903841211804,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,6.0,2.0,9.95309967862849,8.028108050891205,18.125184212228277,,0.0,in_scope;occlusion;trivial,different_wall_count_or_topology;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
