image_id,building,condition,k,repeat,method,stratum,heldout_people,kernel_score,count_brier,compatible_probability,outside_candidates,worker_ids,canonical_ids
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_type4,supported_majority,17,0.9660203848338362,0.0,0.47058823529411764,0.4117647058823529,W002|W018|W013|W012|W021|W030|W031|W032|W014|W036|W015|W037|W017|W035|W029|W006|W033,75ca740199bbfca6|69dd02c653b999da|77ab07a0a6d85137|7b70014ef90dfa00|158cdf9ee8269d7a|d5ec1431385bed24|01111484ace4b94e|283873b63fff0570|033e34e10addfeb4|803f0a9e869112a9|be4265df16f250c5|9a14ee08aba6a9c3|ee6734855a1fce2c|71917bb13f847c7d|dab549f7649c26f5|e2c06769623e335c|0a8c62a27fbaac21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_type4,supported_minority,1,1.3364564031884503,0.0,0.75,0.0,W010,cd59ff6392d0007b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,selected_mixture,singleton,2,1.2379765371390024,0.9246047861250888,0.0,1.0,W008|W034,f61cafa7e89ea17e|d709cefe9dcba87b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,selected_mixture,supported_majority,17,0.9453922024870183,0.018365891304271673,0.35442656082365176,0.4117647058823529,W002|W018|W013|W012|W021|W030|W031|W032|W014|W036|W015|W037|W017|W035|W029|W006|W033,75ca740199bbfca6|69dd02c653b999da|77ab07a0a6d85137|7b70014ef90dfa00|158cdf9ee8269d7a|d5ec1431385bed24|01111484ace4b94e|283873b63fff0570|033e34e10addfeb4|803f0a9e869112a9|be4265df16f250c5|9a14ee08aba6a9c3|ee6734855a1fce2c|71917bb13f847c7d|dab549f7649c26f5|e2c06769623e335c|0a8c62a27fbaac21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,selected_mixture,supported_minority,1,1.2005798700681936,0.017462154388400868,0.6436678009521639,0.0,W010,cd59ff6392d0007b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_equal,singleton,2,1.3312904202588334,1.0,0.125,0.5,W034|W008,d709cefe9dcba87b|f61cafa7e89ea17e
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_equal,supported_majority,16,0.8817355849298273,0.0,0.5,0.0,W018|W006|W017|W030|W036|W014|W028|W015|W011|W013|W002|W021|W031|W037|W035|W032,69dd02c653b999da|e2c06769623e335c|ee6734855a1fce2c|d5ec1431385bed24|803f0a9e869112a9|033e34e10addfeb4|f8548145ddefef82|be4265df16f250c5|9664309abeb6b078|77ab07a0a6d85137|75ca740199bbfca6|158cdf9ee8269d7a|01111484ace4b94e|9a14ee08aba6a9c3|71917bb13f847c7d|283873b63fff0570
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_equal,supported_minority,2,1.268900508938923,0.0,0.375,0.0,W010|W027,cd59ff6392d0007b|ae9eebd3c841d936
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_person_t025,singleton,2,1.3624743429232518,1.0,0.13365525217163535,0.5,W034|W008,d709cefe9dcba87b|f61cafa7e89ea17e
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_person_t025,supported_majority,16,0.8730945873866136,7.703719777548943e-33,0.5294151392472013,0.0,W018|W006|W017|W030|W036|W014|W028|W015|W011|W013|W002|W021|W031|W037|W035|W032,69dd02c653b999da|e2c06769623e335c|ee6734855a1fce2c|d5ec1431385bed24|803f0a9e869112a9|033e34e10addfeb4|f8548145ddefef82|be4265df16f250c5|9664309abeb6b078|77ab07a0a6d85137|75ca740199bbfca6|158cdf9ee8269d7a|01111484ace4b94e|9a14ee08aba6a9c3|71917bb13f847c7d|283873b63fff0570
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_person_t025,supported_minority,2,1.2702517002383251,0.0,0.38627133642832484,0.0,W010|W027,cd59ff6392d0007b|ae9eebd3c841d936
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_context_t025,singleton,2,1.3378636745406063,1.0,0.1277710519494627,0.5,W034|W008,d709cefe9dcba87b|f61cafa7e89ea17e
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_context_t025,supported_majority,16,0.8788899392790899,1.5407439555097887e-33,0.5082546876147336,0.0,W018|W006|W017|W030|W036|W014|W028|W015|W011|W013|W002|W021|W031|W037|W035|W032,69dd02c653b999da|e2c06769623e335c|ee6734855a1fce2c|d5ec1431385bed24|803f0a9e869112a9|033e34e10addfeb4|f8548145ddefef82|be4265df16f250c5|9664309abeb6b078|77ab07a0a6d85137|75ca740199bbfca6|158cdf9ee8269d7a|01111484ace4b94e|9a14ee08aba6a9c3|71917bb13f847c7d|283873b63fff0570
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_context_t025,supported_minority,2,1.26677353496657,0.0,0.3840228038533702,0.0,W010|W027,cd59ff6392d0007b|ae9eebd3c841d936
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_type4,singleton,2,1.3312904202588334,1.0,0.125,0.5,W034|W008,d709cefe9dcba87b|f61cafa7e89ea17e
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_type4,supported_majority,16,0.8817355849298273,0.0,0.5,0.0,W018|W006|W017|W030|W036|W014|W028|W015|W011|W013|W002|W021|W031|W037|W035|W032,69dd02c653b999da|e2c06769623e335c|ee6734855a1fce2c|d5ec1431385bed24|803f0a9e869112a9|033e34e10addfeb4|f8548145ddefef82|be4265df16f250c5|9664309abeb6b078|77ab07a0a6d85137|75ca740199bbfca6|158cdf9ee8269d7a|01111484ace4b94e|9a14ee08aba6a9c3|71917bb13f847c7d|283873b63fff0570
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,seed_type4,supported_minority,2,1.268900508938923,0.0,0.375,0.0,W010|W027,cd59ff6392d0007b|ae9eebd3c841d936
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,selected_mixture,singleton,2,1.2101783828674002,0.9246047861250888,0.09582828896209702,0.5,W034|W008,d709cefe9dcba87b|f61cafa7e89ea17e
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,selected_mixture,supported_majority,16,0.8662739729755338,0.018350492136937655,0.3811910157110502,0.0,W018|W006|W017|W030|W036|W014|W028|W015|W011|W013|W002|W021|W031|W037|W035|W032,69dd02c653b999da|e2c06769623e335c|ee6734855a1fce2c|d5ec1431385bed24|803f0a9e869112a9|033e34e10addfeb4|f8548145ddefef82|be4265df16f250c5|9664309abeb6b078|77ab07a0a6d85137|75ca740199bbfca6|158cdf9ee8269d7a|01111484ace4b94e|9a14ee08aba6a9c3|71917bb13f847c7d|283873b63fff0570
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,1,selected_mixture,supported_minority,2,1.1382457495929974,0.017504134079945798,0.4045880399380124,0.0,W010|W027,cd59ff6392d0007b|ae9eebd3c841d936
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,0,seed_equal,singleton,1,1.2830162074510856,2.0,0.0,1.0,W034,d709cefe9dcba87b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,0,seed_equal,supported_majority,14,0.8145512441381003,0.0,0.41964285714285715,0.0,W012|W021|W030|W031|W032|W014|W036|W015|W037|W017|W035|W029|W006|W033,7b70014ef90dfa00|158cdf9ee8269d7a|d5ec1431385bed24|01111484ace4b94e|283873b63fff0570|033e34e10addfeb4|803f0a9e869112a9|be4265df16f250c5|9a14ee08aba6a9c3|ee6734855a1fce2c|71917bb13f847c7d|dab549f7649c26f5|e2c06769623e335c|0a8c62a27fbaac21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,0,seed_equal,supported_minority,1,1.260929733961844,0.0,0.625,0.0,W010,cd59ff6392d0007b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,0,seed_person_t025,singleton,1,1.2755724735147855,2.0,0.0,1.0,W034,d709cefe9dcba87b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,0,seed_person_t025,supported_majority,14,0.7908115547150121,7.923826056907485e-33,0.43408895131434305,0.0,W012|W021|W030|W031|W032|W014|W036|W015|W037|W017|W035|W029|W006|W033,7b70014ef90dfa00|158cdf9ee8269d7a|d5ec1431385bed24|01111484ace4b94e|283873b63fff0570|033e34e10addfeb4|803f0a9e869112a9|be4265df16f250c5|9a14ee08aba6a9c3|ee6734855a1fce2c|71917bb13f847c7d|dab549f7649c26f5|e2c06769623e335c|0a8c62a27fbaac21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,0,seed_person_t025,supported_minority,1,1.2774706110738703,4.930380657631324e-32,0.6224383811684165,0.0,W010,cd59ff6392d0007b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,0,seed_context_t025,singleton,1,1.2749477206478508,2.0,0.0,1.0,W034,d709cefe9dcba87b
