code,image_id,building,condition,method,N,clusters,supported,singletons,singleton_mass,largest_share,sizes,compatible_pairs,compatible_pairs_split,open_triangles,total_triples
UwV83HsGsw3-22,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,Hausdorff_12,5,3,2,1,0.2,0.4,2;2;1,3,1,1,10
UwV83HsGsw3-22,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,OSPA1_6_AND_H9,5,3,2,1,0.2,0.4,2;2;1,2,0,0,10
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,OSPA1_6,24,7,4,3,0.125,0.5,12;4;3;2;1;1;1,98,22,87,2024
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,Hausdorff_6,24,13,5,8,0.3333333333333333,0.16666666666666666,4;4;3;3;2;1;1;1;1;1;1;1;1,29,10,18,2024
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,Hausdorff_9,24,12,5,7,0.2916666666666667,0.16666666666666666,4;4;4;3;2;1;1;1;1;1;1;1,37,15,18,2024
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,Hausdorff_12,24,8,5,3,0.125,0.3333333333333333,8;5;4;2;2;1;1;1,81,35,35,2024
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,OSPA1_6_AND_H9,24,12,5,7,0.2916666666666667,0.20833333333333334,5;4;3;3;2;1;1;1;1;1;1;1,37,14,18,2024
VFuaQ6m2Qom-01,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-01,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-01,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-01,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-01,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-03,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-03,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-03,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-03,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-03,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
VFuaQ6m2Qom-04,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,OSPA1_6,7,3,2,1,0.14285714285714285,0.5714285714285714,4;2;1,7,0,0,35
VFuaQ6m2Qom-04,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,Hausdorff_6,7,4,2,2,0.2857142857142857,0.42857142857142855,3;2;1;1,4,0,0,35
VFuaQ6m2Qom-04,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,Hausdorff_9,7,3,3,0,0.0,0.42857142857142855,3;2;2,5,0,0,35
VFuaQ6m2Qom-04,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,Hausdorff_12,7,2,2,0,0.0,0.7142857142857143,5;2,11,0,0,35
VFuaQ6m2Qom-04,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,OSPA1_6_AND_H9,7,4,2,2,0.2857142857142857,0.42857142857142855,3;2;1;1,4,0,0,35
VFuaQ6m2Qom-07,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,OSPA1_6,19,5,4,1,0.05263157894736842,0.47368421052631576,9;5;2;2;1,52,4,24,969
VFuaQ6m2Qom-07,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,Hausdorff_6,19,7,4,3,0.15789473684210525,0.3157894736842105,6;5;3;2;1;1;1,44,15,15,969
VFuaQ6m2Qom-07,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,Hausdorff_9,19,5,3,2,0.10526315789473684,0.5263157894736842,10;5;2;1;1,58,2,11,969
VFuaQ6m2Qom-07,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,Hausdorff_12,19,3,2,1,0.05263157894736842,0.6842105263157895,13;5;1,88,0,0,969
VFuaQ6m2Qom-07,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,OSPA1_6_AND_H9,19,5,4,1,0.05263157894736842,0.47368421052631576,9;5;2;2;1,48,0,0,969
VFuaQ6m2Qom-10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,OSPA1_6,5,4,1,3,0.6,0.4,2;1;1;1,1,0,0,10
VFuaQ6m2Qom-10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,Hausdorff_6,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
VFuaQ6m2Qom-10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,Hausdorff_9,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
VFuaQ6m2Qom-10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,Hausdorff_12,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
VFuaQ6m2Qom-10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,OSPA1_6_AND_H9,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
VLzqgDo317F-02,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
VLzqgDo317F-02,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,manual,Hausdorff_6,2,1,1,0,0.0,1.0,2,1,0,0,0
VLzqgDo317F-02,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,manual,Hausdorff_9,2,1,1,0,0.0,1.0,2,1,0,0,0
VLzqgDo317F-02,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
VLzqgDo317F-02,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,manual,OSPA1_6_AND_H9,2,1,1,0,0.0,1.0,2,1,0,0,0
X7HyMhZNoso-05,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,OSPA1_6,24,4,3,1,0.041666666666666664,0.7916666666666666,19;2;2;1,173,0,0,2024
X7HyMhZNoso-05,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Hausdorff_6,24,6,3,3,0.125,0.7083333333333334,17;2;2;1;1;1,171,33,17,2024
X7HyMhZNoso-05,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Hausdorff_9,24,5,2,3,0.125,0.7916666666666666,19;2;1;1;1,172,0,0,2024
X7HyMhZNoso-05,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Hausdorff_12,24,5,2,3,0.125,0.7916666666666666,19;2;1;1;1,172,0,0,2024
X7HyMhZNoso-05,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,OSPA1_6_AND_H9,24,5,2,3,0.125,0.7916666666666666,19;2;1;1;1,172,0,0,2024
X7HyMhZNoso-07,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,OSPA1_6,5,2,1,1,0.2,0.8,4;1,6,0,0,10
X7HyMhZNoso-07,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,Hausdorff_6,5,4,1,3,0.6,0.4,2;1;1;1,1,0,0,10
X7HyMhZNoso-07,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,Hausdorff_9,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
X7HyMhZNoso-07,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,Hausdorff_12,5,2,1,1,0.2,0.8,4;1,6,0,0,10
X7HyMhZNoso-07,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,OSPA1_6_AND_H9,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,OSPA1_6,24,1,1,0,0.0,1.0,24,276,0,0,2024
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Hausdorff_6,24,5,2,3,0.125,0.6666666666666666,16;5;1;1;1,217,87,276,2024
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Hausdorff_9,24,3,2,1,0.041666666666666664,0.7083333333333334,17;6;1,270,119,114,2024
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Hausdorff_12,24,1,1,0,0.0,1.0,24,276,0,0,2024
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,OSPA1_6_AND_H9,24,3,2,1,0.041666666666666664,0.7083333333333334,17;6;1,270,119,114,2024
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,OSPA1_6,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,Hausdorff_6,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,Hausdorff_9,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,Hausdorff_12,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,OSPA1_6_AND_H9,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,OSPA1_6,4,2,1,1,0.25,0.75,3;1,3,0,0,4
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,Hausdorff_6,4,3,1,2,0.5,0.5,2;1;1,2,1,1,4
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,Hausdorff_9,4,2,1,1,0.25,0.75,3;1,3,0,0,4
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,Hausdorff_12,4,2,1,1,0.25,0.75,3;1,3,0,0,4
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,OSPA1_6_AND_H9,4,2,1,1,0.25,0.75,3;1,3,0,0,4
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,OSPA1_6,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,Hausdorff_6,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,Hausdorff_9,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,Hausdorff_12,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,OSPA1_6_AND_H9,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,OSPA1_6,4,1,1,0,0.0,1.0,4,6,0,0,4
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,Hausdorff_6,4,1,1,0,0.0,1.0,4,6,0,0,4
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,Hausdorff_9,4,1,1,0,0.0,1.0,4,6,0,0,4
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,Hausdorff_12,4,1,1,0,0.0,1.0,4,6,0,0,4
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,OSPA1_6_AND_H9,4,1,1,0,0.0,1.0,4,6,0,0,4
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,OSPA1_6,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,Hausdorff_6,5,3,1,2,0.4,0.6,3;1;1,4,1,2,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,Hausdorff_9,5,2,1,1,0.2,0.8,4;1,9,3,3,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,Hausdorff_12,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,OSPA1_6_AND_H9,5,2,1,1,0.2,0.8,4;1,9,3,3,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,OSPA1_6,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,Hausdorff_6,5,2,2,0,0.0,0.6,3;2,7,3,3,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,Hausdorff_9,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,Hausdorff_12,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,OSPA1_6_AND_H9,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,OSPA1_6,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,Hausdorff_6,5,2,1,1,0.2,0.8,4;1,8,2,4,10
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,Hausdorff_9,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,Hausdorff_12,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,OSPA1_6_AND_H9,5,1,1,0,0.0,1.0,5,10,0,0,10
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,OSPA1_6,24,2,2,0,0.0,0.8333333333333334,20;4,196,0,0,2024
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Hausdorff_6,24,4,2,2,0.08333333333333333,0.75,18;4;1;1,213,54,250,2024
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Hausdorff_9,24,2,2,0,0.0,0.7916666666666666,19;5,272,91,80,2024
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Hausdorff_12,24,1,1,0,0.0,1.0,24,276,0,0,2024
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,OSPA1_6_AND_H9,24,3,3,0,0.0,0.5833333333333334,14;6;4,192,80,64,2024
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,OSPA1_6,24,14,4,10,0.4166666666666667,0.25,6;3;3;2;1;1;1;1;1;1;1;1;1;1,22,0,0,2024
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Hausdorff_6,24,19,4,15,0.625,0.125,3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,6,0,0,2024
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Hausdorff_9,24,17,3,14,0.5833333333333334,0.20833333333333334,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,14,0,0,2024
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Hausdorff_12,24,17,3,14,0.5833333333333334,0.20833333333333334,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,16,2,6,2024
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,OSPA1_6_AND_H9,24,17,3,14,0.5833333333333334,0.20833333333333334,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,14,0,0,2024
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,OSPA1_6,24,3,2,1,0.041666666666666664,0.8333333333333334,20;3;1,205,12,120,2024
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Hausdorff_6,24,9,3,6,0.25,0.5416666666666666,13;3;2;1;1;1;1;1;1,106,24,91,2024
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Hausdorff_9,24,5,4,1,0.041666666666666664,0.5416666666666666,13;4;3;3;1,181,91,174,2024
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Hausdorff_12,24,4,3,1,0.041666666666666664,0.7083333333333334,17;3;3;1,228,86,276,2024
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,OSPA1_6_AND_H9,24,5,4,1,0.041666666666666664,0.5416666666666666,13;4;3;3;1,181,91,174,2024
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,OSPA1_6,5,2,1,1,0.2,0.8,4;1,6,0,0,10
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,Hausdorff_6,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,Hausdorff_9,5,2,1,1,0.2,0.8,4;1,6,0,0,10
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,Hausdorff_12,5,2,1,1,0.2,0.8,4;1,6,0,0,10
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,OSPA1_6_AND_H9,5,2,1,1,0.2,0.8,4;1,6,0,0,10
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,OSPA1_6,6,2,2,0,0.0,0.6666666666666666,4;2,7,0,0,20
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,Hausdorff_6,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1,2,0,0,20
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,Hausdorff_9,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1,2,0,0,20
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,Hausdorff_12,6,3,3,0,0.0,0.3333333333333333,2;2;2,3,0,0,20
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,OSPA1_6_AND_H9,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1,2,0,0,20
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,OSPA1_6,24,3,2,1,0.041666666666666664,0.7916666666666666,19;4;1,250,73,131,2024
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,Hausdorff_6,24,10,7,3,0.125,0.16666666666666666,4;4;3;3;3;2;2;1;1;1,57,34,123,2024
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,Hausdorff_9,24,4,4,0,0.0,0.6666666666666666,16;3;3;2,216,89,466,2024
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,Hausdorff_12,24,2,2,0,0.0,0.75,18;6,265,97,150,2024
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,OSPA1_6_AND_H9,24,5,4,1,0.041666666666666664,0.6666666666666666,16;3;2;2;1,210,85,400,2024
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,OSPA1_6,6,1,1,0,0.0,1.0,6,15,0,0,20
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,Hausdorff_6,6,2,2,0,0.0,0.5,3;3,11,5,8,20
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,Hausdorff_9,6,1,1,0,0.0,1.0,6,15,0,0,20
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,Hausdorff_12,6,1,1,0,0.0,1.0,6,15,0,0,20
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,OSPA1_6_AND_H9,6,1,1,0,0.0,1.0,6,15,0,0,20
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,OSPA1_6,24,2,2,0,0.0,0.875,21;3,229,16,224,2024
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Hausdorff_6,24,2,1,1,0.041666666666666664,0.9583333333333334,23;1,254,1,22,2024
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Hausdorff_9,24,1,1,0,0.0,1.0,24,276,0,0,2024
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Hausdorff_12,24,1,1,0,0.0,1.0,24,276,0,0,2024
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,OSPA1_6_AND_H9,24,2,2,0,0.0,0.875,21;3,229,16,224,2024
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,OSPA1_6,6,2,2,0,0.0,0.6666666666666666,4;2,7,0,0,20
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,Hausdorff_6,6,2,2,0,0.0,0.6666666666666666,4;2,7,0,0,20
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,Hausdorff_9,6,2,2,0,0.0,0.6666666666666666,4;2,7,0,0,20
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,Hausdorff_12,6,2,2,0,0.0,0.6666666666666666,4;2,7,0,0,20
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,OSPA1_6_AND_H9,6,2,2,0,0.0,0.6666666666666666,4;2,7,0,0,20
