code,image_id,building,condition,method,N,clusters,supported,singletons,singleton_mass,largest_share,sizes,compatible_pairs,compatible_pairs_split,open_triangles,total_triples
jtcxE69GiFV-30,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-30,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-30,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-31,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-31,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-31,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-31,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-31,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
pRbA3pwrgk9-01,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,manual,OSPA1_6,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pRbA3pwrgk9-01,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,manual,Hausdorff_6,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pRbA3pwrgk9-01,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,manual,Hausdorff_9,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pRbA3pwrgk9-01,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,manual,Hausdorff_12,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pRbA3pwrgk9-01,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pRbA3pwrgk9-02,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,OSPA1_6,6,1,1,0,0.0,1.0,6,15,0,0,20
pRbA3pwrgk9-02,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,Hausdorff_6,6,2,1,1,0.16666666666666666,0.8333333333333334,5;1,11,1,4,20
pRbA3pwrgk9-02,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,Hausdorff_9,6,1,1,0,0.0,1.0,6,15,0,0,20
pRbA3pwrgk9-02,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,Hausdorff_12,6,1,1,0,0.0,1.0,6,15,0,0,20
pRbA3pwrgk9-02,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,6,1,1,0,0.0,1.0,6,15,0,0,20
pRbA3pwrgk9-04,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pRbA3pwrgk9-04,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pRbA3pwrgk9-04,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
pRbA3pwrgk9-04,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
pRbA3pwrgk9-04,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
pRbA3pwrgk9-05,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-05,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-05,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-05,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-05,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-06,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,manual,OSPA1_6,3,1,1,0,0.0,1.0,3,3,0,0,1
pRbA3pwrgk9-06,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,manual,Hausdorff_6,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pRbA3pwrgk9-06,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,manual,Hausdorff_9,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pRbA3pwrgk9-06,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,manual,Hausdorff_12,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,2,1,1,1
pRbA3pwrgk9-06,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pRbA3pwrgk9-07,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,OSPA1_6,5,1,1,0,0.0,1.0,5,10,0,0,10
pRbA3pwrgk9-07,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,Hausdorff_6,5,1,1,0,0.0,1.0,5,10,0,0,10
pRbA3pwrgk9-07,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,Hausdorff_9,5,1,1,0,0.0,1.0,5,10,0,0,10
pRbA3pwrgk9-07,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,Hausdorff_12,5,1,1,0,0.0,1.0,5,10,0,0,10
pRbA3pwrgk9-07,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,5,1,1,0,0.0,1.0,5,10,0,0,10
pRbA3pwrgk9-10,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-10,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-10,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,manual,Hausdorff_9,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-10,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-10,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-11,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,OSPA1_6,20,14,3,11,0.55,0.25,5;2;2;1;1;1;1;1;1;1;1;1;1;1,12,0,0,1140
pRbA3pwrgk9-11,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,Hausdorff_6,20,15,4,11,0.55,0.15,3;2;2;2;1;1;1;1;1;1;1;1;1;1;1,9,3,5,1140
pRbA3pwrgk9-11,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,Hausdorff_9,20,14,3,11,0.55,0.25,5;2;2;1;1;1;1;1;1;1;1;1;1;1,12,0,0,1140
pRbA3pwrgk9-11,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,Hausdorff_12,20,14,3,11,0.55,0.25,5;2;2;1;1;1;1;1;1;1;1;1;1;1,12,0,0,1140
pRbA3pwrgk9-11,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,20,14,3,11,0.55,0.25,5;2;2;1;1;1;1;1;1;1;1;1;1;1,12,0,0,1140
pRbA3pwrgk9-12,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-12,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-12,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-12,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-12,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-14,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-14,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-14,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-14,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-14,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-16,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pRbA3pwrgk9-16,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-16,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-16,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pRbA3pwrgk9-16,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
pa4otMbVnkk-05,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-05,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,manual,Hausdorff_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-05,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,manual,Hausdorff_9,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-05,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-05,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,manual,OSPA1_6_AND_H9,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-06,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-06,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-06,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-06,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-06,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-09,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-09,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,manual,Hausdorff_6,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-09,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,manual,Hausdorff_9,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-09,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-09,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,manual,OSPA1_6_AND_H9,2,1,1,0,0.0,1.0,2,1,0,0,0
pa4otMbVnkk-10,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,manual,OSPA1_6,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pa4otMbVnkk-10,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,manual,Hausdorff_6,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pa4otMbVnkk-10,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,manual,Hausdorff_9,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pa4otMbVnkk-10,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,manual,Hausdorff_12,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pa4otMbVnkk-10,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,manual,OSPA1_6_AND_H9,3,3,0,3,1.0,0.3333333333333333,1;1;1,0,0,0,1
pa4otMbVnkk-11,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-11,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-11,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-11,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-11,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-14,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,OSPA1_6,6,5,1,4,0.6666666666666666,0.3333333333333333,2;1;1;1;1,1,0,0,20
pa4otMbVnkk-14,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,Hausdorff_6,6,6,0,6,1.0,0.16666666666666666,1;1;1;1;1;1,0,0,0,20
pa4otMbVnkk-14,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,Hausdorff_9,6,6,0,6,1.0,0.16666666666666666,1;1;1;1;1;1,0,0,0,20
pa4otMbVnkk-14,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,Hausdorff_12,6,6,0,6,1.0,0.16666666666666666,1;1;1;1;1;1,0,0,0,20
pa4otMbVnkk-14,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,OSPA1_6_AND_H9,6,6,0,6,1.0,0.16666666666666666,1;1;1;1;1;1,0,0,0,20
pa4otMbVnkk-17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,manual,OSPA1_6,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pa4otMbVnkk-17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,manual,Hausdorff_6,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pa4otMbVnkk-17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,manual,Hausdorff_9,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pa4otMbVnkk-17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,manual,Hausdorff_12,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pa4otMbVnkk-17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,manual,OSPA1_6_AND_H9,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
pa4otMbVnkk-18,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-18,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-18,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-18,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-18,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-42,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-42,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-42,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-42,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-42,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-44,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-44,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-44,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-44,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-44,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-48,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-48,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-48,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-48,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
pa4otMbVnkk-48,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,OSPA1_6,5,1,1,0,0.0,1.0,5,10,0,0,10
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,Hausdorff_6,5,3,1,2,0.4,0.6,3;1;1,6,3,5,10
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,Hausdorff_9,5,1,1,0,0.0,1.0,5,10,0,0,10
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,Hausdorff_12,5,1,1,0,0.0,1.0,5,10,0,0,10
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,OSPA1_6_AND_H9,5,1,1,0,0.0,1.0,5,10,0,0,10
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,OSPA1_6,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,Hausdorff_6,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,Hausdorff_9,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,Hausdorff_12,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
q9vSo1VnCiC-01,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,OSPA1_6_AND_H9,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
q9vSo1VnCiC-02,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,OSPA1_6,24,1,1,0,0.0,1.0,24,276,0,0,2024
q9vSo1VnCiC-02,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Hausdorff_6,24,5,4,1,0.041666666666666664,0.4166666666666667,10;5;5;3;1,224,156,473,2024
q9vSo1VnCiC-02,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Hausdorff_9,24,2,1,1,0.041666666666666664,0.9583333333333334,23;1,275,22,22,2024
q9vSo1VnCiC-02,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Hausdorff_12,24,1,1,0,0.0,1.0,24,276,0,0,2024
q9vSo1VnCiC-02,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,OSPA1_6_AND_H9,24,2,1,1,0.041666666666666664,0.9583333333333334,23;1,275,22,22,2024
q9vSo1VnCiC-03,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,OSPA1_6,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
q9vSo1VnCiC-03,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,Hausdorff_6,5,4,1,3,0.6,0.4,2;1;1;1,2,1,1,10
q9vSo1VnCiC-03,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,Hausdorff_9,5,4,1,3,0.6,0.4,2;1;1;1,2,1,1,10
