replicate,method,features,k,ari,n_workers
138,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
138,diagonal_Gaussian_mixture,peer_corner_time,2,-0.02916160388821385,22
138,diagonal_Gaussian_mixture,peer_corner_time,3,-0.06985719799305287,22
139,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
139,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
139,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
139,imposed_rank_strata,log_active_time,3,0.36459627329192545,22
139,diagonal_Gaussian_mixture,peer_corner_time,2,-0.050513022888713496,22
139,diagonal_Gaussian_mixture,peer_corner_time,3,0.020081727962638646,22
140,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
140,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
140,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
140,imposed_rank_strata,log_active_time,3,0.22111801242236026,22
140,diagonal_Gaussian_mixture,peer_corner_time,2,-0.03773584905660377,22
140,diagonal_Gaussian_mixture,peer_corner_time,3,0.0581039755351682,22
141,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
141,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
141,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
141,imposed_rank_strata,log_active_time,3,0.22111801242236026,22
141,diagonal_Gaussian_mixture,peer_corner_time,2,0.031446540880503145,22
141,diagonal_Gaussian_mixture,peer_corner_time,3,0.10243055555555555,22
142,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
142,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
142,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
142,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
142,diagonal_Gaussian_mixture,peer_corner_time,2,-0.028037383177570093,22
142,diagonal_Gaussian_mixture,peer_corner_time,3,0.012742382271468145,22
143,imposed_rank_strata,corner_pair_count,2,-0.029614325068870524,23
143,imposed_rank_strata,corner_pair_count,3,0.010551948051948052,23
143,imposed_rank_strata,log_active_time,2,1.0,22
143,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
143,diagonal_Gaussian_mixture,peer_corner_time,2,-0.047619047619047616,22
143,diagonal_Gaussian_mixture,peer_corner_time,3,-0.10474566068024481,22
144,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
144,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
144,imposed_rank_strata,log_active_time,2,1.0,22
144,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
144,diagonal_Gaussian_mixture,peer_corner_time,2,-0.0639488409272582,22
144,diagonal_Gaussian_mixture,peer_corner_time,3,-0.0530829856281873,22
145,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
145,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
145,imposed_rank_strata,log_active_time,2,1.0,22
145,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
145,diagonal_Gaussian_mixture,peer_corner_time,2,0.25259792166266987,22
145,diagonal_Gaussian_mixture,peer_corner_time,3,0.06139184397163121,22
146,imposed_rank_strata,corner_pair_count,2,-0.029614325068870524,23
146,imposed_rank_strata,corner_pair_count,3,0.06655844155844155,23
146,imposed_rank_strata,log_active_time,2,1.0,22
146,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
146,diagonal_Gaussian_mixture,peer_corner_time,2,0.12871287128712872,22
146,diagonal_Gaussian_mixture,peer_corner_time,3,0.001466615206483983,22
147,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
147,imposed_rank_strata,corner_pair_count,3,0.17857142857142858,23
147,imposed_rank_strata,log_active_time,2,1.0,22
147,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
147,diagonal_Gaussian_mixture,peer_corner_time,2,0.2656793447772916,22
147,diagonal_Gaussian_mixture,peer_corner_time,3,0.15946061643835616,22
148,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
148,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
148,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
148,imposed_rank_strata,log_active_time,3,0.36459627329192545,22
148,diagonal_Gaussian_mixture,peer_corner_time,2,-0.050513022888713496,22
148,diagonal_Gaussian_mixture,peer_corner_time,3,0.0390015600624025,22
149,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
149,imposed_rank_strata,corner_pair_count,3,0.2159090909090909,23
149,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
149,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
149,diagonal_Gaussian_mixture,peer_corner_time,2,-0.015255530129672006,22
149,diagonal_Gaussian_mixture,peer_corner_time,3,0.05756358768406961,22
150,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
150,imposed_rank_strata,corner_pair_count,3,0.17857142857142858,23
150,imposed_rank_strata,log_active_time,2,0.3752066115702479,22
150,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
150,diagonal_Gaussian_mixture,peer_corner_time,2,0.040498442367601244,22
150,diagonal_Gaussian_mixture,peer_corner_time,3,0.12141353716627894,22
151,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
151,imposed_rank_strata,corner_pair_count,3,0.38392857142857145,23
151,imposed_rank_strata,log_active_time,2,1.0,22
151,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
151,diagonal_Gaussian_mixture,peer_corner_time,2,0.1742627345844504,22
151,diagonal_Gaussian_mixture,peer_corner_time,3,0.008189552357477935,22
152,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
152,imposed_rank_strata,corner_pair_count,3,0.12256493506493507,23
152,imposed_rank_strata,log_active_time,2,1.0,22
152,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
152,diagonal_Gaussian_mixture,peer_corner_time,2,-0.050955414012738856,22
152,diagonal_Gaussian_mixture,peer_corner_time,3,-0.1096108022239873,22
153,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
153,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
153,imposed_rank_strata,log_active_time,2,1.0,22
153,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
153,diagonal_Gaussian_mixture,peer_corner_time,2,0.02531645569620253,22
153,diagonal_Gaussian_mixture,peer_corner_time,3,0.025711104362789755,22
154,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
154,imposed_rank_strata,corner_pair_count,3,0.2159090909090909,23
154,imposed_rank_strata,log_active_time,2,0.3752066115702479,22
154,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
154,diagonal_Gaussian_mixture,peer_corner_time,2,-0.035410129986553115,22
154,diagonal_Gaussian_mixture,peer_corner_time,3,-0.05938167154265834,22
155,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
155,imposed_rank_strata,corner_pair_count,3,0.2159090909090909,23
155,imposed_rank_strata,log_active_time,2,1.0,22
155,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
155,diagonal_Gaussian_mixture,peer_corner_time,2,0.23797881010594946,22
155,diagonal_Gaussian_mixture,peer_corner_time,3,0.0704403479860499,22
156,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
156,imposed_rank_strata,corner_pair_count,3,0.17857142857142858,23
156,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
156,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
156,diagonal_Gaussian_mixture,peer_corner_time,2,0.1461187214611872,22
156,diagonal_Gaussian_mixture,peer_corner_time,3,0.1511336982017201,22
157,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
157,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
157,imposed_rank_strata,log_active_time,2,1.0,22
157,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
157,diagonal_Gaussian_mixture,peer_corner_time,2,0.16869095816464239,22
157,diagonal_Gaussian_mixture,peer_corner_time,3,0.12903970452446906,22
158,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
158,imposed_rank_strata,corner_pair_count,3,0.1599025974025974,23
158,imposed_rank_strata,log_active_time,2,1.0,22
158,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
158,diagonal_Gaussian_mixture,peer_corner_time,2,-0.047619047619047616,22
158,diagonal_Gaussian_mixture,peer_corner_time,3,0.08101793382167213,22
159,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
159,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
159,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
159,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
159,diagonal_Gaussian_mixture,peer_corner_time,2,-0.03554274735830932,22
159,diagonal_Gaussian_mixture,peer_corner_time,3,0.0346989030669353,22
160,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
160,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
160,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
160,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
160,diagonal_Gaussian_mixture,peer_corner_time,2,0.1730310262529833,22
160,diagonal_Gaussian_mixture,peer_corner_time,3,0.0992495585638611,22
161,imposed_rank_strata,corner_pair_count,2,0.6673553719008265,23
161,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
161,imposed_rank_strata,log_active_time,2,1.0,22
161,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
161,diagonal_Gaussian_mixture,peer_corner_time,2,-0.0639488409272582,22
161,diagonal_Gaussian_mixture,peer_corner_time,3,0.04120443740095087,22
162,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
162,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
162,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
162,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
162,diagonal_Gaussian_mixture,peer_corner_time,2,0.03663985701519214,22
162,diagonal_Gaussian_mixture,peer_corner_time,3,0.25150732127476316,22
163,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
163,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
163,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
163,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
163,diagonal_Gaussian_mixture,peer_corner_time,2,-0.047619047619047616,22
163,diagonal_Gaussian_mixture,peer_corner_time,3,-0.03190810465858328,22
164,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
164,imposed_rank_strata,corner_pair_count,3,0.1599025974025974,23
164,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
164,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
164,diagonal_Gaussian_mixture,peer_corner_time,2,-0.026058631921824105,22
164,diagonal_Gaussian_mixture,peer_corner_time,3,-0.0272557739205279,22
165,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
165,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
165,imposed_rank_strata,log_active_time,2,1.0,22
165,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
165,diagonal_Gaussian_mixture,peer_corner_time,2,-0.0488997555012225,22
165,diagonal_Gaussian_mixture,peer_corner_time,3,0.011437908496732025,22
166,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
166,imposed_rank_strata,corner_pair_count,3,0.2159090909090909,23
166,imposed_rank_strata,log_active_time,2,1.0,22
166,imposed_rank_strata,log_active_time,3,0.5900621118012422,22
166,diagonal_Gaussian_mixture,peer_corner_time,2,0.018306636155606407,22
166,diagonal_Gaussian_mixture,peer_corner_time,3,-0.05955064914872114,22
167,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
167,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
167,imposed_rank_strata,log_active_time,2,1.0,22
167,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
167,diagonal_Gaussian_mixture,peer_corner_time,2,0.20481927710843373,22
167,diagonal_Gaussian_mixture,peer_corner_time,3,0.14330218068535824,22
168,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
168,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
168,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
168,imposed_rank_strata,log_active_time,3,0.36459627329192545,22
168,diagonal_Gaussian_mixture,peer_corner_time,2,-0.03773584905660377,22
168,diagonal_Gaussian_mixture,peer_corner_time,3,0.1368731563421829,22
169,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
169,imposed_rank_strata,corner_pair_count,3,0.1599025974025974,23
169,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
169,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
169,diagonal_Gaussian_mixture,peer_corner_time,2,-0.028037383177570093,22
169,diagonal_Gaussian_mixture,peer_corner_time,3,-0.0005146018268364853,22
170,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
170,imposed_rank_strata,corner_pair_count,3,0.17857142857142858,23
170,imposed_rank_strata,log_active_time,2,1.0,22
170,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
170,diagonal_Gaussian_mixture,peer_corner_time,2,0.36129032258064514,22
170,diagonal_Gaussian_mixture,peer_corner_time,3,-0.04661278045597883,22
171,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
171,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
171,imposed_rank_strata,log_active_time,2,1.0,22
171,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
171,diagonal_Gaussian_mixture,peer_corner_time,2,-0.028037383177570093,22
171,diagonal_Gaussian_mixture,peer_corner_time,3,-0.07295796986518636,22
172,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
172,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
172,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
172,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
172,diagonal_Gaussian_mixture,peer_corner_time,2,0.018306636155606407,22
172,diagonal_Gaussian_mixture,peer_corner_time,3,-0.002110446711220542,22
173,imposed_rank_strata,corner_pair_count,2,-0.029614325068870524,23
173,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
173,imposed_rank_strata,log_active_time,2,1.0,22
173,imposed_rank_strata,log_active_time,3,0.36459627329192545,22
173,diagonal_Gaussian_mixture,peer_corner_time,2,0.14444444444444443,22
173,diagonal_Gaussian_mixture,peer_corner_time,3,-0.00036088054853843375,22
174,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
174,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
174,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
174,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
174,diagonal_Gaussian_mixture,peer_corner_time,2,0.1730310262529833,22
174,diagonal_Gaussian_mixture,peer_corner_time,3,0.013111373011196229,22
175,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
175,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
175,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
175,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
175,diagonal_Gaussian_mixture,peer_corner_time,2,0.26435877261998425,22
175,diagonal_Gaussian_mixture,peer_corner_time,3,0.5686274509803921,22
176,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
176,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
176,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
176,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
176,diagonal_Gaussian_mixture,peer_corner_time,2,-0.06091370558375635,22
176,diagonal_Gaussian_mixture,peer_corner_time,3,-0.005114503816793893,22
177,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
177,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
177,imposed_rank_strata,log_active_time,2,1.0,22
177,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
177,diagonal_Gaussian_mixture,peer_corner_time,2,-0.0387409200968523,22
177,diagonal_Gaussian_mixture,peer_corner_time,3,-0.07627564439768543,22
178,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
178,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
178,imposed_rank_strata,log_active_time,2,0.3752066115702479,22
178,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
178,diagonal_Gaussian_mixture,peer_corner_time,2,-0.047619047619047616,22
178,diagonal_Gaussian_mixture,peer_corner_time,3,-0.011203442647277044,22
179,imposed_rank_strata,corner_pair_count,2,-0.029614325068870524,23
179,imposed_rank_strata,corner_pair_count,3,0.08522727272727272,23
179,imposed_rank_strata,log_active_time,2,1.0,22
179,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
179,diagonal_Gaussian_mixture,peer_corner_time,2,0.033617212012550426,22
179,diagonal_Gaussian_mixture,peer_corner_time,3,0.02764938923737207,22
180,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
180,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
180,imposed_rank_strata,log_active_time,2,1.0,22
180,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
180,diagonal_Gaussian_mixture,peer_corner_time,2,-0.06370875995449374,22
180,diagonal_Gaussian_mixture,peer_corner_time,3,-0.015538543166830895,22
181,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
181,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
181,imposed_rank_strata,log_active_time,2,0.3752066115702479,22
181,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
181,diagonal_Gaussian_mixture,peer_corner_time,2,-0.0547945205479452,22
181,diagonal_Gaussian_mixture,peer_corner_time,3,-0.03355704697986577,22
182,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
182,imposed_rank_strata,corner_pair_count,3,0.2532467532467532,23
182,imposed_rank_strata,log_active_time,2,1.0,22
182,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
182,diagonal_Gaussian_mixture,peer_corner_time,2,-0.047619047619047616,22
182,diagonal_Gaussian_mixture,peer_corner_time,3,0.014199255121042831,22
183,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
183,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
183,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
183,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
183,diagonal_Gaussian_mixture,peer_corner_time,2,-0.047619047619047616,22
183,diagonal_Gaussian_mixture,peer_corner_time,3,-0.07135212272565108,22
184,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
184,imposed_rank_strata,corner_pair_count,3,0.17857142857142858,23
184,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
184,imposed_rank_strata,log_active_time,3,0.22111801242236026,22
184,diagonal_Gaussian_mixture,peer_corner_time,2,0.10204081632653061,22
184,diagonal_Gaussian_mixture,peer_corner_time,3,-0.02666666666666667,22
185,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
185,imposed_rank_strata,corner_pair_count,3,0.2532467532467532,23
185,imposed_rank_strata,log_active_time,2,1.0,22
185,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
185,diagonal_Gaussian_mixture,peer_corner_time,2,-0.01578531965272297,22
185,diagonal_Gaussian_mixture,peer_corner_time,3,-0.01608876560332871,22
186,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
186,imposed_rank_strata,corner_pair_count,3,0.2159090909090909,23
186,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
186,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
186,diagonal_Gaussian_mixture,peer_corner_time,2,0.14444444444444443,22
186,diagonal_Gaussian_mixture,peer_corner_time,3,0.13778589580686149,22
187,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
187,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
187,imposed_rank_strata,log_active_time,2,1.0,22
187,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
187,diagonal_Gaussian_mixture,peer_corner_time,2,0.03347280334728033,22
187,diagonal_Gaussian_mixture,peer_corner_time,3,0.07412916821618941,22
188,imposed_rank_strata,corner_pair_count,2,-0.029614325068870524,23
188,imposed_rank_strata,corner_pair_count,3,0.14123376623376624,23
188,imposed_rank_strata,log_active_time,2,1.0,22
188,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
188,diagonal_Gaussian_mixture,peer_corner_time,2,0.19525390384851837,22
188,diagonal_Gaussian_mixture,peer_corner_time,3,0.019932756964457253,22
189,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
189,imposed_rank_strata,corner_pair_count,3,0.1038961038961039,23
189,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
189,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
189,diagonal_Gaussian_mixture,peer_corner_time,2,-0.11796733212341198,22
189,diagonal_Gaussian_mixture,peer_corner_time,3,0.018306636155606407,22
190,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
190,imposed_rank_strata,corner_pair_count,3,0.2159090909090909,23
190,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
190,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
190,diagonal_Gaussian_mixture,peer_corner_time,2,-0.0387409200968523,22
190,diagonal_Gaussian_mixture,peer_corner_time,3,0.06139184397163121,22
191,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
191,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
191,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
191,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
191,diagonal_Gaussian_mixture,peer_corner_time,2,0.26369670379120264,22
191,diagonal_Gaussian_mixture,peer_corner_time,3,0.06854838709677419,22
192,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
192,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
192,imposed_rank_strata,log_active_time,2,1.0,22
192,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
192,diagonal_Gaussian_mixture,peer_corner_time,2,-0.03695047301057318,22
192,diagonal_Gaussian_mixture,peer_corner_time,3,-0.045171339563862926,22
193,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
193,imposed_rank_strata,corner_pair_count,3,0.2532467532467532,23
193,imposed_rank_strata,log_active_time,2,1.0,22
193,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
193,diagonal_Gaussian_mixture,peer_corner_time,2,0.2581327691087014,22
193,diagonal_Gaussian_mixture,peer_corner_time,3,0.18127513838556808,22
194,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
194,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
194,imposed_rank_strata,log_active_time,2,1.0,22
194,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
194,diagonal_Gaussian_mixture,peer_corner_time,2,-0.06091370558375635,22
194,diagonal_Gaussian_mixture,peer_corner_time,3,0.1076530612244898,22
195,imposed_rank_strata,corner_pair_count,2,0.049586776859504134,23
195,imposed_rank_strata,corner_pair_count,3,0.02922077922077922,23
195,imposed_rank_strata,log_active_time,2,1.0,22
195,imposed_rank_strata,log_active_time,3,0.3440993788819876,22
195,diagonal_Gaussian_mixture,peer_corner_time,2,-0.06451612903225806,22
195,diagonal_Gaussian_mixture,peer_corner_time,3,0.04083044982698962,22
196,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
196,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
196,imposed_rank_strata,log_active_time,2,0.6528925619834711,22
196,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
196,diagonal_Gaussian_mixture,peer_corner_time,2,-0.050513022888713496,22
196,diagonal_Gaussian_mixture,peer_corner_time,3,0.0979950439288128,22
197,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
197,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
197,imposed_rank_strata,log_active_time,2,1.0,22
197,imposed_rank_strata,log_active_time,3,0.7540372670807454,22
197,diagonal_Gaussian_mixture,peer_corner_time,2,0.20481927710843373,22
197,diagonal_Gaussian_mixture,peer_corner_time,3,0.02373740931182644,22
198,imposed_rank_strata,corner_pair_count,2,0.1921487603305785,23
198,imposed_rank_strata,corner_pair_count,3,0.19724025974025974,23
198,imposed_rank_strata,log_active_time,2,1.0,22
198,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
198,diagonal_Gaussian_mixture,peer_corner_time,2,0.2581327691087014,22
198,diagonal_Gaussian_mixture,peer_corner_time,3,0.07213859698949163,22
199,imposed_rank_strata,corner_pair_count,2,0.39807162534435264,23
199,imposed_rank_strata,corner_pair_count,3,0.3092532467532468,23
199,imposed_rank_strata,log_active_time,2,1.0,22
199,imposed_rank_strata,log_active_time,3,0.5080745341614907,22
199,diagonal_Gaussian_mixture,peer_corner_time,2,-0.028037383177570093,22
199,diagonal_Gaussian_mixture,peer_corner_time,3,0.09206349206349207,22
