cohort,model,groups,role,group,n,worker_ids,worker_ids_original,roster_origin
all26,SB,13,scope_reject_high,13,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,SB,13,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,13,edit_low,11,1,,26,full_history_hindsight_NOT_target_holdout
all26,SB,13,benefit_low,3,1,,19,full_history_hindsight_NOT_target_holdout
all26,SB,13,benefit_high,10,1,W028,28,full_history_hindsight_NOT_target_holdout
all26,T,2,time_low,1,10,W001|W002|W006|W010|W012|W013|W017|W021|W030,1|2|6|10|12|13|17|19|21|30,full_history_hindsight_NOT_target_holdout
all26,T,2,time_high,2,14,W008|W011|W015|W018|W027|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|11|15|18|27|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,T,3,time_low,1,10,W001|W002|W006|W010|W012|W013|W017|W021|W030,1|2|6|10|12|13|17|19|21|30,full_history_hindsight_NOT_target_holdout
all26,T,3,time_high,3,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,4,time_low,1,4,W006|W013|W021,6|13|19|21,full_history_hindsight_NOT_target_holdout
all26,T,4,time_high,4,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,5,time_low,1,4,W006|W013|W021,6|13|19|21,full_history_hindsight_NOT_target_holdout
all26,T,5,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,6,time_low,1,4,W006|W013|W021,6|13|19|21,full_history_hindsight_NOT_target_holdout
all26,T,6,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,7,time_low,1,4,W006|W013|W021,6|13|19|21,full_history_hindsight_NOT_target_holdout
all26,T,7,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,8,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,T,8,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,9,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,T,9,time_high,9,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,10,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,T,10,time_high,10,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,11,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,T,11,time_high,11,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,T,12,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,T,12,time_high,12,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TB,2,time_low,1,11,W001|W002|W006|W010|W011|W012|W013|W017|W021|W030,1|2|6|10|11|12|13|17|19|21|30,full_history_hindsight_NOT_target_holdout
all26,TB,2,time_high,2,13,W008|W015|W018|W027|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|15|18|27|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,TB,3,time_low,1,4,W006|W011|W021,6|11|19|21,full_history_hindsight_NOT_target_holdout
all26,TB,3,time_high,3,13,W008|W015|W018|W027|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|15|18|27|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,TB,3,edit_high,2,7,W001|W002|W010|W012|W013|W017|W030,1|2|10|12|13|17|30,full_history_hindsight_NOT_target_holdout
all26,TB,4,time_low,1,4,W006|W011|W021,6|11|19|21,full_history_hindsight_NOT_target_holdout
all26,TB,4,time_high,4,8,W008|W015|W018|W027|W028|W032|W033|W036,8|15|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,TB,4,edit_high,3,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,TB,5,time_low,1,3,W006|W021,6|19|21,full_history_hindsight_NOT_target_holdout
all26,TB,5,time_high,5,8,W008|W015|W018|W027|W028|W032|W033|W036,8|15|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,TB,5,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,5,edit_high,4,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,TB,6,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TB,6,time_high,6,8,W008|W015|W018|W027|W028|W032|W033|W036,8|15|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,TB,6,edit_low,4,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,6,edit_high,5,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,TB,7,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TB,7,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TB,7,edit_low,4,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,7,edit_high,5,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,TB,7,benefit_high,6,7,W008|W015|W018|W027|W028|W032|W033,8|15|18|27|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TB,8,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TB,8,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TB,8,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,8,edit_high,3,2,W001|W012,1|12,full_history_hindsight_NOT_target_holdout
all26,TB,8,benefit_high,7,7,W008|W015|W018|W027|W028|W032|W033,8|15|18|27|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TB,9,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TB,9,time_high,9,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TB,9,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,9,edit_high,3,2,W001|W012,1|12,full_history_hindsight_NOT_target_holdout
all26,TB,9,benefit_high,6,4,W008|W015|W018|W028,8|15|18|28,full_history_hindsight_NOT_target_holdout
all26,TB,10,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TB,10,time_high,10,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TB,10,edit_low,6,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,10,edit_high,4,2,W001|W012,1|12,full_history_hindsight_NOT_target_holdout
all26,TB,10,benefit_high,7,4,W008|W015|W018|W028,8|15|18|28,full_history_hindsight_NOT_target_holdout
all26,TB,11,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TB,11,time_high,11,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TB,11,edit_low,6,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,11,edit_high,7,1,W034,34,full_history_hindsight_NOT_target_holdout
all26,TB,11,benefit_high,8,4,W008|W015|W018|W028,8|15|18|28,full_history_hindsight_NOT_target_holdout
all26,TB,12,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TB,12,time_high,12,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TB,12,edit_low,6,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TB,12,edit_high,7,1,W034,34,full_history_hindsight_NOT_target_holdout
all26,TB,12,benefit_high,10,2,W008|W028,8|28,full_history_hindsight_NOT_target_holdout
all26,TS,2,time_low,1,9,W001|W002|W006|W010|W012|W013|W017|W021,1|2|6|10|12|13|17|19|21,full_history_hindsight_NOT_target_holdout
all26,TS,2,time_high,2,15,W008|W011|W015|W018|W027|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,8|11|15|18|27|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,TS,3,time_low,1,9,W001|W002|W006|W010|W012|W013|W017|W021,1|2|6|10|12|13|17|19|21,full_history_hindsight_NOT_target_holdout
all26,TS,3,time_high,3,11,W011|W015|W027|W028|W029|W030|W032|W033|W035|W036|W037,11|15|27|28|29|30|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
all26,TS,3,scope_reject_low,2,4,W008|W018|W031|W034,8|18|31|34,full_history_hindsight_NOT_target_holdout
all26,TS,4,time_low,1,9,W001|W002|W006|W010|W012|W013|W017|W021,1|2|6|10|12|13|17|19|21,full_history_hindsight_NOT_target_holdout
all26,TS,4,time_high,4,10,W011|W015|W027|W028|W029|W032|W033|W035|W036|W037,11|15|27|28|29|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
all26,TS,4,scope_reject_low,3,4,W008|W018|W031|W034,8|18|31|34,full_history_hindsight_NOT_target_holdout
all26,TS,4,scope_reject_high,2,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,5,time_low,1,9,W001|W002|W006|W010|W012|W013|W017|W021,1|2|6|10|12|13|17|19|21,full_history_hindsight_NOT_target_holdout
all26,TS,5,time_high,5,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TS,5,scope_reject_low,3,4,W008|W018|W031|W034,8|18|31|34,full_history_hindsight_NOT_target_holdout
all26,TS,5,scope_reject_high,2,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,6,time_low,1,3,W001|W002,1|2|19,full_history_hindsight_NOT_target_holdout
all26,TS,6,time_high,6,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TS,6,scope_reject_low,4,4,W008|W018|W031|W034,8|18|31|34,full_history_hindsight_NOT_target_holdout
all26,TS,6,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,7,time_low,1,3,W001|W002,1|2|19,full_history_hindsight_NOT_target_holdout
all26,TS,7,time_high,7,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TS,7,scope_reject_low,4,4,W008|W018|W031|W034,8|18|31|34,full_history_hindsight_NOT_target_holdout
all26,TS,7,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,8,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TS,8,time_high,8,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TS,8,scope_reject_low,3,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
all26,TS,8,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,8,scope_accept_high,5,4,W008|W018|W031|W034,8|18|31|34,full_history_hindsight_NOT_target_holdout
all26,TS,9,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TS,9,time_high,9,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TS,9,scope_reject_low,3,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
all26,TS,9,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,9,scope_accept_high,6,4,W008|W018|W031|W034,8|18|31|34,full_history_hindsight_NOT_target_holdout
all26,TS,10,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TS,10,time_high,10,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TS,10,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,TS,10,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,10,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TS,11,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TS,11,time_high,11,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TS,11,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,TS,11,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,11,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TS,12,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TS,12,time_high,12,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,TS,12,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,TS,12,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TS,12,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,2,time_low,1,12,W001|W002|W006|W010|W011|W012|W013|W017|W021|W031|W034,1|2|6|10|11|12|13|17|19|21|31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,2,time_high,2,12,W008|W015|W018|W027|W028|W029|W030|W032|W033|W035|W036|W037,8|15|18|27|28|29|30|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
all26,TSB,3,time_low,1,4,W006|W011|W021,6|11|19|21,full_history_hindsight_NOT_target_holdout
all26,TSB,3,time_high,3,12,W008|W015|W018|W027|W028|W029|W030|W032|W033|W035|W036|W037,8|15|18|27|28|29|30|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
all26,TSB,3,scope_reject_low,2,8,W001|W002|W010|W012|W013|W017|W031|W034,1|2|10|12|13|17|31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,4,time_low,1,4,W006|W011|W021,6|11|19|21,full_history_hindsight_NOT_target_holdout
all26,TSB,4,time_high,4,8,W008|W015|W018|W027|W028|W032|W033|W036,8|15|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,TSB,4,scope_reject_low,2,8,W001|W002|W010|W012|W013|W017|W031|W034,1|2|10|12|13|17|31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,4,scope_reject_high,3,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
all26,TSB,5,time_low,1,4,W006|W011|W021,6|11|19|21,full_history_hindsight_NOT_target_holdout
all26,TSB,5,time_high,5,8,W008|W015|W018|W027|W028|W032|W033|W036,8|15|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,TSB,5,scope_reject_low,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,5,scope_reject_high,4,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
all26,TSB,6,time_low,1,4,W006|W011|W021,6|11|19|21,full_history_hindsight_NOT_target_holdout
all26,TSB,6,time_high,6,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TSB,6,scope_reject_low,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,6,scope_reject_high,4,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
all26,TSB,6,benefit_high,5,6,W008|W015|W018|W028|W032|W033,8|15|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TSB,7,time_low,1,4,W006|W011|W021,6|11|19|21,full_history_hindsight_NOT_target_holdout
all26,TSB,7,time_high,7,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TSB,7,scope_reject_low,4,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,7,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TSB,7,benefit_high,5,6,W008|W015|W018|W028|W032|W033,8|15|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TSB,8,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TSB,8,time_high,8,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TSB,8,scope_reject_low,5,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,8,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TSB,8,edit_low,2,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,TSB,8,benefit_high,6,6,W008|W015|W018|W028|W032|W033,8|15|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TSB,9,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TSB,9,time_high,9,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TSB,9,scope_reject_low,4,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
all26,TSB,9,scope_reject_high,5,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TSB,9,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,9,edit_low,2,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,TSB,9,benefit_high,7,6,W008|W015|W018|W028|W032|W033,8|15|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TSB,10,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TSB,10,time_high,10,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TSB,10,scope_reject_low,4,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
all26,TSB,10,scope_reject_high,5,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TSB,10,scope_accept_high,7,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,10,edit_low,6,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TSB,10,benefit_high,8,6,W008|W015|W018|W028|W032|W033,8|15|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TSB,11,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TSB,11,time_high,11,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TSB,11,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,TSB,11,scope_reject_high,5,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TSB,11,scope_accept_high,7,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,11,edit_low,6,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TSB,11,benefit_high,10,4,W015|W028|W032|W033,15|28|32|33,full_history_hindsight_NOT_target_holdout
all26,TSB,12,time_low,1,1,,19,full_history_hindsight_NOT_target_holdout
all26,TSB,12,time_high,12,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,TSB,12,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,TSB,12,scope_reject_high,5,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,TSB,12,scope_accept_high,7,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,TSB,12,edit_low,6,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,TSB,12,benefit_high,10,4,W015|W028|W032|W033,15|28|32|33,full_history_hindsight_NOT_target_holdout
current20,B,2,edit_low,1,12,W002|W006|W008|W010|W011|W013|W015|W017|W028|W032|W033|W036,2|6|8|10|11|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,B,2,edit_high,2,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,B,3,edit_low,1,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,B,3,edit_high,3,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,B,3,benefit_high,2,10,W002|W008|W010|W013|W015|W017|W028|W032|W033|W036,2|8|10|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,B,4,edit_low,1,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,B,4,edit_high,4,5,W001|W031|W034|W035|W037,1|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,B,4,benefit_high,2,10,W002|W008|W010|W013|W015|W017|W028|W032|W033|W036,2|8|10|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,B,5,edit_low,1,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,B,5,edit_high,5,5,W001|W031|W034|W035|W037,1|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,B,5,benefit_high,3,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,B,6,edit_low,1,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,B,6,edit_high,6,5,W001|W031|W034|W035|W037,1|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,B,6,benefit_high,4,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,B,7,edit_low,1,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,B,7,edit_high,7,4,W001|W031|W034|W035,1|31|34|35,full_history_hindsight_NOT_target_holdout
current20,B,7,benefit_high,4,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,B,8,edit_low,1,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,B,8,edit_high,8,4,W001|W031|W034|W035,1|31|34|35,full_history_hindsight_NOT_target_holdout
current20,B,8,benefit_high,4,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,B,9,edit_low,1,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,B,9,edit_high,9,2,W001|W034,1|34,full_history_hindsight_NOT_target_holdout
current20,B,9,benefit_high,4,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,B,10,edit_low,1,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,B,10,edit_high,10,2,W001|W034,1|34,full_history_hindsight_NOT_target_holdout
current20,B,10,benefit_high,4,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,Q,2,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,2,quality_high,2,19,W001|W006|W008|W010|W011|W012|W013|W015|W017|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,1|6|8|10|11|12|13|15|17|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,Q,3,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,3,quality_high,3,9,W012|W013|W029|W030|W032|W034|W035|W036|W037,12|13|29|30|32|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,Q,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,4,quality_high,4,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,Q,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,5,quality_high,5,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,Q,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,6,quality_high,6,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,Q,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,7,quality_high,7,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,Q,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,8,quality_high,8,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,Q,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,9,quality_high,9,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,Q,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,Q,10,quality_high,10,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QB,2,quality_low,1,12,W002|W006|W008|W010|W011|W013|W015|W017|W028|W032|W033|W036,2|6|8|10|11|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QB,2,quality_high,2,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QB,3,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,3,quality_high,3,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QB,3,edit_low,2,11,W006|W008|W010|W011|W013|W015|W017|W028|W032|W033|W036,6|8|10|11|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,QB,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,4,quality_high,4,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,QB,4,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QB,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,5,quality_high,5,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QB,5,edit_low,2,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QB,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,6,quality_high,6,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QB,6,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QB,6,benefit_high,2,5,W008|W015|W017|W028|W033,8|15|17|28|33,full_history_hindsight_NOT_target_holdout
current20,QB,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,7,quality_high,7,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QB,7,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QB,7,edit_high,4,2,W001|W031,1|31,full_history_hindsight_NOT_target_holdout
current20,QB,7,benefit_high,2,5,W008|W015|W017|W028|W033,8|15|17|28|33,full_history_hindsight_NOT_target_holdout
current20,QB,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,8,quality_high,8,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QB,8,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,QB,8,edit_high,5,2,W001|W031,1|31,full_history_hindsight_NOT_target_holdout
current20,QB,8,benefit_high,4,3,W008|W028|W033,8|28|33,full_history_hindsight_NOT_target_holdout
current20,QB,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,9,quality_high,9,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QB,9,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,QB,9,edit_high,6,2,W001|W031,1|31,full_history_hindsight_NOT_target_holdout
current20,QB,9,benefit_high,4,3,W008|W028|W033,8|28|33,full_history_hindsight_NOT_target_holdout
current20,QB,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QB,10,quality_high,10,1,W037,37,full_history_hindsight_NOT_target_holdout
current20,QB,10,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,QB,10,edit_high,9,1,W034,34,full_history_hindsight_NOT_target_holdout
current20,QB,10,benefit_high,4,3,W008|W028|W033,8|28|33,full_history_hindsight_NOT_target_holdout
current20,QS,2,quality_low,1,16,W001|W002|W006|W008|W010|W011|W012|W013|W015|W017|W028|W031|W032|W033|W035|W036,1|2|6|8|10|11|12|13|15|17|28|31|32|33|35|36,full_history_hindsight_NOT_target_holdout
current20,QS,2,quality_high,2,4,W029|W030|W034|W037,29|30|34|37,full_history_hindsight_NOT_target_holdout
current20,QS,3,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,3,quality_high,3,4,W029|W030|W034|W037,29|30|34|37,full_history_hindsight_NOT_target_holdout
current20,QS,4,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,4,quality_high,4,4,W029|W030|W034|W037,29|30|34|37,full_history_hindsight_NOT_target_holdout
current20,QS,5,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,5,quality_high,5,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QS,5,scope_reject_high,4,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QS,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,6,quality_high,6,2,W034|W037,34|37,full_history_hindsight_NOT_target_holdout
current20,QS,6,scope_reject_high,5,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,QS,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
current20,QS,7,quality_high,7,1,W037,37,full_history_hindsight_NOT_target_holdout
