condition,config,subtype,metric,partition,k,images,images_with_remaining_person,min_pool_N,max_pool_N,prefix_K,prefix_singletons,fixed_K,pair_uncovered,largest_share,old_relation_churn
oos,Q_2,1,sphere,representative,8,1,1,9,9,3.6850000000000001,2.5600000000000001,3.6850000000000001,0.19,0.64875000000000005,0.026190476190476101
oos,Q_2,2,image,complete,3,9,9,15,21,2.4944444444444445,2.0950000000000002,2.5961111111111115,0.62606172839506169,0.50185185185185177,0.0072222222222222011
oos,Q_2,2,image,complete,5,9,9,15,21,3.7433333333333332,2.9505555555555554,3.8838888888888885,0.54658315527065526,0.42755555555555552,0.011296296296296277
oos,Q_2,2,image,complete,8,9,9,15,21,5.3838888888888885,4.052777777777778,5.5427777777777774,0.47285883869217193,0.38541666666666663,0.00883597883597881
oos,Q_2,2,image,complete,12,9,9,15,21,7.2683333333333326,5.1983333333333333,7.4011111111111108,0.4102469135802469,0.36120370370370369,0.0078484848484848338
oos,Q_2,2,image,complete,16,8,8,17,21,9.359375,6.6431250000000004,9.4162499999999998,0.38212499999999999,0.33124999999999993,0.0069047619047618875
oos,Q_2,2,image,representative,3,9,9,15,21,2.463888888888889,2.0644444444444443,2.4505555555555554,0.62606172839506169,0.51203703703703696,0.011666666666666655
oos,Q_2,2,image,representative,5,9,9,15,21,3.657777777777778,2.9194444444444443,3.6355555555555554,0.54658315527065526,0.45555555555555549,0.0086111111111110902
oos,Q_2,2,image,representative,8,9,9,15,21,5.2266666666666666,4.0277777777777777,5.1950000000000003,0.47285883869217193,0.42805555555555552,0.0036243386243386003
oos,Q_2,2,image,representative,12,9,9,15,21,7.0077777777777781,5.1883333333333335,6.9922222222222219,0.4102469135802469,0.41768518518518516,0.0017979797979797889
oos,Q_2,2,image,representative,16,8,8,17,21,8.921875,6.5843749999999996,8.9187499999999993,0.38212499999999999,0.40351562499999999,0.0009047619047618875
oos,Q_2,2,sphere,complete,3,9,9,15,21,2.4933333333333336,2.0938888888888889,2.5961111111111115,0.6252680776014109,0.50222222222222213,0.0072222222222222011
oos,Q_2,2,sphere,complete,5,9,9,15,21,3.7438888888888888,2.9533333333333331,3.8838888888888885,0.54649056267806273,0.42788888888888882,0.012499999999999989
oos,Q_2,2,sphere,complete,8,9,9,15,21,5.3827777777777781,4.0516666666666667,5.5427777777777774,0.47285883869217193,0.38583333333333331,0.0085185185185184999
oos,Q_2,2,sphere,complete,12,9,9,15,21,7.2649999999999988,5.1977777777777776,7.4011111111111108,0.4102469135802469,0.36185185185185181,0.0076969696969696882
oos,Q_2,2,sphere,complete,16,8,8,17,21,9.359375,6.6431250000000004,9.4162499999999998,0.38212499999999999,0.33121093749999997,0.0068035714285714123
oos,Q_2,2,sphere,representative,3,9,9,15,21,2.4594444444444443,2.0600000000000001,2.4505555555555554,0.6252680776014109,0.51351851851851849,0.013888888888888888
oos,Q_2,2,sphere,representative,5,9,9,15,21,3.6516666666666668,2.9155555555555552,3.6355555555555554,0.54649056267806273,0.45722222222222214,0.0066666666666666437
oos,Q_2,2,sphere,representative,8,9,9,15,21,5.2244444444444449,4.0277777777777777,5.1950000000000003,0.47285883869217193,0.42861111111111111,0.0023544973544973331
oos,Q_2,2,sphere,representative,12,9,9,15,21,7.0077777777777781,5.1888888888888882,6.9922222222222219,0.4102469135802469,0.41773148148148143,0.0012323232323232223
oos,Q_2,2,sphere,representative,16,8,8,17,21,8.921875,6.5843749999999996,8.9187499999999993,0.38212499999999999,0.40351562499999999,0.0009047619047618875
oos,Q_3,1,image,complete,3,8,6,3,6,2.46,1.9862500000000001,2.5181249999999999,0.52749999999999997,0.51333333333333331,0.051874999999999998
oos,Q_3,1,image,complete,5,6,6,6,6,3.5533333333333332,2.4433333333333334,3.5866666666666664,0.41333333333333333,0.43433333333333329,0.025416666666666653
oos,Q_3,1,image,representative,3,8,6,3,6,2.2824999999999998,1.8087499999999999,2.2212499999999999,0.52749999999999997,0.5724999999999999,0.061249999999999992
oos,Q_3,1,image,representative,5,6,6,6,6,3.3091666666666666,2.3658333333333332,3.2533333333333334,0.41333333333333333,0.51650000000000007,0.023194444444444434
oos,Q_3,1,sphere,complete,3,8,6,3,6,2.433125,1.9593750000000001,2.5181249999999999,0.52361111111111114,0.5222916666666666,0.055
oos,Q_3,1,sphere,complete,5,6,6,6,6,3.5283333333333338,2.4433333333333334,3.5866666666666664,0.41333333333333333,0.4443333333333333,0.038055555555555551
oos,Q_3,1,sphere,representative,3,8,6,3,6,2.2618749999999999,1.788125,2.2212499999999999,0.52361111111111114,0.57937499999999997,0.057499999999999989
oos,Q_3,1,sphere,representative,5,6,6,6,6,3.2783333333333338,2.3350000000000004,3.2533333333333334,0.41333333333333333,0.52266666666666672,0.0045833333333333334
oos,Q_3,2,image,complete,3,9,9,6,16,2.3605555555555555,1.8799999999999999,2.4333333333333331,0.53420263532763523,0.54648148148148135,0.013888888888888878
oos,Q_3,2,image,complete,5,9,9,6,16,3.4500000000000002,2.5427777777777774,3.5449999999999999,0.44845286195286188,0.47199999999999992,0.010648148148148134
oos,Q_3,2,image,complete,8,8,7,8,16,5.1475,3.6212499999999999,5.2599999999999998,0.44104166666666661,0.39609375000000002,0.0072321428571428372
oos,Q_3,2,image,complete,12,6,6,15,16,7.7466666666666661,5.4841666666666669,7.875,0.42590277777777774,0.30652777777777773,0.011227272727272716
oos,Q_3,2,image,complete,16,5,0,16,16,9.1999999999999993,6,9.1999999999999993,,0.29999999999999999,0.0081523809523809405
oos,Q_3,2,image,representative,3,9,9,6,16,2.3088888888888892,1.8283333333333331,2.2938888888888886,0.53420263532763523,0.5637037037037036,0.014444444444444423
oos,Q_3,2,image,representative,5,9,9,6,16,3.3355555555555556,2.5427777777777774,3.3438888888888889,0.44845286195286188,0.51777777777777778,0.032314814814814789
oos,Q_3,2,image,representative,8,8,7,8,16,5.0168749999999998,3.7406250000000001,4.9950000000000001,0.44104166666666661,0.45015625000000004,0.0064880952380952251
oos,Q_3,2,image,representative,12,6,6,15,16,7.4474999999999989,5.4624999999999995,7.4366666666666665,0.42590277777777774,0.36791666666666661,0.0029545454545454332
oos,Q_3,2,image,representative,16,5,0,16,16,8.5999999999999996,5.7999999999999998,8.5999999999999996,,0.375,0.00167619047619046
oos,Q_3,2,sphere,complete,3,9,9,6,16,2.358888888888889,1.8783333333333334,2.4333333333333331,0.53356160968660971,0.54703703703703688,0.013888888888888878
oos,Q_3,2,sphere,complete,5,9,9,6,16,3.4505555555555554,2.5438888888888886,3.5449999999999999,0.44845286195286188,0.47199999999999992,0.011944444444444433
oos,Q_3,2,sphere,complete,8,8,7,8,16,5.1481250000000003,3.620625,5.2599999999999998,0.44104166666666661,0.39601562499999998,0.0075892857142856995
oos,Q_3,2,sphere,complete,12,6,6,15,16,7.7466666666666661,5.4841666666666669,7.875,0.42590277777777774,0.30652777777777773,0.011227272727272716
oos,Q_3,2,sphere,complete,16,5,0,16,16,9.1999999999999993,6,9.1999999999999993,,0.29999999999999999,0.0081523809523809405
oos,Q_3,2,sphere,representative,3,9,9,6,16,2.3038888888888889,1.8233333333333333,2.2938888888888886,0.53356160968660971,0.5653703703703703,0.016666666666666646
oos,Q_3,2,sphere,representative,5,9,9,6,16,3.3300000000000001,2.5394444444444444,3.3438888888888889,0.44845286195286188,0.51933333333333331,0.031018518518518501
oos,Q_3,2,sphere,representative,8,8,7,8,16,5.0137499999999999,3.7393749999999999,4.9950000000000001,0.44104166666666661,0.45078125000000002,0.0056547619047618873
oos,Q_3,2,sphere,representative,12,6,6,15,16,7.4474999999999989,5.4633333333333338,7.4366666666666665,0.42590277777777774,0.36798611111111112,0.0022575757575757334
oos,Q_3,2,sphere,representative,16,5,0,16,16,8.5999999999999996,5.7999999999999998,8.5999999999999996,,0.375,0.00167619047619046
oos,Q_3,3,image,complete,3,3,3,10,15,2.4083333333333332,1.925,2.4083333333333332,0.5898253968253967,0.53055555555555556,0
oos,Q_3,3,image,complete,5,3,3,10,15,3.4916666666666667,2.5766666666666667,3.4916666666666667,0.51324999999999987,0.48599999999999993,0
oos,Q_3,3,image,complete,8,3,3,10,15,4.9433333333333334,3.6850000000000001,4.9433333333333334,0.47452380952380951,0.46729166666666666,0
oos,Q_3,3,image,complete,12,2,2,13,15,5.4450000000000003,3.6875,5.4450000000000003,0.33916666666666667,0.54479166666666656,0
oos,Q_3,3,image,representative,3,3,3,10,15,2.4083333333333332,1.925,2.4083333333333332,0.5898253968253967,0.53055555555555556,0
oos,Q_3,3,image,representative,5,3,3,10,15,3.4916666666666667,2.5766666666666667,3.4916666666666667,0.51324999999999987,0.48599999999999993,0
oos,Q_3,3,image,representative,8,3,3,10,15,4.9433333333333334,3.6850000000000001,4.9433333333333334,0.47452380952380951,0.46729166666666666,0
oos,Q_3,3,image,representative,12,2,2,13,15,5.4450000000000003,3.6875,5.4450000000000003,0.33916666666666667,0.54479166666666656,0
oos,Q_3,3,sphere,complete,3,3,3,10,15,2.4083333333333332,1.925,2.4083333333333332,0.5898253968253967,0.53055555555555556,0
oos,Q_3,3,sphere,complete,5,3,3,10,15,3.4916666666666667,2.5766666666666667,3.4916666666666667,0.51324999999999987,0.48599999999999993,0
oos,Q_3,3,sphere,complete,8,3,3,10,15,4.9433333333333334,3.6850000000000001,4.9433333333333334,0.47452380952380951,0.46729166666666666,0
oos,Q_3,3,sphere,complete,12,2,2,13,15,5.4450000000000003,3.6875,5.4450000000000003,0.33916666666666667,0.54479166666666656,0
oos,Q_3,3,sphere,representative,3,3,3,10,15,2.4083333333333332,1.925,2.4083333333333332,0.5898253968253967,0.53055555555555556,0
oos,Q_3,3,sphere,representative,5,3,3,10,15,3.4916666666666667,2.5766666666666667,3.4916666666666667,0.51324999999999987,0.48599999999999993,0
oos,Q_3,3,sphere,representative,8,3,3,10,15,4.9433333333333334,3.6850000000000001,4.9433333333333334,0.47452380952380951,0.46729166666666666,0
oos,Q_3,3,sphere,representative,12,2,2,13,15,5.4450000000000003,3.6875,5.4450000000000003,0.33916666666666667,0.54479166666666656,0
oos,TRI_3,1,image,complete,3,9,0,3,3,2.3333333333333335,1.8888888888888888,2.3333333333333335,,0.55555555555555547,0
oos,TRI_3,1,image,representative,3,9,0,3,3,2.3333333333333335,1.8888888888888888,2.3333333333333335,,0.55555555555555547,0
oos,TRI_3,1,sphere,complete,3,9,0,3,3,2.3333333333333335,1.8888888888888888,2.3333333333333335,,0.55555555555555547,0
oos,TRI_3,1,sphere,representative,3,9,0,3,3,2.3333333333333335,1.8888888888888888,2.3333333333333335,,0.55555555555555547,0
oos,TRI_3,2,image,complete,3,9,9,7,11,2.4633333333333334,2.0266666666666664,2.5299999999999998,0.58209259259259261,0.51222222222222213,0.015555555555555545
oos,TRI_3,2,image,complete,5,9,9,7,11,3.6272222222222226,2.6905555555555556,3.6827777777777779,0.48175925925925916,0.43955555555555548,0.0072222222222222097
oos,TRI_3,2,image,complete,8,5,4,8,11,4.8170000000000002,2.915,4.867,0.31,0.39324999999999999,0.01052380952380952
oos,TRI_3,2,image,representative,3,9,9,7,11,2.415,1.9783333333333333,2.3572222222222221,0.58209259259259261,0.52833333333333321,0.015555555555555557
oos,TRI_3,2,image,representative,5,9,9,7,11,3.5116666666666667,2.6816666666666666,3.4672222222222224,0.48175925925925916,0.48399999999999999,0.014259259259259242
oos,TRI_3,2,image,representative,8,5,4,8,11,4.6689999999999996,2.911,4.6669999999999998,0.31,0.44662500000000005,0.00119047619047618
oos,TRI_3,2,sphere,complete,3,9,9,7,11,2.4605555555555556,2.0238888888888891,2.5299999999999998,0.58098148148148143,0.51314814814814813,0.017777777777777778
oos,TRI_3,2,sphere,complete,5,9,9,7,11,3.6272222222222226,2.6905555555555556,3.6827777777777779,0.48175925925925916,0.43955555555555548,0.0072222222222222097
oos,TRI_3,2,sphere,complete,8,5,4,8,11,4.8170000000000002,2.915,4.867,0.31,0.39324999999999999,0.01052380952380952
oos,TRI_3,2,sphere,representative,3,9,9,7,11,2.4027777777777777,1.9661111111111111,2.3572222222222221,0.58098148148148143,0.53240740740740733,0.018333333333333333
oos,TRI_3,2,sphere,representative,5,9,9,7,11,3.5116666666666667,2.6927777777777777,3.4672222222222224,0.48175925925925916,0.48622222222222217,0.016203703703703689
oos,TRI_3,2,sphere,representative,8,5,4,8,11,4.6689999999999996,2.911,4.6669999999999998,0.31,0.44662500000000005,0.00119047619047618
oos,TRI_3,3,image,complete,3,9,9,4,9,2.4977777777777779,2.0822222222222226,2.5050000000000003,0.58511111111111114,0.50074074074074071,0.011666666666666667
oos,TRI_3,3,image,complete,5,8,7,5,9,3.7306249999999999,2.9662500000000001,3.7318750000000001,0.53934523809523804,0.43349999999999994,0.0015624999999999875
oos,TRI_3,3,image,complete,8,4,2,8,9,3.8487499999999999,1.8937499999999998,3.8487499999999999,0.30249999999999994,0.51531250000000006,0
oos,TRI_3,3,image,representative,3,9,9,4,9,2.4605555555555556,2.0449999999999999,2.4444444444444446,0.58511111111111114,0.51314814814814802,0.011666666666666665
oos,TRI_3,3,image,representative,5,8,7,5,9,3.620625,2.870625,3.6143749999999999,0.53934523809523804,0.45837499999999998,0.0041666666666666623
oos,TRI_3,3,image,representative,8,4,2,8,9,3.5987499999999999,1.8937499999999998,3.5987499999999999,0.30249999999999994,0.57781250000000006,0.0042857142857142747
oos,TRI_3,3,sphere,complete,3,9,9,4,9,2.4733333333333332,2.0472222222222225,2.5050000000000003,0.57622222222222219,0.50888888888888884,0.011666666666666665
oos,TRI_3,3,sphere,complete,5,8,7,5,9,3.6968749999999999,2.9312499999999999,3.7318750000000001,0.53625,0.44,0.0058333333333333119
oos,TRI_3,3,sphere,complete,8,4,2,8,9,3.8487499999999999,1.8937499999999998,3.8487499999999999,0.30249999999999994,0.51531250000000006,0.0085714285714285493
oos,TRI_3,3,sphere,representative,3,9,9,4,9,2.4372222222222222,2.0111111111111111,2.4077777777777776,0.57622222222222219,0.52092592592592579,0.011111111111111101
oos,TRI_3,3,sphere,representative,5,8,7,5,9,3.57125,2.8206250000000002,3.5368749999999998,0.53625,0.46812499999999996,0.003020833333333325
oos,TRI_3,3,sphere,representative,8,4,2,8,9,3.3487499999999999,1.6437499999999998,3.3487499999999999,0.30249999999999994,0.60906250000000006,0.0048214285714285503
semi,QTSB_3,1,image,complete,3,17,17,8,10,1.2935294117647058,0.34764705882352936,1.3247058823529412,0.10048599439775907,0.90215686274509799,0.0038235294117647061
semi,QTSB_3,1,image,complete,5,17,17,8,10,1.5138235294117646,0.47441176470588231,1.5408823529411766,0.086098039215686262,0.88770588235294112,0.0041176470588235297
semi,QTSB_3,1,image,complete,8,17,16,8,10,1.7782352941176471,0.6335294117647059,1.7852941176470589,0.059999999999999998,0.87970588235294123,0.0027450980392156824
semi,QTSB_3,1,image,representative,3,17,17,8,10,1.2829411764705883,0.33705882352941174,1.2808823529411764,0.10048599439775907,0.90568627450980388,0.0035294117647058764
semi,QTSB_3,1,image,representative,5,17,17,8,10,1.4841176470588235,0.46764705882352936,1.4841176470588235,0.086098039215686262,0.89823529411764702,0
semi,QTSB_3,1,image,representative,8,17,16,8,10,1.7264705882352942,0.6335294117647059,1.7264705882352942,0.059999999999999998,0.8975735294117646,0
semi,QTSB_3,1,sphere,complete,3,17,17,8,10,1.2514705882352941,0.27941176470588236,1.2547058823529411,0.075672268907562998,0.91617647058823526,0.00029411764705882356
semi,QTSB_3,1,sphere,complete,5,17,17,8,10,1.4114705882352943,0.35588235294117648,1.415,0.062176470588235291,0.90658823529411758,0.0004411764705882294
semi,QTSB_3,1,sphere,complete,8,17,16,8,10,1.6088235294117648,0.51588235294117646,1.6088235294117648,0.059999999999999998,0.90492647058823528,0
semi,QTSB_3,1,sphere,representative,3,17,17,8,10,1.2497058823529412,0.27764705882352941,1.2391176470588237,0.075672268907562998,0.91676470588235293,0.00058823529411764712
semi,QTSB_3,1,sphere,representative,5,17,17,8,10,1.3944117647058822,0.33882352941176469,1.3776470588235292,0.062176470588235291,0.90999999999999992,0.0006372549019607824
semi,QTSB_3,1,sphere,representative,8,17,16,8,10,1.55,0.45705882352941174,1.55,0.059999999999999998,0.90492647058823528,0.00072829131652660587
semi,QTSB_3,2,image,complete,3,18,11,3,11,1.5180555555555555,0.60305555555555546,1.5516666666666667,0.20528409090909089,0.82731481481481473,0.0047222222222222223
semi,QTSB_3,2,image,complete,5,11,11,7,11,2.2004545454545452,0.91499999999999992,2.250909090909091,0.13893939393939392,0.6996363636363635,0.0067424242424242277
semi,QTSB_3,2,image,complete,8,1,1,11,11,4.6050000000000004,3.605,4.6050000000000004,0.38833333333333331,0.54937499999999995,0
semi,QTSB_3,2,image,representative,3,18,11,3,11,1.5022222222222221,0.5872222222222222,1.4852777777777777,0.20528409090909089,0.83259259259259255,0.0050000000000000001
semi,QTSB_3,2,image,representative,5,11,11,7,11,2.0886363636363638,0.82363636363636372,2.063181818181818,0.13893939393939392,0.7260909090909089,0.00090909090909089998
semi,QTSB_3,2,image,representative,8,1,1,11,11,4.1399999999999997,3.1400000000000001,3.915,0.38833333333333331,0.60750000000000004,0.0059523809523809
semi,QTSB_3,2,sphere,complete,3,18,11,3,11,1.4786111111111111,0.54638888888888881,1.4786111111111111,0.18443181818181814,0.84046296296296286,0
semi,QTSB_3,2,sphere,complete,5,11,11,7,11,2.0218181818181815,0.71272727272727276,2.0218181818181815,0.11219696969696967,0.73327272727272719,0
semi,QTSB_3,2,sphere,complete,8,1,1,11,11,3.915,2.915,3.915,0.36166666666666658,0.635625,0
semi,QTSB_3,2,sphere,representative,3,18,11,3,11,1.4786111111111111,0.54638888888888881,1.4786111111111111,0.18443181818181814,0.84046296296296286,0
semi,QTSB_3,2,sphere,representative,5,11,11,7,11,2.0218181818181815,0.71272727272727276,2.0218181818181815,0.11219696969696967,0.73327272727272719,0
semi,QTSB_3,2,sphere,representative,8,1,1,11,11,3.915,2.915,3.915,0.36166666666666658,0.635625,0
semi,QTSB_3,3,image,complete,3,18,18,6,11,1.6577777777777778,0.81444444444444442,1.8227777777777778,0.20725363756613752,0.78074074074074062,0.026388888888888871
semi,QTSB_3,3,image,complete,5,18,18,6,11,2.2183333333333333,1.1108333333333333,2.3619444444444446,0.16557407407407404,0.72272222222222227,0.025324074074074051
semi,QTSB_3,3,image,complete,8,8,8,10,11,3.01125,1.4081250000000001,3.1487499999999997,0.12406249999999999,0.65578124999999998,0.033928571428571398
semi,QTSB_3,3,image,representative,3,18,18,6,11,1.5725,0.72916666666666663,1.5380555555555557,0.20725363756613752,0.80916666666666659,0.030833333333333299
semi,QTSB_3,3,image,representative,5,18,18,6,11,1.9597222222222221,0.95694444444444449,1.9297222222222221,0.16557407407407404,0.79538888888888892,0.016944444444444436
semi,QTSB_3,3,image,representative,8,8,8,10,11,2.3100000000000001,1.090625,2.2493750000000001,0.12406249999999999,0.80882812500000001,0.0067559523809523495
semi,QTSB_3,3,sphere,complete,3,18,18,6,11,1.6380555555555556,0.79083333333333328,1.8069444444444445,0.20308697089947084,0.78731481481481469,0.023333333333333317
semi,QTSB_3,3,sphere,complete,5,18,18,6,11,2.165,1.0255555555555556,2.306111111111111,0.16290740740740739,0.72716666666666674,0.022638888888888872
semi,QTSB_3,3,sphere,complete,8,8,8,10,11,2.9399999999999999,1.2575000000000001,3.0750000000000002,0.12312499999999998,0.65554687499999997,0.035119047619047584
semi,QTSB_3,3,sphere,representative,3,18,18,6,11,1.5619444444444446,0.71472222222222226,1.5380555555555557,0.20308697089947084,0.81268518518518507,0.027222222222222207
semi,QTSB_3,3,sphere,representative,5,18,18,6,11,1.9430555555555555,0.93944444444444442,1.9297222222222221,0.16290740740740739,0.79872222222222222,0.0161111111111111
semi,QTSB_3,3,sphere,representative,8,8,8,10,11,2.2781250000000002,1.0587500000000001,2.2493750000000001,0.12312499999999998,0.81281250000000005,0.0030952380952380498
semi,QT_2,1,image,complete,3,18,18,10,14,1.528888888888889,0.60499999999999998,1.6475,0.1467740901074234,0.82370370370370372,0.0097222222222222068
semi,QT_2,1,image,complete,5,18,18,10,14,1.8747222222222222,0.73805555555555558,2.0438888888888886,0.11066512345679007,0.79655555555555546,0.0081018518518518393
semi,QT_2,1,image,complete,8,18,18,10,14,2.3127777777777778,0.9605555555555555,2.4602777777777778,0.087148148148148127,0.77739583333333329,0.0077380952380952167
semi,QT_2,1,image,complete,12,15,13,12,14,2.5006666666666666,0.97466666666666668,2.5419999999999998,0.043076923076923075,0.78574999999999995,0.01333939393939392
semi,QT_2,1,image,representative,3,18,18,10,14,1.5049999999999999,0.58111111111111102,1.4883333333333333,0.1467740901074234,0.83166666666666655,0.0055555555555555506
semi,QT_2,1,image,representative,5,18,18,10,14,1.7902777777777779,0.66222222222222227,1.7727777777777778,0.11066512345679007,0.81516666666666671,0.00046296296296295555
semi,QT_2,1,image,representative,8,18,18,10,14,2.0899999999999999,0.77916666666666667,2.0774999999999997,0.087148148148148127,0.81052083333333336,0.00067460317460316663
semi,QT_2,1,image,representative,12,15,13,12,14,2.0959999999999996,0.72566666666666668,2.0959999999999996,0.043076923076923075,0.84458333333333324,0
semi,QT_2,1,sphere,complete,3,18,18,10,14,1.4833333333333334,0.5377777777777778,1.5283333333333333,0.13164115359948692,0.8388888888888888,0.0033333333333333223
semi,QT_2,1,sphere,complete,5,18,18,10,14,1.7683333333333333,0.62805555555555559,1.8438888888888887,0.10107253086419749,0.81827777777777777,0.0037962962962962889
semi,QT_2,1,sphere,complete,8,18,18,10,14,2.1199999999999997,0.82833333333333337,2.1886111111111108,0.084277777777777743,0.8075,0.0033597883597883444
semi,QT_2,1,sphere,complete,12,15,13,12,14,2.2629999999999999,0.84066666666666667,2.2829999999999999,0.043076923076923075,0.82541666666666669,0.0047999999999999935
semi,QT_2,1,sphere,representative,3,18,18,10,14,1.4724999999999999,0.52694444444444444,1.471111111111111,0.13164115359948692,0.84249999999999992,0.0022222222222222222
semi,QT_2,1,sphere,representative,5,18,18,10,14,1.733611111111111,0.59388888888888891,1.7324999999999999,0.10107253086419749,0.82533333333333336,4.6296296296294444e-05
semi,QT_2,1,sphere,representative,8,18,18,10,14,2.0236111111111108,0.74333333333333329,2.0236111111111108,0.084277777777777743,0.82038194444444434,2.6455026455022224e-05
semi,QT_2,1,sphere,representative,12,15,13,12,14,2.0959999999999996,0.72566666666666668,2.0959999999999996,0.043076923076923075,0.84458333333333324,0
semi,QT_2,2,image,complete,3,18,18,9,13,1.5736111111111111,0.72500000000000009,1.7350000000000001,0.19568066578483242,0.80879629629629624,0.012222222222222223
semi,QT_2,2,image,complete,5,18,18,9,13,2.0472222222222225,0.99527777777777771,2.2277777777777779,0.15908432539682538,0.76844444444444437,0.012037037037037016
semi,QT_2,2,image,complete,8,18,18,9,13,2.6758333333333333,1.2916666666666667,2.7719444444444443,0.1236296296296296,0.72489583333333329,0.01673280423280421
semi,QT_2,2,image,complete,12,2,1,12,13,3.8899999999999997,2.4699999999999998,3.9275000000000002,0.14499999999999991,0.72416666666666663,0.0051818181818181503
semi,QT_2,2,image,representative,3,18,18,9,13,1.5274999999999999,0.67888888888888888,1.4716666666666667,0.19568066578483242,0.8241666666666666,0.018333333333333323
semi,QT_2,2,image,representative,5,18,18,9,13,1.888611111111111,0.89416666666666655,1.8177777777777777,0.15908432539682538,0.81166666666666665,0.0093518518518518404
semi,QT_2,2,image,representative,8,18,18,9,13,2.2961111111111112,1.1283333333333332,2.2638888888888888,0.1236296296296296,0.81319444444444444,0.0048809523809523556
semi,QT_2,2,image,representative,12,2,1,12,13,2.9275000000000002,1.9275,2.9275000000000002,0.14499999999999991,0.83937499999999998,0.0069090909090909003
semi,QT_2,2,sphere,complete,3,18,18,9,13,1.5333333333333334,0.6677777777777778,1.6880555555555554,0.17758983686067017,0.82222222222222219,0.011666666666666662
semi,QT_2,2,sphere,complete,5,18,18,9,13,1.961111111111111,0.8847222222222223,2.1333333333333333,0.14087797619047615,0.78600000000000003,0.011296296296296271
semi,QT_2,2,sphere,complete,8,18,18,9,13,2.5250000000000004,1.0994444444444444,2.6183333333333332,0.10351388888888886,0.74364583333333334,0.013981481481481463
semi,QT_2,2,sphere,complete,12,2,1,12,13,3.8899999999999997,1.97,3.9275000000000002,0.14499999999999991,0.68249999999999988,0.014272727272727201
semi,QT_2,2,sphere,representative,3,18,18,9,13,1.4950000000000001,0.62944444444444447,1.4561111111111111,0.17758983686067017,0.83499999999999996,0.014999999999999989
semi,QT_2,2,sphere,representative,5,18,18,9,13,1.8155555555555556,0.78999999999999992,1.7683333333333333,0.14087797619047615,0.82527777777777767,0.0053240740740740557
semi,QT_2,2,sphere,representative,8,18,18,9,13,2.1850000000000001,0.96638888888888885,2.157777777777778,0.10351388888888886,0.82437499999999997,0.0027513227513227276
semi,QT_2,2,sphere,representative,12,2,1,12,13,2.9275000000000002,1.9275,2.9275000000000002,0.14499999999999991,0.83937499999999998,0
semi,QT_3,1,image,complete,3,17,17,4,7,1.3794117647058823,0.39029411764705879,1.3794117647058823,0.076887254901960758,0.87352941176470589,0
semi,QT_3,1,image,complete,5,15,14,5,7,1.5289999999999999,0.43966666666666665,1.5289999999999999,0.067321428571428574,0.8763333333333333,0
semi,QT_3,1,image,representative,3,17,17,4,7,1.3794117647058823,0.39029411764705879,1.3794117647058823,0.076887254901960758,0.87352941176470589,0
semi,QT_3,1,image,representative,5,15,14,5,7,1.5289999999999999,0.43966666666666665,1.5289999999999999,0.067321428571428574,0.8763333333333333,0
semi,QT_3,1,sphere,complete,3,17,17,4,7,1.3794117647058823,0.39029411764705879,1.3794117647058823,0.076887254901960758,0.87352941176470589,0
semi,QT_3,1,sphere,complete,5,15,14,5,7,1.5289999999999999,0.43966666666666665,1.5289999999999999,0.067321428571428574,0.8763333333333333,0
semi,QT_3,1,sphere,representative,3,17,17,4,7,1.3794117647058823,0.39029411764705879,1.3794117647058823,0.076887254901960758,0.87352941176470589,0
semi,QT_3,1,sphere,representative,5,15,14,5,7,1.5289999999999999,0.43966666666666665,1.5289999999999999,0.067321428571428574,0.8763333333333333,0
semi,QT_3,2,image,complete,3,18,18,6,11,1.6819444444444445,0.81722222222222218,1.816111111111111,0.20471064814814813,0.77268518518518503,0.022777777777777768
semi,QT_3,2,image,complete,5,18,18,6,11,2.2311111111111113,1.1633333333333333,2.3411111111111111,0.16615740740740736,0.73055555555555551,0.021296296296296278
semi,QT_3,2,image,complete,8,2,2,9,11,6.0625,5.3375000000000004,6.0625,0.57166666666666655,0.36718749999999989,0
semi,QT_3,2,image,representative,3,18,18,6,11,1.618611111111111,0.75388888888888894,1.5905555555555555,0.20471064814814813,0.79379629629629622,0.017222222222222212
semi,QT_3,2,image,representative,5,18,18,6,11,1.996388888888889,0.94000000000000006,1.9691666666666667,0.16615740740740736,0.77977777777777779,0.0012962962962962889
semi,QT_3,2,image,representative,8,2,2,9,11,5.6825000000000001,4.9574999999999996,5.6224999999999996,0.57166666666666655,0.41468749999999993,0.00738095238095235
semi,QT_3,2,sphere,complete,3,18,18,6,11,1.6172222222222221,0.7319444444444444,1.6708333333333334,0.19017361111111108,0.79425925925925922,0.0088888888888888889
semi,QT_3,2,sphere,complete,5,18,18,6,11,2.0552777777777775,0.96722222222222221,2.1016666666666666,0.14942129629629625,0.76727777777777773,0.010277777777777768
semi,QT_3,2,sphere,complete,8,2,2,9,11,5.0199999999999996,3.8375000000000004,5.0350000000000001,0.40249999999999997,0.47312499999999991,0.00071428571428569997
semi,QT_3,2,sphere,representative,3,18,18,6,11,1.5905555555555555,0.70527777777777767,1.5750000000000002,0.19017361111111108,0.80314814814814806,0.0086111111111111058
semi,QT_3,2,sphere,representative,5,18,18,6,11,1.9433333333333336,0.8552777777777778,1.9197222222222221,0.14942129629629625,0.78966666666666663,0.00069444444444443894
