cohort,panel,model,config,horizon,k,comparison,bound,images,buildings,G1,ALL,G2,MIX
all26,common,Q_median2,ospa30_t6,22,15,MIX|ALL,upper,11,5,,0.44960000000000006,,0.4431
all26,common,Q_median2,ospa30_t6,22,16,MIX|ALL,lower,11,5,,0.41389999999999993,,0.41159999999999997
all26,common,Q_median2,ospa30_t6,22,16,MIX|ALL,upper,11,5,,0.47590000000000005,,0.4725
all26,common,Q_median2,ospa30_t6,22,17,MIX|ALL,lower,11,5,,0.4577,,0.45220000000000005
all26,common,Q_median2,ospa30_t6,22,17,MIX|ALL,upper,11,5,,0.5250000000000001,,0.5183000000000001
all26,common,Q_median2,ospa30_t6,24,2,MIX|ALL,lower,24,11,,0.17282575757575758,,0.17087878787878788
all26,common,Q_median2,ospa30_t6,24,2,MIX|ALL,upper,24,11,,0.18705303030303028,,0.1861818181818182
all26,common,Q_median2,ospa30_t6,24,3,MIX|ALL,lower,24,11,,0.17282575757575758,,0.17087878787878788
all26,common,Q_median2,ospa30_t6,24,3,MIX|ALL,upper,24,11,,0.18934090909090912,,0.18906060606060607
all26,common,Q_median2,ospa30_t6,24,4,MIX|ALL,lower,24,11,,0.17282575757575758,,0.17087878787878788
all26,common,Q_median2,ospa30_t6,24,4,MIX|ALL,upper,24,11,,0.19552272727272726,,0.19440909090909092
all26,common,Q_median2,ospa30_t6,24,5,MIX|ALL,lower,24,11,,0.17282575757575758,,0.17087878787878788
all26,common,Q_median2,ospa30_t6,24,5,MIX|ALL,upper,24,11,,0.2043787878787879,,0.20149242424242428
all26,common,Q_median2,ospa30_t6,24,6,MIX|ALL,lower,24,11,,0.17282575757575758,,0.17087878787878788
all26,common,Q_median2,ospa30_t6,24,6,MIX|ALL,upper,24,11,,0.21833333333333335,,0.21481818181818182
all26,common,Q_median2,ospa30_t6,24,7,MIX|ALL,lower,24,11,,0.17282575757575758,,0.17087878787878788
all26,common,Q_median2,ospa30_t6,24,7,MIX|ALL,upper,24,11,,0.22733333333333333,,0.2248636363636364
all26,common,Q_median2,ospa30_t6,24,8,MIX|ALL,lower,24,11,,0.28129545454545457,,0.27732575757575756
all26,common,Q_median2,ospa30_t6,24,8,MIX|ALL,upper,24,11,,0.34764393939393934,,0.35043939393939394
all26,common,Q_median2,ospa30_t6,24,9,MIX|ALL,lower,24,11,,0.29163636363636364,,0.2948257575757576
all26,common,Q_median2,ospa30_t6,24,9,MIX|ALL,upper,24,11,,0.3819545454545455,,0.38730303030303026
all26,common,Q_median2,ospa30_t6,24,10,MIX|ALL,lower,24,11,,0.2953712121212121,,0.30143939393939395
all26,common,Q_median2,ospa30_t6,24,10,MIX|ALL,upper,24,11,,0.40596212121212116,,0.4111060606060606
all26,common,Q_median2,ospa30_t6,24,11,MIX|ALL,lower,24,11,,0.31731060606060607,,0.32156060606060605
all26,common,Q_median2,ospa30_t6,24,11,MIX|ALL,upper,24,11,,0.44737878787878793,,0.44920454545454547
all26,common,Q_median2,ospa30_t6,24,12,MIX|ALL,lower,24,11,,0.32496212121212126,,0.3303863636363636
all26,common,Q_median2,ospa30_t6,24,12,MIX|ALL,upper,24,11,,0.4757272727272728,,0.47816666666666663
all26,common,Q_median2,ospa30_t6,24,13,MIX|ALL,lower,24,11,,0.3326893939393939,,0.3370227272727273
all26,common,Q_median2,ospa30_t6,24,13,MIX|ALL,upper,24,11,,0.5013030303030303,,0.5040833333333334
all26,common,Q_median2,ospa30_t6,24,14,MIX|ALL,lower,24,11,,0.36534848484848487,,0.36645454545454553
all26,common,Q_median2,ospa30_t6,24,14,MIX|ALL,upper,24,11,,0.5583333333333333,,0.5590378787878788
all26,common,Q_median2,ospa30_t6,24,15,MIX|ALL,lower,24,11,,0.39363636363636356,,0.3945227272727273
all26,common,Q_median2,ospa30_t6,24,15,MIX|ALL,upper,24,11,,0.606189393939394,,0.6078787878787879
all26,common,Q_median2,ospa30_t6,24,16,MIX|ALL,lower,24,11,,0.4085909090909091,,0.4118333333333333
all26,common,Q_median2,ospa30_t6,24,16,MIX|ALL,upper,24,11,,0.6436818181818182,,0.6449924242424242
all26,common,Q_median2,ospa30_t6,24,17,MIX|ALL,lower,24,11,,0.4425454545454545,,0.45980303030303027
all26,common,Q_median2,ospa30_t6,24,17,MIX|ALL,upper,24,11,,0.6954696969696968,,0.7060151515151516
all26,common,Q_median2,ospa30_t6,24,18,MIX|ALL,lower,24,11,,0.4758030303030302,,0.49804545454545457
all26,common,Q_median2,ospa30_t6,24,18,MIX|ALL,upper,24,11,,0.7327424242424243,,0.7546893939393939
all26,common,Q_median2,ospa30_t6,24,19,MIX|ALL,lower,24,11,,0.5251212121212121,,0.5502121212121213
all26,common,Q_median2,ospa30_t6,24,19,MIX|ALL,upper,24,11,,0.7877500000000001,,0.8082424242424243
all26,common,Q_median2,q95,7,2,G1|ALL,lower,41,12,0.5259747474747475,0.3466369949494949,,
all26,common,Q_median2,q95,7,2,G1|ALL,upper,41,12,0.8041325757575758,0.7226938131313131,,
all26,common,Q_median2,q95,7,2,G2|ALL,lower,41,12,,0.3466369949494949,0.22379734848484853,
all26,common,Q_median2,q95,7,2,G2|ALL,upper,41,12,,0.7226938131313131,0.6579444444444446,
all26,common,Q_median2,q95,7,2,MIX|ALL,lower,41,12,,0.3466369949494949,,0.34424810606060613
all26,common,Q_median2,q95,7,2,MIX|ALL,upper,41,12,,0.7226938131313131,,0.7455119949494952
all26,common,Q_median2,q95,7,2,G1|G2|MIX|ALL,lower,41,12,0.5259747474747475,0.3466369949494949,0.22379734848484853,0.34424810606060613
all26,common,Q_median2,q95,7,2,G1|G2|MIX|ALL,upper,41,12,0.8041325757575758,0.7226938131313131,0.6579444444444446,0.7455119949494952
all26,common,Q_median2,q95,8,2,G1|ALL,lower,41,12,0.5103409090909091,0.3233137626262626,,
all26,common,Q_median2,q95,8,2,G1|ALL,upper,41,12,0.6631818181818181,0.5181483585858585,,
all26,common,Q_median2,q95,8,2,G2|ALL,lower,41,12,,0.3233137626262626,0.18447853535353534,
all26,common,Q_median2,q95,8,2,G2|ALL,upper,41,12,,0.5181483585858585,0.3870132575757576,
all26,common,Q_median2,q95,8,2,MIX|ALL,lower,41,12,,0.3233137626262626,,0.3207304292929293
all26,common,Q_median2,q95,8,2,MIX|ALL,upper,41,12,,0.5181483585858585,,0.5179962121212122
all26,common,Q_median2,q95,8,2,G1|G2|MIX|ALL,lower,41,12,0.5103409090909091,0.3233137626262626,0.18447853535353534,0.3207304292929293
all26,common,Q_median2,q95,8,2,G1|G2|MIX|ALL,upper,41,12,0.6631818181818181,0.5181483585858585,0.3870132575757576,0.5179962121212122
all26,common,Q_median2,q95,8,3,G1|ALL,lower,41,12,0.5103409090909091,0.3233137626262626,,
all26,common,Q_median2,q95,8,3,G1|ALL,upper,41,12,0.6781969696969697,0.5320157828282828,,
all26,common,Q_median2,q95,8,3,G2|ALL,lower,41,12,,0.3233137626262626,0.18447853535353534,
all26,common,Q_median2,q95,8,3,G2|ALL,upper,41,12,,0.5320157828282828,0.39791603535353537,
all26,common,Q_median2,q95,8,3,MIX|ALL,lower,41,12,,0.3233137626262626,,0.3207304292929293
all26,common,Q_median2,q95,8,3,MIX|ALL,upper,41,12,,0.5320157828282828,,0.5309419191919192
all26,common,Q_median2,q95,8,3,G1|G2|MIX|ALL,lower,41,12,0.5103409090909091,0.3233137626262626,0.18447853535353534,0.3207304292929293
all26,common,Q_median2,q95,8,3,G1|G2|MIX|ALL,upper,41,12,0.6781969696969697,0.5320157828282828,0.39791603535353537,0.5309419191919192
all26,common,Q_median2,q95,10,2,G1|ALL,lower,39,11,0.48546487603305793,0.27448209366391185,,
all26,common,Q_median2,q95,10,2,G1|ALL,upper,39,11,0.5208539944903582,0.3481535812672176,,
all26,common,Q_median2,q95,10,2,G2|ALL,lower,41,12,,0.29660858585858585,0.15402398989898988,
all26,common,Q_median2,q95,10,2,G2|ALL,upper,41,12,,0.37684911616161615,0.23572853535353536,
all26,common,Q_median2,q95,10,2,MIX|ALL,lower,41,12,,0.29660858585858585,,0.29499621212121213
all26,common,Q_median2,q95,10,2,MIX|ALL,upper,41,12,,0.37684911616161615,,0.3756982323232323
all26,common,Q_median2,q95,10,2,G1|G2|MIX|ALL,lower,39,11,0.48546487603305793,0.27448209366391185,0.12257162534435263,0.27226859504132234
all26,common,Q_median2,q95,10,2,G1|G2|MIX|ALL,upper,39,11,0.5208539944903582,0.3481535812672176,0.2107947658402204,0.3482617079889807
all26,common,Q_median2,q95,10,3,G1|ALL,lower,39,11,0.48546487603305793,0.27448209366391185,,
all26,common,Q_median2,q95,10,3,G1|ALL,upper,39,11,0.5242692837465565,0.3532920110192838,,
all26,common,Q_median2,q95,10,3,G2|ALL,lower,41,12,,0.29660858585858585,0.15402398989898988,
all26,common,Q_median2,q95,10,3,G2|ALL,upper,41,12,,0.38218434343434343,0.2396104797979798,
all26,common,Q_median2,q95,10,3,MIX|ALL,lower,41,12,,0.29660858585858585,,0.29499621212121213
all26,common,Q_median2,q95,10,3,MIX|ALL,upper,41,12,,0.38218434343434343,,0.3790776515151515
all26,common,Q_median2,q95,10,3,G1|G2|MIX|ALL,lower,39,11,0.48546487603305793,0.27448209366391185,0.12257162534435263,0.27226859504132234
all26,common,Q_median2,q95,10,3,G1|G2|MIX|ALL,upper,39,11,0.5242692837465565,0.3532920110192838,0.2148023415977961,0.3508119834710744
all26,common,Q_median2,q95,10,4,G1|ALL,lower,39,11,0.48569214876033057,0.27475068870523417,,
all26,common,Q_median2,q95,10,4,G1|ALL,upper,39,11,0.5305853994490358,0.3661866391184574,,
all26,common,Q_median2,q95,10,4,G2|ALL,lower,41,12,,0.29685479797979797,0.15402398989898988,
all26,common,Q_median2,q95,10,4,G2|ALL,upper,41,12,,0.3960877525252526,0.2551445707070707,
all26,common,Q_median2,q95,10,4,MIX|ALL,lower,41,12,,0.29685479797979797,,0.29673863636363634
all26,common,Q_median2,q95,10,4,MIX|ALL,upper,41,12,,0.3960877525252526,,0.39289141414141415
all26,common,Q_median2,q95,10,4,G1|G2|MIX|ALL,lower,39,11,0.48569214876033057,0.27475068870523417,0.12257162534435263,0.2741694214876033
all26,common,Q_median2,q95,10,4,G1|G2|MIX|ALL,upper,39,11,0.5305853994490358,0.3661866391184574,0.23083953168044075,0.3626997245179064
all26,common,Q_median2,q95,10,5,G1|ALL,lower,39,11,0.565103305785124,0.4079256198347107,,
all26,common,Q_median2,q95,10,5,G1|ALL,upper,39,11,0.6258643250688706,0.5149800275482094,,
all26,common,Q_median2,q95,10,5,G2|ALL,lower,41,12,,0.42372348484848477,0.31024305555555554,
all26,common,Q_median2,q95,10,5,G2|ALL,upper,41,12,,0.5397733585858586,0.4310801767676768,
all26,common,Q_median2,q95,10,5,MIX|ALL,lower,41,12,,0.42372348484848477,,0.42080303030303035
all26,common,Q_median2,q95,10,5,MIX|ALL,upper,41,12,,0.5397733585858586,,0.5385549242424242
all26,common,Q_median2,q95,10,5,G1|G2|MIX|ALL,lower,39,11,0.565103305785124,0.4079256198347107,0.2920833333333333,0.40473966942148765
all26,common,Q_median2,q95,10,5,G1|G2|MIX|ALL,upper,39,11,0.6258643250688706,0.5149800275482094,0.41981473829201105,0.5122871900826446
all26,common,Q_median2,q95,13,2,MIX|ALL,lower,41,12,,0.2865107323232323,,0.2843585858585858
all26,common,Q_median2,q95,13,2,MIX|ALL,upper,41,12,,0.3366167929292929,,0.3330359848484849
all26,common,Q_median2,q95,13,3,MIX|ALL,lower,41,12,,0.2865107323232323,,0.2843585858585858
all26,common,Q_median2,q95,13,3,MIX|ALL,upper,41,12,,0.339522095959596,,0.33522222222222214
all26,common,Q_median2,q95,13,4,MIX|ALL,lower,41,12,,0.2865107323232323,,0.2843585858585858
all26,common,Q_median2,q95,13,4,MIX|ALL,upper,41,12,,0.3493478535353536,,0.34427398989898994
all26,common,Q_median2,q95,13,5,MIX|ALL,lower,41,12,,0.2865107323232323,,0.2843585858585858
all26,common,Q_median2,q95,13,5,MIX|ALL,upper,41,12,,0.359189393939394,,0.3600012626262626
all26,common,Q_median2,q95,13,6,MIX|ALL,lower,41,12,,0.4155631313131312,,0.41109469696969697
all26,common,Q_median2,q95,13,6,MIX|ALL,upper,41,12,,0.500594696969697,,0.5008181818181819
all26,common,Q_median2,q95,13,7,MIX|ALL,lower,41,12,,0.43651893939393943,,0.43252714646464635
all26,common,Q_median2,q95,13,7,MIX|ALL,upper,41,12,,0.5365959595959596,,0.5388377525252525
all26,common,Q_median2,q95,13,8,MIX|ALL,lower,41,12,,0.5189021464646464,,0.518304924242424
all26,common,Q_median2,q95,13,8,MIX|ALL,upper,41,12,,0.6348358585858586,,0.6412133838383838
all26,common,Q_median2,q95,22,2,MIX|ALL,lower,11,5,,0.10600000000000001,,0.1143
all26,common,Q_median2,q95,22,2,MIX|ALL,upper,11,5,,0.11369999999999998,,0.11979999999999999
all26,common,Q_median2,q95,22,3,MIX|ALL,lower,11,5,,0.10600000000000001,,0.1143
all26,common,Q_median2,q95,22,3,MIX|ALL,upper,11,5,,0.1146,,0.12150000000000001
all26,common,Q_median2,q95,22,4,MIX|ALL,lower,11,5,,0.10600000000000001,,0.1143
all26,common,Q_median2,q95,22,4,MIX|ALL,upper,11,5,,0.12,,0.1244
all26,common,Q_median2,q95,22,5,MIX|ALL,lower,11,5,,0.10600000000000001,,0.1143
all26,common,Q_median2,q95,22,5,MIX|ALL,upper,11,5,,0.1264,,0.131
all26,common,Q_median2,q95,22,6,MIX|ALL,lower,11,5,,0.1065,,0.1143
all26,common,Q_median2,q95,22,6,MIX|ALL,upper,11,5,,0.1372,,0.1386
all26,common,Q_median2,q95,22,7,MIX|ALL,lower,11,5,,0.2271,,0.24000000000000005
all26,common,Q_median2,q95,22,7,MIX|ALL,upper,11,5,,0.2665,,0.27660000000000007
all26,common,Q_median2,q95,22,8,MIX|ALL,lower,11,5,,0.244,,0.254
all26,common,Q_median2,q95,22,8,MIX|ALL,upper,11,5,,0.295,,0.3053
all26,common,Q_median2,q95,22,9,MIX|ALL,lower,11,5,,0.26449999999999996,,0.26949999999999996
all26,common,Q_median2,q95,22,9,MIX|ALL,upper,11,5,,0.33829999999999993,,0.34409999999999996
all26,common,Q_median2,q95,22,10,MIX|ALL,lower,11,5,,0.27349999999999997,,0.2815
all26,common,Q_median2,q95,22,10,MIX|ALL,upper,11,5,,0.3794,,0.3857
all26,common,Q_median2,q95,22,11,MIX|ALL,lower,11,5,,0.34550000000000003,,0.34750000000000003
all26,common,Q_median2,q95,22,11,MIX|ALL,upper,11,5,,0.48630000000000007,,0.47809999999999997
all26,common,Q_median2,q95,22,12,MIX|ALL,lower,11,5,,0.3632,,0.3665
all26,common,Q_median2,q95,22,12,MIX|ALL,upper,11,5,,0.5277000000000001,,0.5263
all26,common,Q_median2,q95,22,13,MIX|ALL,lower,11,5,,0.3843,,0.3917
all26,common,Q_median2,q95,22,13,MIX|ALL,upper,11,5,,0.5811,,0.5795
all26,common,Q_median2,q95,22,14,MIX|ALL,lower,11,5,,0.4165,,0.4208
all26,common,Q_median2,q95,22,14,MIX|ALL,upper,11,5,,0.6396,,0.6447
all26,common,Q_median2,q95,22,15,MIX|ALL,lower,11,5,,0.4497,,0.44370000000000004
all26,common,Q_median2,q95,22,15,MIX|ALL,upper,11,5,,0.7023,,0.6990999999999999
all26,common,Q_median2,q95,22,16,MIX|ALL,lower,11,5,,0.48119999999999996,,0.48119999999999996
all26,common,Q_median2,q95,22,16,MIX|ALL,upper,11,5,,0.7592,,0.7565
all26,common,Q_median2,q95,22,17,MIX|ALL,lower,11,5,,0.5205000000000001,,0.5237999999999999
all26,common,Q_median2,q95,22,17,MIX|ALL,upper,11,5,,0.8078000000000001,,0.8182
all26,common,Q_median2,q95,24,2,MIX|ALL,lower,24,11,,0.19536363636363638,,0.19383333333333336
all26,common,Q_median2,q95,24,2,MIX|ALL,upper,24,11,,0.23918939393939398,,0.23781060606060606
all26,common,Q_median2,q95,24,3,MIX|ALL,lower,24,11,,0.19536363636363638,,0.19383333333333336
all26,common,Q_median2,q95,24,3,MIX|ALL,upper,24,11,,0.24210606060606066,,0.23875757575757575
all26,common,Q_median2,q95,24,4,MIX|ALL,lower,24,11,,0.19536363636363638,,0.19383333333333336
all26,common,Q_median2,q95,24,4,MIX|ALL,upper,24,11,,0.24892424242424244,,0.24496969696969695
all26,common,Q_median2,q95,24,5,MIX|ALL,lower,24,11,,0.19536363636363638,,0.19383333333333336
all26,common,Q_median2,q95,24,5,MIX|ALL,upper,24,11,,0.2531666666666667,,0.25277272727272726
all26,common,Q_median2,q95,24,6,MIX|ALL,lower,24,11,,0.19536363636363638,,0.19383333333333336
all26,common,Q_median2,q95,24,6,MIX|ALL,upper,24,11,,0.25937878787878793,,0.2598181818181818
all26,common,Q_median2,q95,24,7,MIX|ALL,lower,24,11,,0.19536363636363638,,0.19406060606060607
all26,common,Q_median2,q95,24,7,MIX|ALL,upper,24,11,,0.26839393939393946,,0.27091666666666664
all26,common,Q_median2,q95,24,8,MIX|ALL,lower,24,11,,0.30056060606060603,,0.294
all26,common,Q_median2,q95,24,8,MIX|ALL,upper,24,11,,0.38396969696969696,,0.38081818181818183
all26,common,Q_median2,q95,24,9,MIX|ALL,lower,24,11,,0.312030303030303,,0.3116212121212121
all26,common,Q_median2,q95,24,9,MIX|ALL,upper,24,11,,0.4035833333333333,,0.4069621212121212
all26,common,Q_median2,q95,24,10,MIX|ALL,lower,24,11,,0.3145,,0.31616666666666665
all26,common,Q_median2,q95,24,10,MIX|ALL,upper,24,11,,0.4197272727272727,,0.42419696969696974
all26,common,Q_median2,q95,24,11,MIX|ALL,lower,24,11,,0.3614545454545454,,0.3655303030303031
all26,common,Q_median2,q95,24,11,MIX|ALL,upper,24,11,,0.4750909090909092,,0.48261363636363636
all26,common,Q_median2,q95,24,12,MIX|ALL,lower,24,11,,0.37654545454545457,,0.380969696969697
all26,common,Q_median2,q95,24,12,MIX|ALL,upper,24,11,,0.49836363636363645,,0.5091136363636364
all26,common,Q_median2,q95,24,13,MIX|ALL,lower,24,11,,0.3946969696969697,,0.3975454545454546
all26,common,Q_median2,q95,24,13,MIX|ALL,upper,24,11,,0.5279166666666667,,0.5345151515151515
all26,common,Q_median2,q95,24,14,MIX|ALL,lower,24,11,,0.4619090909090909,,0.4571969696969697
all26,common,Q_median2,q95,24,14,MIX|ALL,upper,24,11,,0.6021363636363637,,0.6083333333333333
all26,common,Q_median2,q95,24,15,MIX|ALL,lower,24,11,,0.509969696969697,,0.5096515151515152
all26,common,Q_median2,q95,24,15,MIX|ALL,upper,24,11,,0.660348484848485,,0.6707878787878787
all26,common,Q_median2,q95,24,16,MIX|ALL,lower,24,11,,0.5401363636363636,,0.5331515151515152
all26,common,Q_median2,q95,24,16,MIX|ALL,upper,24,11,,0.702219696969697,,0.7034924242424242
all26,common,Q_median2,q95,24,17,MIX|ALL,lower,24,11,,0.5843030303030302,,0.5791818181818182
all26,common,Q_median2,q95,24,17,MIX|ALL,upper,24,11,,0.7533181818181817,,0.7559621212121211
all26,common,Q_median2,q95,24,18,MIX|ALL,lower,24,11,,0.6140151515151515,,0.6096060606060605
all26,common,Q_median2,q95,24,18,MIX|ALL,upper,24,11,,0.7886363636363636,,0.7918030303030303
all26,common,Q_median2,q95,24,19,MIX|ALL,lower,24,11,,0.6414015151515151,,0.6381136363636363
all26,common,Q_median2,q95,24,19,MIX|ALL,upper,24,11,,0.8224242424242424,,0.8219393939393939
all26,common,S,ospa30_t6,7,2,G1|ALL,lower,41,12,0.23672790404040403,0.3052260101010101,,
all26,common,S,ospa30_t6,7,2,G1|ALL,upper,41,12,0.689054292929293,0.7269135101010101,,
all26,common,S,ospa30_t6,7,2,G2|ALL,lower,40,10,,0.2886962121212121,0.36521969696969697,
all26,common,S,ospa30_t6,7,2,G2|ALL,upper,40,10,,0.7100962121212121,0.7535113636363637,
all26,common,S,ospa30_t6,7,2,MIX|ALL,lower,39,10,,0.29427121212121216,,0.28389469696969705
all26,common,S,ospa30_t6,7,2,MIX|ALL,upper,39,10,,0.7167962121212121,,0.7209371212121213
all26,common,S,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,39,10,0.21257348484848487,0.29427121212121216,0.37081969696969697,0.28389469696969705
all26,common,S,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,39,10,0.6718651515151515,0.7167962121212121,0.7598613636363637,0.7209371212121213
all26,common,S,ospa30_t6,8,2,G1|ALL,lower,39,11,0.16696212121212123,0.26170661157024794,,
all26,common,S,ospa30_t6,8,2,G1|ALL,upper,39,11,0.41374380165289265,0.4999573002754821,,
all26,common,S,ospa30_t6,8,2,G2|ALL,lower,39,10,,0.2688772727272727,0.35146212121212117,
all26,common,S,ospa30_t6,8,2,G2|ALL,upper,39,10,,0.5004530303030303,0.5742030303030303,
all26,common,S,ospa30_t6,8,2,MIX|ALL,lower,39,10,,0.2688772727272727,,0.2534325757575758
all26,common,S,ospa30_t6,8,2,MIX|ALL,upper,39,10,,0.5004530303030303,,0.4927840909090909
all26,common,S,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,37,9,0.12962037037037036,0.2431969696969697,0.3349579124579124,0.22603619528619529
all26,common,S,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,37,9,0.3795757575757575,0.4843922558922558,0.5638367003367004,0.47420454545454543
all26,common,S,ospa30_t6,8,3,G1|ALL,lower,39,11,0.16696212121212123,0.26170661157024794,,
all26,common,S,ospa30_t6,8,3,G1|ALL,upper,39,11,0.4274876033057851,0.5137073002754821,,
all26,common,S,ospa30_t6,8,3,G2|ALL,lower,39,10,,0.2688772727272727,0.35146212121212117,
all26,common,S,ospa30_t6,8,3,G2|ALL,upper,39,10,,0.5200780303030303,0.5892931818181819,
all26,common,S,ospa30_t6,8,3,MIX|ALL,lower,39,10,,0.2688772727272727,,0.2534325757575758
all26,common,S,ospa30_t6,8,3,MIX|ALL,upper,39,10,,0.5200780303030303,,0.5093772727272727
all26,common,S,ospa30_t6,8,3,G1|G2|MIX|ALL,lower,37,9,0.12962037037037036,0.2431969696969697,0.3349579124579124,0.22603619528619529
all26,common,S,ospa30_t6,8,3,G1|G2|MIX|ALL,upper,37,9,0.39470707070707073,0.4995311447811448,0.5742146464646465,0.48680808080808075
all26,common,S,ospa30_t6,10,2,G1|ALL,lower,21,6,0.1389962121212121,0.1449431818181818,,
all26,common,S,ospa30_t6,10,2,G1|ALL,upper,21,6,0.27933712121212123,0.2528598484848485,,
all26,common,S,ospa30_t6,10,2,G2|ALL,lower,37,9,,0.2684158249158249,0.31979208754208754,
all26,common,S,ospa30_t6,10,2,G2|ALL,upper,37,9,,0.38079545454545455,0.4102979797979798,
all26,common,S,ospa30_t6,10,2,MIX|ALL,lower,39,10,,0.24357424242424242,,0.23050151515151515
all26,common,S,ospa30_t6,10,2,MIX|ALL,upper,39,10,,0.3532159090909091,,0.34657954545454545
all26,common,S,ospa30_t6,10,2,G1|G2|MIX|ALL,lower,17,3,0.060492424242424236,0.06321969696969697,0.04276515151515151,0.06731060606060606
all26,common,S,ospa30_t6,10,2,G1|G2|MIX|ALL,upper,17,3,0.29617424242424245,0.23571969696969697,0.16814393939393937,0.2506818181818182
all26,common,S,ospa30_t6,10,3,G1|ALL,lower,21,6,0.1389962121212121,0.1449431818181818,,
all26,common,S,ospa30_t6,10,3,G1|ALL,upper,21,6,0.28566287878787877,0.26132575757575754,,
all26,common,S,ospa30_t6,10,3,G2|ALL,lower,37,9,,0.2684158249158249,0.31979208754208754,
all26,common,S,ospa30_t6,10,3,G2|ALL,upper,37,9,,0.3873838383838384,0.41890656565656564,
all26,common,S,ospa30_t6,10,3,MIX|ALL,lower,39,10,,0.24357424242424242,,0.23050151515151515
all26,common,S,ospa30_t6,10,3,MIX|ALL,upper,39,10,,0.36214545454545455,,0.35564545454545454
all26,common,S,ospa30_t6,10,3,G1|G2|MIX|ALL,lower,17,3,0.060492424242424236,0.06321969696969697,0.04276515151515151,0.06731060606060606
all26,common,S,ospa30_t6,10,3,G1|G2|MIX|ALL,upper,17,3,0.2979924242424243,0.24098484848484847,0.1703030303030303,0.2551515151515152
all26,common,S,ospa30_t6,10,4,G1|ALL,lower,21,6,0.1402462121212121,0.14543560606060604,,
all26,common,S,ospa30_t6,10,4,G1|ALL,upper,21,6,0.29827651515151515,0.27456439393939397,,
all26,common,S,ospa30_t6,10,4,G2|ALL,lower,37,9,,0.26846632996632996,0.31979208754208754,
all26,common,S,ospa30_t6,10,4,G2|ALL,upper,37,9,,0.4034781144781144,0.4348468013468013,
all26,common,S,ospa30_t6,10,4,MIX|ALL,lower,39,10,,0.24386969696969696,,0.23075151515151515
all26,common,S,ospa30_t6,10,4,MIX|ALL,upper,39,10,,0.381130303030303,,0.3738666666666667
all26,common,S,ospa30_t6,10,4,G1|G2|MIX|ALL,lower,17,3,0.060492424242424236,0.06337121212121212,0.04276515151515151,0.06731060606060606
all26,common,S,ospa30_t6,10,4,G1|G2|MIX|ALL,upper,17,3,0.305719696969697,0.25246212121212125,0.17848484848484847,0.26958333333333334
all26,common,S,ospa30_t6,10,5,G1|ALL,lower,21,6,0.2200378787878788,0.22812500000000002,,
all26,common,S,ospa30_t6,10,5,G1|ALL,upper,21,6,0.4075378787878788,0.38077651515151517,,
all26,common,S,ospa30_t6,10,5,G2|ALL,lower,37,9,,0.3885,0.38622643097643095,
all26,common,S,ospa30_t6,10,5,G2|ALL,upper,37,9,,0.5502676767676768,0.5214486531986532,
all26,common,S,ospa30_t6,10,5,MIX|ALL,lower,39,10,,0.3604,,0.34863106060606064
all26,common,S,ospa30_t6,10,5,MIX|ALL,upper,39,10,,0.5289909090909092,,0.5253166666666667
all26,common,S,ospa30_t6,10,5,G1|G2|MIX|ALL,lower,17,3,0.13174242424242424,0.12708333333333333,0.08848484848484849,0.12924242424242424
