replicate,workers,spearman,median2_ari,train_buildings,test_buildings,cohort,variant,panel,metric
71,24,0.3069565217391304,-0.04545454545454544,"[""S9hNv5qa7GM"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
72,24,0.3460869565217391,-0.04545454545454544,"[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
73,24,0.39999999999999997,-0.01641414141414141,"[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
74,24,0.44260869565217387,0.0707070707070707,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,ospa30
75,24,0.568695652173913,0.0707070707070707,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""yqstnuAEVhm""]","[""B6ByNegPMKs"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
76,24,0.4956521739130434,0.0707070707070707,"[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
77,24,0.6852173913043478,0.21590909090909088,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""uNb9QFRL6hY""]","[""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
78,24,0.766086956521739,0.21590909090909088,"[""2t7WUuJeko7"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
79,24,0.7895652173913044,0.6805555555555555,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
80,24,0.7304347826086957,0.41919191919191917,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,ospa30
81,22,0.4511575381140599,0.02809917355371903,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
82,24,0.5669565217391304,0.21590909090909088,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""X7HyMhZNoso"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""wc2JMjhGNzB"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,ospa30
83,23,0.6205533596837945,-0.029614325068870528,"[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB""]",all26,no_known_time_adjustment,paired,ospa30
84,24,0.46434782608695646,-0.01641414141414141,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
85,24,0.6139130434782608,0.21590909090909088,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
86,24,0.5860869565217391,-0.01641414141414141,"[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,ospa30
87,24,0.5478260869565217,0.0707070707070707,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
88,24,0.6756521739130433,0.41919191919191917,"[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
89,24,0.5895652173913043,0.21590909090909088,"[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,ospa30
90,24,0.72,0.0707070707070707,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""zsNo4HB9uLZ""]","[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
91,24,0.697391304347826,0.21590909090909088,"[""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
92,24,0.7504347826086956,0.21590909090909088,"[""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""wc2JMjhGNzB""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
93,24,0.7078260869565216,0.21590909090909088,"[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY""]","[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
94,24,0.46173913043478254,-0.01641414141414141,"[""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pRbA3pwrgk9"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,ospa30
95,23,0.5652173913043479,0.04958677685950413,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
96,24,0.58,0.21590909090909088,"[""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
97,23,0.3221343873517787,-0.04545454545454546,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""UwV83HsGsw3"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
98,24,0.6426086956521738,0.21590909090909088,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""S9hNv5qa7GM"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,ospa30
99,23,0.7895256916996048,0.6673553719008265,"[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,ospa30
0,20,0.9774436090225563,1.0,"[""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",current20,no_known_time_adjustment,all_timed,log_time
1,20,0.9834586466165413,1.0,"[""2t7WUuJeko7"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",current20,no_known_time_adjustment,all_timed,log_time
2,20,0.9759398496240601,1.0,"[""2t7WUuJeko7"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",current20,no_known_time_adjustment,all_timed,log_time
3,20,0.9593984962406013,1.0,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",current20,no_known_time_adjustment,all_timed,log_time
4,20,0.9789473684210527,1.0,"[""2t7WUuJeko7"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",current20,no_known_time_adjustment,all_timed,log_time
5,20,0.9669172932330825,1.0,"[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""yqstnuAEVhm""]",current20,no_known_time_adjustment,all_timed,log_time
6,20,0.9383458646616539,0.62,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",current20,no_known_time_adjustment,all_timed,log_time
7,20,0.9759398496240601,1.0,"[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""b8cTxDM8gDG"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",current20,no_known_time_adjustment,all_timed,log_time
