condition,metric,partition,nominal_cut,k,images,buildings,next_uncovered,fixed_expected_clusters,fixed_unseen_pool_mass,minority_unseen_mass
manual,image,representative,12,8,45,14,0.25760042839674463,3.3316591687677968,0.16293898528116685,0.040149716551679315
manual,image,representative,12,9,45,14,0.24673111488900965,3.5827570742549204,0.1461059955524209,0.033208139302283758
manual,image,representative,12,10,45,14,0.2372821720771198,3.824200315221987,0.13085637594580377,0.027153295709039967
manual,image,representative,12,11,45,14,0.22896819018896911,4.0572915498483093,0.11688272764068409,0.021908035483068355
manual,image,representative,12,12,45,14,0.22157924263658546,4.2830720449888577,0.10395464751503744,0.017399983020796855
manual,image,representative,12,13,45,14,0.2149567671493009,4.5023870377805411,0.091896095648925549,0.013561537403960914
manual,image,representative,12,14,45,14,0.20897816878949377,4.7159316274876915,0.080570339793064799,0.010329872399603493
manual,image,representative,12,15,45,14,0.20354675374529999,4.9242836506583307,0.069869723319603755,0.0076469364600750709
manual,image,representative,12,16,45,14,0.19858507450780974,5.12792777883638,0.059708548993475892,0.005459452723033646
manual,image,representative,12,17,45,14,0.1940304721692975,5.3272737160570873,0.050017966496535976,0.003718919011444726
manual,image,representative,12,18,45,14,0.1898319690310537,5.5226704112058806,0.040742154951592835,0.0023816078335813398
manual,sphere,complete,6,1,45,14,0.64525724353336866,0.99999999999999989,0.75445682380945078,0.2269576448047092
manual,sphere,complete,6,2,45,14,0.53660881377106084,1.7886072009184142,0.61899922691244824,0.19968586481018277
manual,sphere,complete,6,3,45,14,0.48075093089574628,2.466430999092192,0.52526710933509513,0.17482028850456224
manual,sphere,complete,6,4,45,14,0.44426990981462205,3.0704341204695664,0.4554594613620227,0.15221712207902352
manual,sphere,complete,6,5,45,14,0.41730206664024588,3.6218258138996688,0.40055770690330006,0.13173798591513097
manual,sphere,complete,6,6,45,14,0.39593456127668897,4.1338099019280881,0.35546662601595608,0.11324991458483719
manual,sphere,complete,6,7,45,14,0.3782457348949026,4.6150195164196601,0.31715159279513616,0.096625356850482985
manual,sphere,complete,6,8,45,14,0.36314421216897996,5.0713403224472451,0.28372333870520416,0.081742175664797523
manual,sphere,complete,6,9,45,14,0.34994777498815727,5.5069355851294874,0.25395730557790391,0.068483648170898276
