image_id,building_id,mode,config,lookahead,min_support,epsilon,permutation_threshold,common_n,k_max,q95_possible,q95_conservative,q95_status,q95_terminal_stable_n,q95_terminal_changing_n,q95_terminal_unknown_n,q95_terminal_multi_stable_n,q95_mean_unknown_fraction,q95_terminal_member_failure_n,q95_terminal_share_failure_n,q95_terminal_promotion_failure_n,q95_at_conservative_stable_n,q95_at_conservative_multi_stable_n,q95_tail_min_stable_n,q95_tail_min_multi_stable_n,ospa_possible,ospa_conservative,ospa_status,ospa_terminal_stable_n,ospa_terminal_changing_n,ospa_terminal_unknown_n,ospa_terminal_multi_stable_n,ospa_mean_unknown_fraction,q95_full_pool_n,q95_full_pool_status,q95_full_pool_invalid_n,q95_full_pool_cluster_count,q95_full_pool_cluster_sizes,q95_full_pool_m2_clusters,q95_full_pool_m3_clusters,source_curves,source_windows,source_geometry,building_high_n_images,same_building_transfer_eligible,building_common_n,q95_building_budget_possible,q95_building_budget_conservative,q95_building_budget_status,q95_building_budget_terminal_stable_n,q95_building_budget_terminal_changing_n,q95_building_budget_terminal_unknown_n,q95_terminal_m2_multi_stable_n,q95_at_conservative_m2_multi_stable_n
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,24,19,8.0,8.0,identified,200,0,0,199,0.0681578947368421,0,0,0,172.0,119.0,172.0,119.0,,,not_reached,122,78,0,122,0.175,25,unique,0,4.0,"[22,1,1,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,8.0,8.0,identified,199.0,1.0,0.0,0.0,0.0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,24,19,8.0,8.0,identified,200,0,0,196,0.0642105263157894,0,0,0,183.0,106.0,183.0,106.0,,,not_reached,113,87,0,113,0.1676315789473684,24,unique,0,3.0,"[22,1,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,8.0,8.0,identified,200.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,24,19,9.0,9.0,identified,200,0,0,200,0.0655263157894737,0,0,0,163.0,127.0,163.0,127.0,10.0,,unknown,126,3,71,126,0.3960526315789474,25,unique,0,4.0,"[22,1,1,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,9.0,9.0,identified,200.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,24,19,8.0,8.0,identified,200,0,0,195,0.0621052631578947,0,0,0,176.0,104.0,176.0,104.0,8.0,,unknown,137,0,63,137,0.3989473684210526,24,unique,0,3.0,"[22,1,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,8.0,8.0,identified,200.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,24,19,7.0,7.0,identified,200,0,0,189,0.0618421052631579,0,0,0,162.0,76.0,162.0,76.0,7.0,7.0,identified,200,0,0,189,0.0618421052631579,25,unique,0,3.0,"[23,1,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,7.0,7.0,identified,200.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,24,19,5.0,5.0,identified,200,0,0,157,0.0584210526315789,0,0,0,174.0,42.0,174.0,42.0,5.0,5.0,identified,200,0,0,157,0.0584210526315789,24,unique,0,2.0,"[23,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,with_workers,q_0.950,5,2,0.1,0.8,24,19,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,0,0,0,200.0,0.0,200.0,0.0,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,24,unique,0,1.0,[24],1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,4,True,23,1.0,2.0,finite_interval,200.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,without_workers,q_0.950,5,2,0.1,0.8,24,19,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,0,0,0,200.0,0.0,200.0,0.0,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,24,unique,0,1.0,[24],1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,4,True,23,1.0,2.0,finite_interval,200.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,with_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,6,128,66,6,0.4591666666666666,0,98,102,,,,,,,not_reached,8,192,0,8,0.1908333333333333,23,unique,0,7.0,"[5,5,4,4,2,2,1]",6.0,4.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,4,True,23,,,not_reached,6.0,128.0,66.0,6.0,
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,without_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,6,128,66,6,0.4591666666666666,0,98,102,,,,,,,not_reached,8,192,0,8,0.1908333333333333,23,unique,0,7.0,"[5,5,4,4,2,2,1]",6.0,4.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,4,True,23,,,not_reached,6.0,128.0,66.0,6.0,
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,with_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,129,71,0,125,0.0597368421052631,0,0,71,,,,,14.0,,unknown,3,11,186,3,0.6676315789473685,25,unique,0,2.0,"[23,2]",2.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,4,True,23,,,not_reached,129.0,71.0,0.0,110.0,
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,without_workers,q_0.950,5,2,0.1,0.8,24,19,5.0,5.0,identified,200,0,0,164,0.0573684210526315,0,0,0,165.0,39.0,165.0,39.0,13.0,,unknown,0,0,200,0,0.6897368421052631,24,unique,0,2.0,"[23,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,4,True,23,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,with_workers,q_0.950,5,2,0.1,0.8,23,18,15.0,16.0,finite_interval,193,6,1,193,0.4299999999999999,0,6,0,167.0,167.0,167.0,167.0,,,not_reached,47,80,73,47,0.5552777777777778,23,unique,0,3.0,"[15,7,1]",2.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,4,True,23,15.0,16.0,finite_interval,193.0,6.0,1.0,193.0,167.0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,without_workers,q_0.950,5,2,0.1,0.8,23,18,15.0,16.0,finite_interval,193,6,1,193,0.4299999999999999,0,6,0,167.0,167.0,167.0,167.0,,,not_reached,47,80,73,47,0.5552777777777778,23,unique,0,3.0,"[15,7,1]",2.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,4,True,23,15.0,16.0,finite_interval,193.0,6.0,1.0,193.0,167.0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,with_workers,q_0.950,5,2,0.1,0.8,24,19,15.0,15.0,identified,195,5,0,195,0.081578947368421,0,5,0,168.0,168.0,168.0,168.0,8.0,,unknown,112,6,82,112,0.4176315789473684,25,unique,0,6.0,"[20,1,1,1,1,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,1,False,24,15.0,15.0,identified,195.0,5.0,0.0,0.0,0.0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,without_workers,q_0.950,5,2,0.1,0.8,24,19,14.0,14.0,identified,197,3,0,197,0.0778947368421052,0,3,0,167.0,166.0,167.0,166.0,8.0,,unknown,123,2,75,123,0.42,24,unique,0,5.0,"[20,1,1,1,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,1,False,24,14.0,14.0,identified,197.0,3.0,0.0,0.0,0.0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,with_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,96,104,0,96,0.1236111111111111,0,33,101,,,,,,,not_reached,57,78,65,57,0.4672222222222221,23,unique,0,6.0,"[15,3,2,1,1,1]",3.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,7,True,23,,,not_reached,96.0,104.0,0.0,96.0,
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,without_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,96,104,0,96,0.1236111111111111,0,33,101,,,,,,,not_reached,57,78,65,57,0.4672222222222221,23,unique,0,6.0,"[15,3,2,1,1,1]",3.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,7,True,23,,,not_reached,96.0,104.0,0.0,96.0,
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,with_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,72,128,0,72,0.1031578947368421,0,38,123,,,,,,,not_reached,98,102,0,98,0.105,26,unique,0,6.0,"[17,3,2,2,1,1]",4.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,7,True,23,,,not_reached,66.0,134.0,0.0,72.0,
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,without_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,110,90,0,110,0.0939473684210526,0,20,90,,,,,19.0,19.0,identified,168,32,0,168,0.0963157894736842,24,unique,0,5.0,"[17,3,2,1,1]",3.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,7,True,23,,,not_reached,106.0,94.0,0.0,110.0,
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,with_workers,q_0.950,5,2,0.1,0.8,23,18,13.0,,unknown,0,0,200,0,0.5827777777777777,0,0,0,,,,,,,not_reached,42,158,0,42,0.2019444444444444,23,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,7,True,23,13.0,,unknown,0.0,0.0,200.0,0.0,
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,without_workers,q_0.950,5,2,0.1,0.8,23,18,13.0,,unknown,0,0,200,0,0.5827777777777777,0,0,0,,,,,,,not_reached,42,158,0,42,0.2019444444444444,23,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,7,True,23,13.0,,unknown,0.0,0.0,200.0,0.0,
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,with_workers,q_0.950,5,2,0.1,0.8,24,19,5.0,5.0,identified,200,0,0,141,0.0557894736842105,0,0,0,176.0,41.0,176.0,41.0,5.0,5.0,identified,200,0,0,141,0.0557894736842105,25,unique,0,2.0,"[24,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,7,True,23,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,without_workers,q_0.950,5,2,0.1,0.8,24,19,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,0,0,0,200.0,0.0,200.0,0.0,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,24,unique,0,1.0,[24],1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,7,True,23,1.0,2.0,finite_interval,200.0,0.0,0.0,0.0,0.0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,with_workers,q_0.950,5,2,0.1,0.8,24,19,16.0,,unknown,1,4,195,1,0.7136842105263158,0,3,3,,,,,,,not_reached,1,179,20,1,0.413157894736842,25,unknown_invalid_geometry,1,10.0,,5.0,3.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,7,True,23,16.0,,unknown,1.0,14.0,185.0,1.0,
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,without_workers,q_0.950,5,2,0.1,0.8,24,19,15.0,,unknown,0,0,200,0,0.7297368421052631,0,0,0,,,,,,,not_reached,1,183,16,1,0.4015789473684211,24,unknown_invalid_geometry,1,9.0,,5.0,3.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,7,True,23,15.0,,unknown,0.0,5.0,195.0,0.0,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,with_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,9,191,0,9,0.1844736842105263,0,179,107,,,,,,,not_reached,5,195,0,5,0.1971052631578947,26,unique,0,12.0,"[9,4,3,2,1,1,1,1,1,1,1,1]",4.0,3.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,7,True,23,,,not_reached,6.0,194.0,0.0,9.0,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,without_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,26,174,0,26,0.1655263157894737,0,166,98,,,,,,,not_reached,7,193,0,7,0.1773684210526316,24,unique,0,10.0,"[9,4,3,2,1,1,1,1,1,1]",4.0,3.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,7,True,23,,,not_reached,20.0,180.0,0.0,26.0,
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,with_workers,q_0.950,5,2,0.1,0.8,24,19,5.0,5.0,identified,200,0,0,141,0.0557894736842105,0,0,0,176.0,41.0,176.0,41.0,7.0,7.0,identified,200,0,0,191,0.0734210526315789,25,unique,0,2.0,"[24,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,7,True,23,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,without_workers,q_0.950,5,2,0.1,0.8,24,19,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,0,0,0,200.0,0.0,200.0,0.0,5.0,5.0,identified,200,0,0,165,0.0689473684210526,24,unique,0,1.0,[24],1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,7,True,23,1.0,2.0,finite_interval,200.0,0.0,0.0,0.0,0.0
