base_task_id,building_id,stage,k_valid,replicates,full_quality_eligible_k,full_structure_status,full_resolved,partition_unique_rate,resolved_rate,supported_multimodal_rate,not_evaluable_rate,resolved_only_quality,resolved_quality_replicates,delivery_adjusted_quality,full_output_recovery_rate,full_output_recovery_replicates,mean_distance_to_full_output,generic_multimodality_status_reproduction_rate,generic_multimodality_status_reproduction_replicates
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,3,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9751566038,200,0.9751566038,1.0,200,0.004966392135792628,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,4,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.97803274185,200,0.97803274185,1.0,200,0.004240232397415677,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,5,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.98007807555,200,0.98007807555,1.0,200,0.0038218019379393283,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,6,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9813453584,200,0.9813453584,1.0,200,0.003472892254424832,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,7,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.98098897755,200,0.98098897755,1.0,200,0.0035974516483239767,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,8,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.98201894125,200,0.98201894125,1.0,200,0.003263248358461985,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,9,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.98230268005,200,0.98230268005,1.0,200,0.00325097365921573,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,10,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9824630614,200,0.9824630614,1.0,200,0.0029109652790361364,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,11,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9827110099,200,0.9827110099,1.0,200,0.0028077357504872873,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,12,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9829791309,200,0.9829791309,1.0,200,0.002432747991686165,,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,13,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9827433528,200,0.9827433528,1.0,200,0.002422366100511753,,0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,3,200,19,supported_multimodal,False,1.0,0.595,0.0,0.405,0.8335051877310924,119,0.4959355867,,0,,0.0,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,4,200,19,supported_multimodal,False,1.0,0.77,0.135,0.095,0.831042037987013,154,0.63990236925,,0,,0.135,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,5,200,19,supported_multimodal,False,1.0,0.515,0.465,0.02,0.8398417385436893,103,0.43251849535,,0,,0.465,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,6,200,19,supported_multimodal,False,1.0,0.26,0.74,0.0,0.8490340961538462,52,0.220748865,,0,,0.74,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,7,200,19,supported_multimodal,False,1.0,0.11,0.89,0.0,0.86055783,22,0.0946613613,,0,,0.89,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,8,200,19,supported_multimodal,False,1.0,0.045,0.955,0.0,0.8655109155555555,9,0.0389479912,,0,,0.955,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,9,200,19,supported_multimodal,False,1.0,0.01,0.99,0.0,0.87666914,2,0.0087666914,,0,,0.99,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,10,200,19,supported_multimodal,False,1.0,0.005,0.995,0.0,0.84985462,1,0.0042492731,,0,,0.995,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,11,200,19,supported_multimodal,False,1.0,0.0,1.0,0.0,,0,0.0,,0,,1.0,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,12,200,19,supported_multimodal,False,1.0,0.0,1.0,0.0,,0,0.0,,0,,1.0,200
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,13,200,19,supported_multimodal,False,1.0,0.0,1.0,0.0,,0,0.0,,0,,1.0,200
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,3,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.97710495985,200,0.97710495985,1.0,200,0.004922463767909477,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,4,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.9768022555,200,0.9768022555,1.0,200,0.004589919281501284,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,5,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.97857873915,200,0.97857873915,1.0,200,0.004404883227074041,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,6,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.97930448965,200,0.97930448965,1.0,200,0.003951240888555169,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,7,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.9797568611,200,0.9797568611,1.0,200,0.003560632139190677,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,8,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.97971642065,200,0.97971642065,1.0,200,0.0031993427440418372,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,9,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.97989056485,200,0.97989056485,1.0,200,0.0029504701113699,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,10,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.98008789755,200,0.98008789755,1.0,200,0.0027648598235664144,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,11,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.9795144993,200,0.9795144993,1.0,200,0.0023874224319594657,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,12,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.9796133179000001,200,0.9796133179000001,1.0,200,0.002577091177063608,,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,P1,13,200,17,unimodal,True,1.0,1.0,0.0,0.0,0.97911311955,200,0.97911311955,1.0,200,0.0017529647272420063,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,3,200,20,not_evaluable,False,0.995,0.285,0.0,0.715,0.7674490485964912,57,0.21872297885,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,4,200,20,not_evaluable,False,0.985,0.47,0.02,0.51,0.7671017795744681,94,0.3605378364,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,5,200,20,not_evaluable,False,0.98,0.595,0.08,0.325,0.7659911471428571,119,0.45576473255,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,6,200,20,not_evaluable,False,0.95,0.6,0.2,0.2,0.7645442281666667,120,0.4587265369,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,7,200,20,not_evaluable,False,0.915,0.465,0.37,0.165,0.7649406162365592,93,0.35569738655,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,8,200,20,not_evaluable,False,0.91,0.36,0.505,0.135,0.7669513925,72,0.2761025013,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,9,200,20,not_evaluable,False,0.865,0.22,0.62,0.16,0.7665935584090909,44,0.16865058285,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,10,200,20,not_evaluable,False,0.83,0.135,0.685,0.18,0.7679001459259259,27,0.1036665197,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,11,200,20,not_evaluable,False,0.78,0.035,0.745,0.22,0.7956363542857142,7,0.027847272399999998,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,12,200,20,not_evaluable,False,0.715,0.01,0.705,0.285,0.80151248,2,0.0080151248,,0,,,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,P1,13,200,20,not_evaluable,False,0.64,0.0,0.64,0.36,,0,0.0,,0,,,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,P1,3,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.96710690195,200,0.96710690195,1.0,200,0.007281011936626838,,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,P1,4,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9710620678,200,0.9710620678,1.0,200,0.005926697014630574,,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,P1,5,200,18,dominant_with_dissent,True,1.0,1.0,0.0,0.0,0.9731720205,200,0.9731720205,1.0,200,0.005328533132671616,,0
