base_task_id,building_id,stage,k_from,k_to,replicates,material_output_change_rate,mean_output_distance_when_both_resolved,delivery_adjusted_quality_gain,resolved_pair_quality_gain,resolved_pair_replicates
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,11,12,200,0.0,,0.0,,0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,12,13,200,0.0,,0.0,,0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,3,4,200,0.0,0.007128567182811703,0.00024188524999999684,0.00024188524999999684,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,4,5,200,0.0,0.007152193621447844,0.0022595908499999967,0.0022595908499999967,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,5,6,200,0.0,0.0055718123286152355,-0.0009037344499999989,-0.0009037344499999989,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,6,7,200,0.0,0.005653725453381163,0.0009722833999999986,0.0009722833999999986,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,7,8,200,0.0,0.0057418286013958516,-0.0005237076999999978,-0.0005237076999999978,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,8,9,200,0.0,0.005723282439449765,-0.00050615405,-0.00050615405,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,9,10,200,0.0,0.004924870702094033,-0.0014741299999999973,-0.0014741299999999973,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,10,11,200,0.0,0.004387288537892705,0.0010135182499999968,0.0010135182499999968,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,11,12,200,0.0,0.005199426403775929,-0.000972880299999998,-0.000972880299999998,200
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,12,13,200,0.0,0.004758703486845375,0.0005471956999999977,0.0005471956999999977,200
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,3,4,200,0.365,0.006504713673480944,-0.03497055995836333,-0.0009895793621547218,92
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,4,5,200,0.305,0.007629991276526949,-0.07138692569143679,0.0006040538343638446,87
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,5,6,200,0.24,0.008019444103285934,-0.16027427931809674,0.003603926370799973,69
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,6,7,200,0.195,0.005746916488620483,-0.10063161834900135,-0.0007523373062610928,46
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,7,8,200,0.1,0.0030637985384111936,-0.06700362743368672,0.0006086652804100485,38
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,8,9,200,0.09,0.005462585924785102,-0.06747392819037837,4.845557842280801e-05,25
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,9,10,200,0.08,0.0027934808835638095,-0.05774752550762073,-0.0006575137722744779,13
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,10,11,200,0.04,0.0030249954186099626,-0.03852578952819751,-0.0036260456065496344,7
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,11,12,200,0.015,0.005826473332553483,-0.014339808151116268,0.0014030580797439185,4
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,C1,12,13,200,0.015,0.00862246210869344,-0.014451516191415633,-0.007358535042333636,1
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,3,4,200,0.065,0.0049073803190138,0.0626566196,0.0005782874193548375,186
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,4,5,200,0.005,0.004880203893912552,0.006032467049999999,0.0011785625628140692,199
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,5,6,200,0.0,0.0036580961727543785,0.000803343749999999,0.000803343749999999,200
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,6,7,200,0.0,0.002509594360764208,0.00018230560000000228,0.00018230560000000228,200
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,7,8,200,0.0,0.00264467535684007,0.0018471561000000013,0.0018471561000000013,200
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,8,9,200,0.0,0.002621442705858793,-5.205269999999984e-05,-5.205269999999984e-05,200
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,9,10,200,0.0,0.001991996813634889,0.0011185005000000003,0.0011185005000000003,200
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,10,11,200,0.0,0.001732269426526421,0.00010403990000000251,0.00010403990000000251,200
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,11,12,200,0.0,0.001972494726952664,0.00039231485000000175,0.00039231485000000175,200
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,P1,12,13,200,0.0,0.002330584555145244,0.00010043029999999898,0.00010043029999999898,200
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,3,4,200,0.185,0.0038632691591360424,0.12160629753384679,0.0025287159989448187,149
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,4,5,200,0.135,0.0036890649140696903,0.01996106764889014,0.002481707347744164,168
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,5,6,200,0.11,0.003024926206552875,-0.08763081697984806,-0.0013499232225985293,163
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,6,7,200,0.065,0.0022362563907084077,-0.06199092757596705,0.0007288687160476219,152
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,7,8,200,0.06,0.002111105875193809,-0.058036689400001666,0.0003934836532504918,140
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,8,9,200,0.04,0.001965264793203233,-0.03893416103029564,0.0002028731931981905,132
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,9,10,200,0.06,0.00177652979788032,-0.057578679921347145,0.0010468806265556138,120
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,10,11,200,0.06,0.0018497776544228956,-0.057632545407713696,0.0013944353367997522,108
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,11,12,200,0.075,0.001497053439182691,-0.07331692224857225,-0.0001528396665317792,93
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,C1,12,13,200,0.085,0.0005982258176965659,-0.0822406309958482,0.0007403665419071474,76
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,3,4,200,0.4,0.005843065593870153,-0.010704665370524283,0.007473835070803601,113
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,4,5,200,0.3,0.0054343709934088795,-0.20759314148021268,0.0011838879312815328,98
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,5,6,200,0.195,0.0035931771172628807,-0.13715188676113108,0.0012660776270884415,71
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,6,7,200,0.17,0.003587466265016988,-0.1339371711140807,-0.003219246401777166,45
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,7,8,200,0.115,0.0037791424592436315,-0.07009877314066187,0.004370921166392085,29
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,8,9,200,0.07,0.005682577756402042,-0.06754431085158362,0.0010334477175002524,19
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,9,10,200,0.06,0.0041066142842392595,-0.05760208802147127,0.011738660128878269,7
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,10,11,200,0.02,0.0029090518078199734,-0.01928558016001123,0.010597489133422325,3
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,11,12,200,0.01,0.0,-0.009810167768316932,0.0,1
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,C1,12,13,200,0.005,,-0.0048171873643478155,,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,3,4,200,0.0,0.004057078017697158,0.002315281750000001,0.002315281750000001,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,4,5,200,0.0,0.00292070239879349,0.001872160600000004,0.001872160600000004,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,5,6,200,0.0,0.0024869052093106215,0.0011811297500000024,0.0011811297500000024,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,6,7,200,0.0,0.0024246080083596307,0.002464188999999999,0.002464188999999999,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,7,8,200,0.0,0.0023962616712986827,0.0009227647499999986,0.0009227647499999986,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,8,9,200,0.0,0.0018471740532325792,-0.0001978087500000003,-0.0001978087500000003,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,9,10,200,0.0,0.0019426140877960396,0.0009541039000000018,0.0009541039000000018,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,10,11,200,0.0,0.001871283562508333,0.0002464785000000025,0.0002464785000000025,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,11,12,200,0.0,0.0016781779870334917,-0.0005776101999999994,-0.0005776101999999994,200
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,P1,12,13,200,0.0,0.0017945007855166189,0.00014830134999999967,0.00014830134999999967,200
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,3,4,200,0.185,0.0017507575715756101,0.12278668615,-0.0003065496721311497,61
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,4,5,200,0.305,0.0011270405041476814,0.1099132884,-4.86589610389621e-05,77
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,5,6,200,0.28,0.003327017531331042,0.034002513399999997,0.003678454123711333,97
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,6,7,200,0.275,0.0016373896283623486,-0.1209085694,0.00038643977011494076,87
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,7,8,200,0.22,0.003262208562731288,-0.07652657065,0.0030248513432835768,67
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,8,9,200,0.215,0.003239026732928354,-0.1597496851,-0.00022273236842105422,38
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,9,10,200,0.115,0.0027835473216550758,-0.0923234905,0.004255401176470582,17
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,10,11,200,0.065,0.006190782353605484,-0.05413199205,-0.008219497500000006,4
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,11,12,200,0.01,0.0,-0.00733622805,0.0,2
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,P1,12,13,200,0.01,,-0.0086924089,,0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,3,4,200,0.145,0.0005602580754881023,0.11392372815,0.004019486000000001,35
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,4,5,200,0.18,0.001533534814710274,0.14151278485,0.009043154406779661,59
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,5,6,200,0.2,0.0010794529528277018,0.10498121135,0.006779855903614459,83
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,6,7,200,0.275,0.0005063397066053984,0.0938624923,0.003538832083333334,96
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,7,8,200,0.175,0.001126138252946827,-0.038151218199999996,0.007078632432432433,111
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,8,9,200,0.155,0.001288341443907198,-0.0255994446,0.007761048857142858,105
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,9,10,200,0.225,0.0014113793167947403,-0.1502220385,0.008643950256410257,78
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,10,11,200,0.19,0.0020139408032007733,-0.14111193335,0.012317285200000002,50
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,11,12,200,0.09,0.0010663923817218262,-0.08557414284999999,0.007150270277777781,36
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,P1,12,13,200,0.08,0.0002347636637487771,-0.07858615014999999,0.001459096500000001,20
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,3,4,200,0.0,0.003701706310004926,0.001400913899999998,0.001400913899999998,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,4,5,200,0.0,0.0023876483799868246,0.0013468091000000005,0.0013468091000000005,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,5,6,200,0.0,0.0025670346574381197,0.0007315710499999984,0.0007315710499999984,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,6,7,200,0.0,0.002523978928186914,-5.210399999996951e-06,-5.210399999996951e-06,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,7,8,200,0.0,0.002773947015093088,0.0017983898499999973,0.0017983898499999973,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,8,9,200,0.0,0.0021033813113995087,-0.0008546487999999991,-0.0008546487999999991,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,9,10,200,0.0,0.002000629887960197,0.001878160699999999,0.001878160699999999,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,10,11,200,0.0,0.001725013013923769,-0.00043834044999999875,-0.00043834044999999875,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,11,12,200,0.0,0.0016313432681456142,0.0017462121499999988,0.0017462121499999988,200
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,P1,12,13,200,0.0,0.001404378742052248,-0.0001126592999999998,-0.0001126592999999998,200
