image_id,condition,cut,n,mean_abs_seen_count_difference,mean_abs_supported_count_difference,max_abs_supported_count_difference
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,0.2,5,0.036,0.01,0.05
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,0.05,23,0.533975155279,0.198571428571,0.382665557173
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,0.1,23,0.223474332851,0.0547619128692,0.152196499153
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,0.2,23,0.0599203317164,0.033021100955,0.102371541501
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,0.05,23,0.227076817322,0.158391230697,0.29438735178
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,0.1,23,0.410062111801,0.0927047436224,0.261529917563
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,0.2,23,0.0397525745571,0.0349313143036,0.117628458499
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,0.05,23,0.295217391304,0.178908747208,0.420807453417
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,0.1,23,0.0306852842713,0.0440681097829,0.110649053463
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,0.2,23,0.0251088926995,0.0297284627618,0.0968944099372
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,0.05,6,0.031666666667,0.00666666666667,0.02
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,0.1,6,0.0466666666667,0.0133333333333,0.05
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,0.2,6,0.0211111111113,0.01,0.04
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,0.05,6,0,0,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,0.1,6,0,0,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,0.2,6,0,0,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,0.05,4,0,0,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,0.1,4,0.0341666666667,0.0341666666668,0.086666666667
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,0.2,4,0,0,0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,0.05,24,0.106574074074,0.0407388049064,0.0936231884062
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,0.1,24,0.149746376812,0.0826185770751,0.174782608696
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,0.2,24,0.127626811594,0.00349637681158,0.083043478261
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,0.05,23,0.0382341099347,0.0387376328775,0.171693958214
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,0.1,23,0.225217391304,0.193913043478,0.425478914678
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,0.2,23,0.115863795939,0.0467973852832,0.148224910102
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,0.05,24,0.587803030303,0.130643939394,0.295573122529
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,0.1,24,0.206666666667,0.0465958498024,0.140553359684
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,0.2,24,0.0270712560385,0.00182971014492,0.033043478261
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,0.05,24,0.21162037037,0.0393545389057,0.092731188586
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,0.1,24,0.364340277778,0.0801336736933,0.245072463768
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,0.2,24,0.0776515151516,0.018446969697,0.04
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,0.1,5,0.014,0.014,0.03
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,0.2,5,0.042,0.042,0.09
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,0.05,5,0.014,0.004,0.02
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,0.1,5,0.032,0.016,0.08
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,0.2,5,0.036,0.008,0.04
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.05,5,0.13,0.076,0.2
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.1,5,0.016,0.012,0.06
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.2,5,0.03,0.016,0.08
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.05,5,0.012,0.012,0.03
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.1,5,0.126,0.08,0.21
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.2,5,0.026,0.008,0.04
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.1,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.2,5,0.018,0.018,0.04
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.05,4,0.0308333333332,0.0308333333332,0.07
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.1,4,0.0208333333332,0.0208333333333,0.053333333333
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.2,4,0.01,0.0075,0.03
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.05,24,0.464338624339,0.312360745133,0.629333307694
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.1,24,0.0678474182822,0.0373326432021,0.160724637682
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.2,24,0.0304861111111,0.00152777777779,0.036666666667
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,0.05,5,0,0,0
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,0.1,5,0,0,0
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,0.2,5,0,0,0
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,0.1,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,0.2,5,0.014,0.014,0.05
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,0.1,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,0.2,5,0,5.55111512313e-17,2.77555756157e-16
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,0.05,5,0.124,0.124,0.27
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,0.1,5,0.014,0.002,0.01
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,0.2,5,0.014,0.002,0.01
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,0.1,5,0.018,0.018,0.05
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,0.2,5,0.03,0.018,0.07
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,0.05,24,0.931005291005,0.535794618023,1.03551218199
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,0.1,24,0,0,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,0.2,24,0,0,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,0.05,24,0.489756944445,0.197613217415,0.467786561265
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,0.1,24,0,0,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,0.2,24,0,0,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,0.05,24,0.143591269841,0.123234126984,0.249565217391
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,0.1,24,0.226237922705,0.0503442028986,0.149420289855
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,0.2,24,0,0,0
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,0.05,6,0.00777777777733,0.00777777777772,0.02
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,0.1,6,0.035555555556,0.0355555555556,0.1
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,0.2,6,0.015,0.0150000000001,0.036666666667
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.05,6,0.046111111111,0.046111111111,0.103333333333
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.1,6,0.019444444444,0.0194444444444,0.05
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.2,6,0.0172222222227,0.0172222222223,0.0466666666667
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,0.05,4,0.134166666666,0.0816666666665,0.326666666666
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,0.1,4,0,0,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,0.2,4,0,0,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,0.05,24,0.534153439153,0.429831362277,0.752523700556
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,0.1,24,0.0354861111111,0.000138888888875,0.003333333333
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,0.2,24,0,0,0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.05,7,0.16380952381,0.0734013605446,0.192857142857
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.1,7,0.0157142857141,0.0142857142856,0.043809523809
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.2,7,0.0203401360544,0.0174829931973,0.046190476191
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,0.05,5,0.024,0.008,0.04
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,0.1,5,0.006,0.002,0.01
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,0.2,5,0.002,1.11022302463e-17,5.55111512313e-17
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,0.05,23,0.0456941546169,0.0619158912922,0.15747035573
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,0.1,23,0.0445638671351,0.0224590562158,0.078067401706
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,0.2,23,0.0405368981827,0.0446263278061,0.11475913103
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.05,5,0.042,0.042,0.1
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.1,5,0,0,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.2,5,0,0,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,0.05,4,0,0,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,0.1,4,0.130833333333,0.130833333333,0.33
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,0.2,4,0.0125,0.005,0.02
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,0.05,23,0.531304347826,0.259346049433,0.48276055752
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,0.1,23,0.0354473871568,0.0368334427956,0.088023715416
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,0.2,23,0.0640117349569,0.0405052323296,0.12576451009
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,0.05,24,0.260511363636,0.101350461133,0.211780736426
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,0.1,24,0.153760683761,0.110033444816,0.401594202898
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,0.2,24,0.0228472222222,0.000138888888875,0.003333333333
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,0.05,23,0.285635234331,0.0774035231624,0.184782608695
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,0.1,23,0.199268202754,0.258805636707,0.600180822902
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,0.2,23,0.0337051039698,0.00143667296787,0.033043478261
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,0.05,5,0.022,0.012,0.04
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,0.1,5,0.028,0.024,0.08
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,0.2,5,0.032,0.024,0.06
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,0.05,4,0.0175,0.0125,0.05
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,0.1,4,0,0,0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,0.2,4,0,0,0
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,0.1,5,0,5.55111512313e-17,2.77555756157e-16
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,0.2,5,0,5.55111512313e-17,2.77555756157e-16
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,0.05,5,0.044,0.038,0.1
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,0.1,5,0.152,0.052,0.26
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,0.2,5,0,0,0
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,0.05,5,0.008,0.008,0.02
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,0.1,5,0.002,0.002,0.01
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,0.2,5,0.006,0.018,0.08
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,0.05,24,0.81001984127,0.221503222813,0.423795357961
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,0.1,24,0.262962962963,0.192045271556,0.33
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,0.2,24,0.0479028640443,0.00157349896479,0.018405797101
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,0.05,5,0.222,0.134,0.42
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,0.1,5,0,0,0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,0.2,5,0,0,0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,0.05,5,0.014,0.01,0.05
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,0.1,5,0.026,0.018,0.09
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,0.2,5,0.012,0.008,0.04
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,0.05,23,0.172428535548,0.0612904634155,0.148735177865
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,0.1,23,0.088535291759,0.0281624925002,0.07490118577
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,0.2,23,0.338695652174,0.232535221884,0.506245059289
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,0.05,6,0.031666666667,0.00833333333333,0.04
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,0.1,6,0.163888888889,0.0422222222222,0.253333333333
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,0.2,6,0,0,0
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,0.05,6,0.0183333333333,0.0133333333334,0.0333333333333
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,0.1,6,0.00666666666667,0.00666666666667,0.03
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,0.2,6,0.00666666666667,0.0166666666667,0.09
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,0.05,5,0.028,0.028,0.07
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,0.1,5,0.016,0.016,0.05
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,0.2,5,0.01,0.01,0.03
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,0.05,6,0.0233333333337,0.0233333333333,0.043333333333
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,0.1,6,0.026666666667,0.0266666666666,0.073333333333
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,0.2,6,0.0144444444443,0.0144444444444,0.033333333333
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,0.05,5,0.012,0.022,0.07
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,0.1,5,0.012,0.02,0.05
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,0.2,5,0.022,0.014,0.07
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,0.05,23,0.174844720497,0.111628654899,0.246018306638
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,0.1,23,0.403913043478,0.18399741,0.358376387374
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,0.2,23,0.0878609858949,0.0303394526079,0.0998952507988
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,0.05,24,0.437803030303,0.225268210051,0.415654673768
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,0.1,24,0.328100490196,0.184906513989,0.43167052134
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,0.2,24,0,0,0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,0.05,5,0.006,0.004,0.01
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,0.1,5,0.016,0.006,0.02
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,0.2,5,0.012,0.012,0.03
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,0.05,4,0.0275,0.0125,0.05
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,0.1,4,0,0,0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,0.2,4,0,0,0
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,0.05,5,0.018,0.018,0.04
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,0.1,5,0.004,0.01,0.04
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,0.2,5,0.018,0.006,0.03
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,0.05,23,0.0402982839467,0.0341256475095,0.079068322983
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,0.1,23,0.226507009059,0.1773814843,0.393229813666
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,0.2,23,0.0292820716712,0.0610461418854,0.141748756918
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,0.05,24,0.0280028628879,0.0292608703908,0.082544206366
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,0.1,24,0.0361831125903,0.0232947157089,0.072009371254
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,0.2,24,0.363541666667,0.0743813709173,0.225765104461
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,0.05,24,0.450844017094,0.290093282321,0.518215697346
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,0.1,24,0.0760990338165,0.0784963768116,0.14
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,0.2,24,0.168321256039,0.0699275362319,0.149710144928
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,0.05,1,0,0,0
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,0.1,1,0,0,0
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,0.2,1,0,0,0
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,0.05,4,0,0,0
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,0.1,4,0.02,0.0125,0.05
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,0.2,4,0,0,0
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,0.05,4,0,0,0
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,0.1,4,0.02,0.0175,0.07
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,0.2,4,0.015,0.0025,0.01
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,0.05,2,0,0,0
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,0.1,2,0,0,0
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,0.2,2,0,0,0
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,0.05,4,0.0075,0.0075,0.03
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,0.1,4,0.015,0.0125,0.05
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,0.2,4,0.035,0.02,0.08
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,0.05,2,0,0,0
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,0.1,2,0,0,0
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,0.2,2,0,0,0
