condition,target,design,method,status,target_images
oos_geometry,half_tv_all,supported_same_room,uniform_random_source_expectation,ok,5
oos_geometry,late_quarter_new,all_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,9
oos_geometry,late_quarter_new,all_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,late_quarter_new,all_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,late_quarter_new,all_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,9
oos_geometry,late_quarter_new,all_other_building,source_frequency_or_median,ok,9
oos_geometry,late_quarter_new,all_other_building,uniform_random_source_expectation,ok,9
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_building_diagnostic,source_frequency_or_median,ok,5
oos_geometry,late_quarter_new,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_building_diagnostic,uniform_random_source_expectation,ok,5
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_mainspace_other_building,source_frequency_or_median,ok,5
oos_geometry,late_quarter_new,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,late_quarter_new,same_mainspace_other_building,uniform_random_source_expectation,ok,5
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,8
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,1
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,1
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,1
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,8
oos_geometry,late_quarter_new,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,1
oos_geometry,late_quarter_new,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,1
oos_geometry,late_quarter_new,same_scene_other_building,source_frequency_or_median,ok,8
oos_geometry,late_quarter_new,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,1
oos_geometry,late_quarter_new,same_scene_other_building,uniform_random_source_expectation,ok,8
oos_geometry,late_quarter_new,supported_same_room,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,late_quarter_new,supported_same_room,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,late_quarter_new,supported_same_room,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,late_quarter_new,supported_same_room,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,late_quarter_new,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,late_quarter_new,supported_same_room,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,late_quarter_new,supported_same_room,source_frequency_or_median,ok,5
oos_geometry,late_quarter_new,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,late_quarter_new,supported_same_room,uniform_random_source_expectation,ok,5
oos_geometry,singleton_share,all_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,9
oos_geometry,singleton_share,all_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,singleton_share,all_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,singleton_share,all_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,9
oos_geometry,singleton_share,all_other_building,source_frequency_or_median,ok,9
oos_geometry,singleton_share,all_other_building,uniform_random_source_expectation,ok,9
oos_geometry,singleton_share,same_building_diagnostic,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,singleton_share,same_building_diagnostic,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,singleton_share,same_building_diagnostic,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,singleton_share,same_building_diagnostic,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,singleton_share,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,singleton_share,same_building_diagnostic,source_frequency_or_median,ok,5
oos_geometry,singleton_share,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,singleton_share,same_building_diagnostic,uniform_random_source_expectation,ok,5
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,singleton_share,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,singleton_share,same_mainspace_other_building,source_frequency_or_median,ok,5
oos_geometry,singleton_share,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,singleton_share,same_mainspace_other_building,uniform_random_source_expectation,ok,5
oos_geometry,singleton_share,same_scene_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,8
oos_geometry,singleton_share,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,1
oos_geometry,singleton_share,same_scene_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,singleton_share,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,1
oos_geometry,singleton_share,same_scene_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,singleton_share,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,1
oos_geometry,singleton_share,same_scene_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,8
oos_geometry,singleton_share,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,1
oos_geometry,singleton_share,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,1
oos_geometry,singleton_share,same_scene_other_building,source_frequency_or_median,ok,8
oos_geometry,singleton_share,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,1
oos_geometry,singleton_share,same_scene_other_building,uniform_random_source_expectation,ok,8
oos_geometry,singleton_share,supported_same_room,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,singleton_share,supported_same_room,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,singleton_share,supported_same_room,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,singleton_share,supported_same_room,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,singleton_share,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,singleton_share,supported_same_room,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,singleton_share,supported_same_room,source_frequency_or_median,ok,5
oos_geometry,singleton_share,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,singleton_share,supported_same_room,uniform_random_source_expectation,ok,5
oos_geometry,within_cluster_median,all_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,9
oos_geometry,within_cluster_median,all_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,within_cluster_median,all_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,within_cluster_median,all_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,9
oos_geometry,within_cluster_median,all_other_building,source_frequency_or_median,ok,9
oos_geometry,within_cluster_median,all_other_building,uniform_random_source_expectation,ok,9
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_building_diagnostic,source_frequency_or_median,ok,5
oos_geometry,within_cluster_median,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_building_diagnostic,uniform_random_source_expectation,ok,5
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_mainspace_other_building,source_frequency_or_median,ok,5
oos_geometry,within_cluster_median,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,within_cluster_median,same_mainspace_other_building,uniform_random_source_expectation,ok,5
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,8
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,1
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,1
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,1
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,8
oos_geometry,within_cluster_median,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,1
oos_geometry,within_cluster_median,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,1
oos_geometry,within_cluster_median,same_scene_other_building,source_frequency_or_median,ok,8
oos_geometry,within_cluster_median,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,1
oos_geometry,within_cluster_median,same_scene_other_building,uniform_random_source_expectation,ok,8
oos_geometry,within_cluster_median,supported_same_room,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,within_cluster_median,supported_same_room,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,within_cluster_median,supported_same_room,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,within_cluster_median,supported_same_room,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,within_cluster_median,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,within_cluster_median,supported_same_room,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,within_cluster_median,supported_same_room,source_frequency_or_median,ok,5
oos_geometry,within_cluster_median,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,within_cluster_median,supported_same_room,uniform_random_source_expectation,ok,5
semi,candidate_v2,all_other_building,dinov3__block12__faces_global,ok,14
semi,candidate_v2,all_other_building,dinov3__block12__panorama_mean,ok,14
semi,candidate_v2,all_other_building,dinov3__block3__panorama_mean,ok,14
semi,candidate_v2,all_other_building,dinov3__cls__panorama,ok,14
semi,candidate_v2,all_other_building,source_frequency_or_median,ok,14
semi,candidate_v2,all_other_building,uniform_random_source_expectation,ok,14
semi,candidate_v2,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
semi,candidate_v2,same_building_diagnostic,dinov3__block12__faces_global,ok,10
semi,candidate_v2,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
semi,candidate_v2,same_building_diagnostic,dinov3__block12__panorama_mean,ok,10
semi,candidate_v2,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
semi,candidate_v2,same_building_diagnostic,dinov3__block3__panorama_mean,ok,10
semi,candidate_v2,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
semi,candidate_v2,same_building_diagnostic,dinov3__cls__panorama,ok,10
semi,candidate_v2,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
semi,candidate_v2,same_building_diagnostic,source_frequency_or_median,ok,10
semi,candidate_v2,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
semi,candidate_v2,same_building_diagnostic,uniform_random_source_expectation,ok,10
semi,candidate_v2,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,2
semi,candidate_v2,same_mainspace_other_building,dinov3__block12__faces_global,ok,12
semi,candidate_v2,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,candidate_v2,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,12
semi,candidate_v2,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,candidate_v2,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,12
semi,candidate_v2,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,2
semi,candidate_v2,same_mainspace_other_building,dinov3__cls__panorama,ok,12
semi,candidate_v2,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,2
semi,candidate_v2,same_mainspace_other_building,source_frequency_or_median,ok,12
semi,candidate_v2,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,2
semi,candidate_v2,same_mainspace_other_building,uniform_random_source_expectation,ok,12
semi,candidate_v2,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,candidate_v2,same_scene_other_building,dinov3__block12__faces_global,ok,9
semi,candidate_v2,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,candidate_v2,same_scene_other_building,dinov3__block12__panorama_mean,ok,9
semi,candidate_v2,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,candidate_v2,same_scene_other_building,dinov3__block3__panorama_mean,ok,9
semi,candidate_v2,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,candidate_v2,same_scene_other_building,dinov3__cls__panorama,ok,9
semi,candidate_v2,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,candidate_v2,same_scene_other_building,source_frequency_or_median,ok,9
semi,candidate_v2,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,candidate_v2,same_scene_other_building,uniform_random_source_expectation,ok,9
semi,candidate_v2,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,14
semi,candidate_v2,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,14
semi,candidate_v2,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,14
semi,candidate_v2,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,14
semi,candidate_v2,supported_same_room,source_frequency_or_median,no_eligible_source_history,14
semi,candidate_v2,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,14
semi,core10_p_by_19,all_other_building,dinov3__block12__faces_global,ok,42
semi,core10_p_by_19,all_other_building,dinov3__block12__panorama_mean,ok,42
semi,core10_p_by_19,all_other_building,dinov3__block3__panorama_mean,ok,42
semi,core10_p_by_19,all_other_building,dinov3__cls__panorama,ok,42
semi,core10_p_by_19,all_other_building,source_frequency_or_median,ok,42
semi,core10_p_by_19,all_other_building,uniform_random_source_expectation,ok,42
semi,core10_p_by_19,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
semi,core10_p_by_19,same_building_diagnostic,dinov3__block12__faces_global,ok,40
semi,core10_p_by_19,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,core10_p_by_19,same_building_diagnostic,dinov3__block12__panorama_mean,ok,40
semi,core10_p_by_19,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,core10_p_by_19,same_building_diagnostic,dinov3__block3__panorama_mean,ok,40
semi,core10_p_by_19,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
semi,core10_p_by_19,same_building_diagnostic,dinov3__cls__panorama,ok,40
semi,core10_p_by_19,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
semi,core10_p_by_19,same_building_diagnostic,source_frequency_or_median,ok,40
semi,core10_p_by_19,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
semi,core10_p_by_19,same_building_diagnostic,uniform_random_source_expectation,ok,40
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block12__faces_global,ok,36
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,36
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,36
semi,core10_p_by_19,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,6
semi,core10_p_by_19,same_mainspace_other_building,dinov3__cls__panorama,ok,36
semi,core10_p_by_19,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,6
semi,core10_p_by_19,same_mainspace_other_building,source_frequency_or_median,ok,36
semi,core10_p_by_19,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,6
semi,core10_p_by_19,same_mainspace_other_building,uniform_random_source_expectation,ok,36
semi,core10_p_by_19,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,core10_p_by_19,same_scene_other_building,dinov3__block12__faces_global,ok,37
semi,core10_p_by_19,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,core10_p_by_19,same_scene_other_building,dinov3__block12__panorama_mean,ok,37
semi,core10_p_by_19,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,core10_p_by_19,same_scene_other_building,dinov3__block3__panorama_mean,ok,37
semi,core10_p_by_19,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,core10_p_by_19,same_scene_other_building,dinov3__cls__panorama,ok,37
semi,core10_p_by_19,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,core10_p_by_19,same_scene_other_building,source_frequency_or_median,ok,37
semi,core10_p_by_19,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,core10_p_by_19,same_scene_other_building,uniform_random_source_expectation,ok,37
semi,core10_p_by_19,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,42
semi,core10_p_by_19,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,42
semi,core10_p_by_19,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,42
semi,core10_p_by_19,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,42
semi,core10_p_by_19,supported_same_room,source_frequency_or_median,no_eligible_source_history,42
semi,core10_p_by_19,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,42
semi,core_tail_10,all_other_building,dinov3__block12__faces_global,ok,42
semi,core_tail_10,all_other_building,dinov3__block12__panorama_mean,ok,42
semi,core_tail_10,all_other_building,dinov3__block3__panorama_mean,ok,42
semi,core_tail_10,all_other_building,dinov3__cls__panorama,ok,42
semi,core_tail_10,all_other_building,source_frequency_or_median,ok,42
semi,core_tail_10,all_other_building,uniform_random_source_expectation,ok,42
semi,core_tail_10,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
semi,core_tail_10,same_building_diagnostic,dinov3__block12__faces_global,ok,40
semi,core_tail_10,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,core_tail_10,same_building_diagnostic,dinov3__block12__panorama_mean,ok,40
semi,core_tail_10,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,core_tail_10,same_building_diagnostic,dinov3__block3__panorama_mean,ok,40
semi,core_tail_10,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
semi,core_tail_10,same_building_diagnostic,dinov3__cls__panorama,ok,40
semi,core_tail_10,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
semi,core_tail_10,same_building_diagnostic,source_frequency_or_median,ok,40
semi,core_tail_10,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
semi,core_tail_10,same_building_diagnostic,uniform_random_source_expectation,ok,40
semi,core_tail_10,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
semi,core_tail_10,same_mainspace_other_building,dinov3__block12__faces_global,ok,36
semi,core_tail_10,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
semi,core_tail_10,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,36
semi,core_tail_10,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
semi,core_tail_10,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,36
semi,core_tail_10,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,6
semi,core_tail_10,same_mainspace_other_building,dinov3__cls__panorama,ok,36
semi,core_tail_10,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,6
semi,core_tail_10,same_mainspace_other_building,source_frequency_or_median,ok,36
semi,core_tail_10,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,6
semi,core_tail_10,same_mainspace_other_building,uniform_random_source_expectation,ok,36
semi,core_tail_10,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,core_tail_10,same_scene_other_building,dinov3__block12__faces_global,ok,37
semi,core_tail_10,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,core_tail_10,same_scene_other_building,dinov3__block12__panorama_mean,ok,37
semi,core_tail_10,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,core_tail_10,same_scene_other_building,dinov3__block3__panorama_mean,ok,37
semi,core_tail_10,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,core_tail_10,same_scene_other_building,dinov3__cls__panorama,ok,37
semi,core_tail_10,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,core_tail_10,same_scene_other_building,source_frequency_or_median,ok,37
semi,core_tail_10,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,core_tail_10,same_scene_other_building,uniform_random_source_expectation,ok,37
semi,core_tail_10,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,42
semi,core_tail_10,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,42
semi,core_tail_10,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,42
semi,core_tail_10,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,42
semi,core_tail_10,supported_same_room,source_frequency_or_median,no_eligible_source_history,42
semi,core_tail_10,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,42
semi,full_p_by_8,all_other_building,dinov3__block12__faces_global,ok,42
semi,full_p_by_8,all_other_building,dinov3__block12__panorama_mean,ok,42
semi,full_p_by_8,all_other_building,dinov3__block3__panorama_mean,ok,42
semi,full_p_by_8,all_other_building,dinov3__cls__panorama,ok,42
